number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
70,0.13527486179113035,2026-03-13 02:21:57.083215,2026-03-13 03:09:10.802825,0 days 00:47:13.719610,32,6,0.0,0.006634790462991138,15,meta,64,128,5,0.5494805322672719,0.30000000000000004,0.04933677899829006,0.0033138468357276603,0.4,7,20,BiLSTM,6,1,corn,5,3.092656675708779,1.016127622527453,15,0.8653443673089676,0.1839611781951051,31,7.314694096262578e-05,0.534375,0.11980475259672616,0.13527486179113035,0.2011029411764706,COMPLETE,0.11980475259672616,0.2011029411764706,0.534375,0.13527486179113035
31,0.1351522507349771,2026-03-12 06:50:18.382941,2026-03-12 07:08:30.416679,0 days 00:18:12.033738,32,2,0.1,0.0066040155677024245,20,meta,64,64,5,0.9034660488855177,0.2,0.00011159330721823707,0.0007568288905189315,0.8,5,20,BiGRU,6,1,coral,15,3.150242310780044,1.1409138769472813,21,0.8991546105014755,0.22605763956023633,21,7.622875517356718e-07,0.5248161764705882,0.1155459498549691,0.1351522507349771,0.21911764705882353,COMPLETE,0.1155459498549691,0.21911764705882353,0.5248161764705882,0.1351522507349771
53,0.13432325568435122,2026-03-12 14:44:12.090683,2026-03-12 15:16:14.833157,0 days 00:32:02.742474,32,4,0.0,0.008363722848426238,20,meta,128,64,5,0.7146892700234609,0.2,0.058670570344590334,0.007181242809808496,0.8,5,50,BiLSTM,6,1,corn,15,2.9240305892061595,1.057858645951073,21,0.8319722983517296,0.19230778529713005,21,4.6035433427998093e-07,0.5262867647058823,0.1253136168722837,0.13432325568435122,0.20827205882352942,COMPLETE,0.1253136168722837,0.20827205882352942,0.5262867647058823,0.13432325568435122
8,0.13429212138746707,2026-03-11 20:45:16.497492,2026-03-11 21:14:53.918580,0 days 00:29:37.421088,32,2,0.1,0.00849706306030637,20,meta,128,64,5,0.18186266027215764,0.30000000000000004,0.050009050447111125,0.006337921976488555,0.8,5,50,BiLSTM,6,2,coral,10,3.2360969602013205,1.0907034291602855,21,0.7871357161081434,0.12738139741973262,21,4.4411745826910834e-06,0.5222426470588235,0.12666886328327612,0.13429212138746707,0.2104779411764706,COMPLETE,0.12666886328327612,0.2104779411764706,0.5222426470588235,0.13429212138746707
34,0.13353878535470928,2026-03-12 07:51:54.599646,2026-03-12 08:06:34.839503,0 days 00:14:40.239857,32,2,0.0,0.006628949868238393,20,meta,128,64,5,0.28142773616438366,0.30000000000000004,0.037886908694708794,0.002330642915940266,0.4,5,30,BiLSTM,6,2,corn,20,2.184002353069498,1.0576445558349674,9,0.8802196716946441,0.284227309313046,31,5.077026749498946e-06,0.5227941176470589,0.11512080798987583,0.13353878535470928,0.20477941176470588,COMPLETE,0.11512080798987583,0.20477941176470588,0.5227941176470589,0.13353878535470928
69,0.13327718922408247,2026-03-13 01:36:38.390827,2026-03-13 02:21:57.082495,0 days 00:45:18.691668,32,4,0.0,0.006037321289507849,20,meta,128,128,5,1.2426558338982017,0.4,0.01220697301980598,0.005227297583752296,0.8,5,50,GRU,6,1,coral,15,3.0352204845170574,1.0005581101470353,21,0.8070031310877099,0.18295277311601135,31,1.3805737886515458e-07,0.5358455882352942,0.12424000526682463,0.13327718922408247,0.21691176470588236,COMPLETE,0.12424000526682463,0.21691176470588236,0.5358455882352942,0.13327718922408247
22,0.13293332735188518,2026-03-12 02:39:20.591911,2026-03-12 03:08:06.400618,0 days 00:28:45.808707,32,2,0.0,0.006508714135914296,20,meta,128,64,5,0.8332672181141121,0.30000000000000004,0.04198814957063845,0.0074161161473852676,0.4,5,30,BiLSTM,6,1,corn,20,3.1650123836838437,1.1042147015651937,21,0.8957007900028111,0.27137691610760817,31,2.072921151741754e-06,0.53125,0.11392264137539561,0.13293332735188518,0.19411764705882353,COMPLETE,0.11392264137539561,0.19411764705882353,0.53125,0.13293332735188518
4,0.13291063492463823,2026-03-11 18:09:55.330414,2026-03-11 18:34:09.529496,0 days 00:24:14.199082,32,2,0.0,0.009404585843529142,20,meta,128,64,5,0.436510290873393,0.2,0.038509772860192526,0.007799059237255683,0.8,5,50,BiLSTM,6,1,coral,15,3.2871609755511213,1.1539285770025873,21,0.8899964457131009,0.22845524449519433,21,3.7358626308127525e-06,0.538235294117647,0.12879581336183324,0.13291063492463823,0.2172794117647059,COMPLETE,0.12879581336183324,0.2172794117647059,0.538235294117647,0.13291063492463823
52,0.1322897005873206,2026-03-12 14:26:47.168095,2026-03-12 14:44:12.089904,0 days 00:17:24.921809,32,2,0.1,0.005572966292561462,10,meta,256,128,5,0.6422379137977173,0.4,0.02030417778210146,0.005352520279972755,0.4,7,30,BiGRU,6,1,corn,15,3.078646873394062,0.8311949773221035,15,0.8748316338811479,0.37570179955296246,31,2.7068706392981065e-05,0.5356617647058823,0.13668386997687273,0.1322897005873206,0.22261029411764705,COMPLETE,0.13668386997687273,0.22261029411764705,0.5356617647058823,0.1322897005873206
25,0.13176157957479165,2026-03-12 03:57:36.783410,2026-03-12 04:15:51.159073,0 days 00:18:14.375663,32,2,0.0,0.008410445360099052,20,meta,64,64,5,0.6257501274724651,0.2,0.024449233156219594,0.007510386344775886,0.8,5,20,BiGRU,6,1,coral,15,3.0193912569824772,1.1782732796026683,21,0.8892088024425191,0.21899404064120387,21,1.1142828413790197e-06,0.5369485294117647,0.12630464349577059,0.13176157957479165,0.2213235294117647,COMPLETE,0.12630464349577059,0.2213235294117647,0.5369485294117647,0.13176157957479165
59,0.13136103818863237,2026-03-12 18:36:30.349601,2026-03-12 19:45:58.632681,0 days 01:09:28.283080,32,6,0.4,0.009726059367994097,10,meta,64,128,5,0.37079314246051687,0.2,0.0281311634637315,0.0079454590636777,0.4,7,20,BiLSTM,6,1,corn,20,3.2202083606784218,1.181701666249615,21,0.8512667838679853,0.3555269739539563,31,5.5711279945172054e-05,0.5279411764705882,0.11633886202145856,0.13136103818863237,0.21268382352941176,COMPLETE,0.11633886202145856,0.21268382352941176,0.5279411764705882,0.13136103818863237
60,0.13103352206491187,2026-03-12 19:45:58.633831,2026-03-12 20:49:14.388141,0 days 01:03:15.754310,32,4,0.0,0.009803772534858599,15,meta,128,64,5,1.1658036405341914,0.2,0.0533838837685315,0.009679450443512582,0.8,10,50,BiLSTM,6,1,corn,15,2.508201583597596,1.1337899401215263,21,0.824492276113419,0.2620439918793261,41,2.2342433710835516e-07,0.5272058823529412,0.12234246083459635,0.13103352206491187,0.20349264705882353,COMPLETE,0.12234246083459635,0.20349264705882353,0.5272058823529412,0.13103352206491187
86,0.1308613240330635,2026-03-13 13:37:23.359861,2026-03-13 14:00:39.236801,0 days 00:23:15.876940,32,2,0.1,0.00660901771724394,15,meta,128,128,5,0.3514218508030864,0.1,0.06861215621197889,0.0003207742880401745,0.4,7,20,BiLSTM,6,1,corn,5,3.428004859982969,1.0077350283260873,15,0.8144092973156167,0.16733632334507026,41,5.4317245198276475e-06,0.5259191176470588,0.11837676709401146,0.1308613240330635,0.20441176470588235,COMPLETE,0.11837676709401146,0.20441176470588235,0.5259191176470588,0.1308613240330635
64,0.13081464994988412,2026-03-12 22:17:49.774423,2026-03-12 22:39:32.340203,0 days 00:21:42.565780,32,6,0.0,0.009029186567845383,10,meta,128,64,5,0.41735685522480953,0.30000000000000004,0.05748094259229904,0.003911427703806684,0.8,5,50,BiLSTM,6,2,coral,10,3.41881603593976,1.0221483383820904,9,0.8428375595641194,0.14129301294778607,21,2.7714470140657527e-05,0.5345588235294118,0.12439217205902818,0.13081464994988412,0.22058823529411764,COMPLETE,0.12439217205902818,0.22058823529411764,0.5345588235294118,0.13081464994988412
