company,sector,model_type,problem_type,horizon_steps,mse,mae,r2,mcc,f1,precision,recall,directional_accuracy,val_directional_accuracy,val_mcc,val_f1,val_precision,val_recall,n_samples,train_samples,val_samples,test_samples,epochs_trained,best_threshold,best_threshold_metric,isotonic_used
AAPL,Consumer Goods,BiGRU,classification,1,,,,-0.15289415743128767,0.4722222222222222,0.38636363636363635,0.6071428571428571,0.40625,0.6428571428571429,0.30304576336566325,0.5714285714285714,0.7142857142857143,0.47619047619047616,1188,398,42,64,20,0.5049999999999999,0.30304576336566325,True
ABB,Industrial Goods,BiGRU,classification,1,,,,0.0,0.72,0.5625,1.0,0.5625,0.40476190476190477,0.16666666666666666,0.5454545454545454,0.375,1.0,1188,398,42,64,20,0.05,0.16666666666666666,True
ABBV,Healthcare,BiGRU,classification,1,,,,0.32539568672798425,0.52,0.8125,0.38235294117647056,0.625,0.6190476190476191,0.30515145240827973,0.2727272727272727,1.0,0.15789473684210525,1107,398,42,64,20,0.4549999999999999,0.30515145240827973,True
AEP,Utilities,BiGRU,classification,1,,,,0.0,0.7450980392156863,0.59375,1.0,0.59375,0.6190476190476191,0.30515145240827973,0.7419354838709677,0.5897435897435898,1.0,1188,398,42,64,20,0.05,0.30515145240827973,True
AGFS,Conglomerates,BiGRU,classification,1,,,,0.0,0.5617977528089888,0.390625,1.0,0.390625,0.5952380952380952,0.4,0.6666666666666666,0.5,1.0,631,105,42,64,20,0.05,0.4,True
AMGN,Healthcare,BiGRU,classification,1,,,,0.20140599270554796,0.48148148148148145,0.7222222222222222,0.3611111111111111,0.5625,0.6666666666666666,0.2850438562747845,0.2222222222222222,1.0,0.125,1188,398,42,64,20,0.5049999999999999,0.2850438562747845,True
AMZN,Services,BiGRU,classification,1,,,,0.09061004703659373,0.39215686274509803,0.625,0.2857142857142857,0.515625,0.6904761904761905,0.3876875590429165,0.6976744186046512,0.6521739130434783,0.75,1188,398,42,64,20,0.37999999999999995,0.3876875590429165,True
BA,Industrial Goods,BiGRU,classification,1,,,,0.3962389192686809,0.6774193548387096,0.7777777777777778,0.6,0.6875,0.5714285714285714,0.27811065739636276,0.6666666666666666,0.5142857142857142,0.9473684210526315,1188,398,42,64,20,0.25499999999999995,0.27811065739636276,True
BABA,Services,BiGRU,classification,1,,,,0.0,0.0,0.0,0.0,0.484375,0.7380952380952381,0.4385290096535146,0.5217391304347826,0.8571428571428571,0.375,675,149,42,64,20,0.42999999999999994,0.4385290096535146,True
BAC,Financial,BiGRU,classification,1,,,,0.004751733362404818,0.17647058823529413,0.42857142857142855,0.1111111111111111,0.5625,0.5476190476190477,0.12602520756252086,0.5581395348837209,0.48,0.6666666666666666,1188,398,42,64,20,0.3549999999999999,0.12602520756252086,True
