number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
88,0.09027232670229651,2026-03-14 10:22:56.706641,2026-03-14 10:53:57.713173,0 days 00:31:01.006532,64,6,0.6000000000000001,0.00048183271980166507,10,meta_sector_sentiment,256,64,1,1.298917506828375,0.4,0.04818788071246545,0.0036302907385971053,0.8,7,30,LSTM,6,2,coral,10,2.4770444807336705,0.9483620426027696,15,0.7441643554211707,0.22204074758124018,21,7.724699955790693e-07,0.5295955882352941,0.11391081012587473,0.09027232670229651,0.165625,COMPLETE,0.11391081012587473,0.165625,0.5295955882352941,0.09027232670229651
87,0.08849660749618299,2026-03-14 09:25:12.000633,2026-03-14 10:22:56.705818,0 days 00:57:44.705185,64,6,0.7000000000000001,0.0015984059500794494,10,meta_sector_sentiment,256,64,1,1.6529265793510322,0.30000000000000004,0.05832036169645015,0.0011534827871418946,0.8,7,30,LSTM,6,2,coral,15,3.156249414355962,1.0686065731462275,15,0.740073126560868,0.14888385772663185,41,5.960118146027434e-07,0.5277573529411764,0.11070648858815463,0.08849660749618299,0.16525735294117647,COMPLETE,0.11070648858815463,0.16525735294117647,0.5277573529411764,0.08849660749618299
42,0.08811622180086305,2026-03-13 15:35:52.556602,2026-03-13 15:59:21.620769,0 days 00:23:29.064167,64,2,0.6000000000000001,0.003088642159133851,10,meta_sector,64,64,1,0.7702761957895468,0.4,0.06245574386744329,0.0039796399263406475,0.4,7,20,LSTM,6,2,coral,10,3.4619671540397747,1.123907297587669,15,0.7618095969681551,0.22668278425947216,41,8.028770485990342e-07,0.5207720588235294,0.11044702694478833,0.08811622180086305,0.17555147058823528,COMPLETE,0.11044702694478833,0.17555147058823528,0.5207720588235294,0.08811622180086305
26,0.08592868965187186,2026-03-13 07:57:51.370189,2026-03-13 08:19:31.164153,0 days 00:21:39.793964,64,2,0.4,0.0030017022723102314,10,meta_sector_sentiment,64,64,1,1.7885395904708836,0.4,0.05470044236796262,0.0006517608974370945,0.8,7,30,BiGRU,6,1,coral,10,3.3971793467591977,1.14411884321368,15,0.7968351506093716,0.15225511896337285,41,8.721920711109379e-07,0.5273897058823529,0.11451118888637371,0.08592868965187186,0.1724264705882353,COMPLETE,0.11451118888637371,0.1724264705882353,0.5273897058823529,0.08592868965187186
95,0.0857769686176764,2026-03-14 15:06:55.149719,2026-03-14 15:29:00.336439,0 days 00:22:05.186720,64,2,0.6000000000000001,0.000423231051137821,20,meta_sector,64,64,1,1.6516152438048044,0.30000000000000004,0.02495538639453298,0.0008506275797524772,0.4,7,20,LSTM,6,2,coral,15,3.329247710043532,1.1709383363180161,15,0.7412298589564106,0.1481455832960008,41,1.0257351976991947e-05,0.5358455882352942,0.1167755778794444,0.0857769686176764,0.16654411764705881,COMPLETE,0.1167755778794444,0.16654411764705881,0.5358455882352942,0.0857769686176764
45,0.08473086676890884,2026-03-13 16:37:22.360531,2026-03-13 17:05:56.037614,0 days 00:28:33.677083,64,4,0.5,0.0050206539993352265,10,meta_sector_sentiment,64,128,1,1.7274096241556032,0.4,0.051201943252993994,0.0007916131390444599,0.8,7,30,LSTM,6,1,coral,15,2.755465550815056,0.8542354378403735,9,0.7985448353160371,0.10728655211940923,41,2.3210924167091577e-06,0.53125,0.10675207442348002,0.08473086676890884,0.16470588235294117,COMPLETE,0.10675207442348002,0.16470588235294117,0.53125,0.08473086676890884
60,0.08450312230231588,2026-03-13 22:45:33.825575,2026-03-13 22:59:36.601033,0 days 00:14:02.775458,64,2,0.6000000000000001,0.0020118830154813422,10,meta_sector_sentiment,64,64,1,1.5597337610228972,0.4,0.027118730691992027,0.0003119521792769693,0.8,7,30,GRU,6,1,coral,15,3.4840968748233276,1.0092051583045998,9,0.7997938355630765,0.17847310567760205,41,1.1126421161291871e-07,0.5259191176470588,0.10811712605406402,0.08450312230231588,0.16691176470588234,COMPLETE,0.10811712605406402,0.16691176470588234,0.5259191176470588,0.08450312230231588
28,0.08440311196158631,2026-03-13 09:19:51.044985,2026-03-13 09:40:51.941148,0 days 00:21:00.896163,64,2,0.4,0.00516364158542299,10,meta_sector_sentiment,128,32,1,1.7087763468566686,0.4,0.07807901479241366,0.0050950758123512515,0.8,7,30,GRU,6,1,corn,15,3.4915709651958333,1.1184572337629572,15,0.8809529126431443,0.1712463892460826,41,1.1873891542012991e-07,0.5205882352941177,0.1124672746598106,0.08440311196158631,0.17316176470588235,COMPLETE,0.1124672746598106,0.17316176470588235,0.5205882352941177,0.08440311196158631
37,0.08386459684013797,2026-03-13 13:30:38.461505,2026-03-13 13:52:39.939957,0 days 00:22:01.478452,64,2,0.0,0.0014800697226321643,20,meta_sector_sentiment,64,64,1,1.8203522060434185,0.4,0.05015384181969258,0.001496374338636413,0.8,10,50,BiGRU,6,1,corn,10,3.219420510758137,0.8678122047832477,15,0.7808294251159492,0.13633509168231836,41,2.0334413430810204e-06,0.5216911764705883,0.11921091265619078,0.08386459684013797,0.1827205882352941,COMPLETE,0.11921091265619078,0.1827205882352941,0.5216911764705883,0.08386459684013797
52,0.08343049331508659,2026-03-13 20:12:44.533462,2026-03-13 20:21:19.776162,0 days 00:08:35.242700,64,2,0.5,0.005020826081884429,10,meta_sector,128,32,1,1.8059813339758526,0.4,0.07347945808440551,0.0016425734985464676,0.8,7,30,LSTM,6,1,coral,15,3.4595502785612253,1.1707952812870166,9,0.7820381395467957,0.16603012533110142,21,1.5531986143920889e-07,0.525,0.11441575878835061,0.08343049331508659,0.16525735294117647,COMPLETE,0.11441575878835061,0.16525735294117647,0.525,0.08343049331508659
