number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
71,0.16003407942358766,2026-03-14 04:57:06.694492,2026-03-14 05:20:50.830978,0 days 00:23:44.136486,64,4,0.30000000000000004,0.008713897251904999,15,meta_sector,256,32,5,1.5468656459097196,0.1,0.09553259857035468,0.008533566025982526,0.8,5,20,LSTM,6,2,corn,20,2.5870539010082547,0.9630173038602807,9,0.7771298935490761,0.10203205311969614,41,7.106056769529769e-05,0.5441176470588235,0.12531426736666884,0.16003407942358766,0.20974264705882353,COMPLETE,0.12531426736666884,0.20974264705882353,0.5441176470588235,0.16003407942358766
94,0.1578893876484463,2026-03-14 15:31:14.621697,2026-03-14 16:10:16.989903,0 days 00:39:02.368206,64,4,0.2,0.008380731278675798,15,meta_sector,256,32,5,1.458437216765116,0.1,0.0838544364090987,0.00789405550151417,0.8,5,20,BiLSTM,6,1,corn,20,2.696848868683193,0.7353730805388962,15,0.6512019628183487,0.20396116640938788,41,2.6018020155153202e-05,0.5430147058823529,0.14315044712975286,0.1578893876484463,0.22738970588235294,COMPLETE,0.14315044712975286,0.22738970588235294,0.5430147058823529,0.1578893876484463
42,0.15585709999193706,2026-03-13 13:27:53.291178,2026-03-13 13:47:26.058505,0 days 00:19:32.767327,64,6,0.1,0.004937481876379432,10,meta_sector,256,32,5,1.7882078990918804,0.1,0.08909524518539949,0.0034461263661811656,0.4,10,30,BiGRU,6,2,corn,20,2.7204080158292094,1.0970796085513623,9,0.8162080872629696,0.15865390517010153,21,0.0001312768090482559,0.528860294117647,0.11773945546602814,0.15585709999193706,0.19613970588235294,COMPLETE,0.11773945546602814,0.19613970588235294,0.528860294117647,0.15585709999193706
99,0.15343370097973194,2026-03-14 18:44:33.805176,2026-03-14 19:23:20.763687,0 days 00:38:46.958511,64,4,0.2,0.008800869855929672,20,meta_sector,256,32,5,1.7490616351513644,0.30000000000000004,0.09466194943503763,0.0008379748296635961,0.8,7,20,LSTM,6,2,corn,15,1.9804698053320953,0.7823056123286032,15,0.7031187305272733,0.1269667693934688,41,1.6813473836222547e-05,0.5373161764705883,0.11826818547091898,0.15343370097973194,0.20625,COMPLETE,0.11826818547091898,0.20625,0.5373161764705883,0.15343370097973194
81,0.15062116693658578,2026-03-14 08:27:44.785781,2026-03-14 08:50:55.652632,0 days 00:23:10.866851,256,4,0.30000000000000004,0.009274159874096912,15,meta_sector,256,32,5,0.7580520503371156,0.0,0.08735607955622662,0.0017736747669232372,0.8,10,20,BiGRU,6,1,corn,20,1.3919405160577165,0.5566968305805244,9,0.7889036272736085,0.13157329829762637,41,4.757734661252387e-06,0.5340073529411765,0.12147822387930624,0.15062116693658578,0.20716911764705884,COMPLETE,0.12147822387930624,0.20716911764705884,0.5340073529411765,0.15062116693658578
34,0.14983749177750774,2026-03-13 09:40:43.068503,2026-03-13 10:08:28.451284,0 days 00:27:45.382781,256,4,0.1,0.009217668341396396,10,meta_sector_unified_emotion,256,32,5,1.1899138965535274,0.0,0.07997028535927263,0.00791673447925625,0.8,10,30,BiLSTM,6,2,corn,20,2.2705775645682404,1.1015831248734358,21,0.8029977619774205,0.2900567611883492,21,0.0007169755700460705,0.5358455882352942,0.11490654225097513,0.14983749177750774,0.19650735294117647,COMPLETE,0.11490654225097513,0.19650735294117647,0.5358455882352942,0.14983749177750774
68,0.14908167205766695,2026-03-14 03:35:49.052045,2026-03-14 03:49:34.833412,0 days 00:13:45.781367,64,4,0.4,0.008333455863492122,15,meta_sector,256,32,5,1.1530371828316943,0.2,0.08895966820166407,0.007682920265192515,0.8,10,20,LSTM,6,2,corn,20,2.5553235192874326,1.1217616896513678,9,0.837852933831282,0.17540106723671944,21,0.0001390510446734786,0.5318014705882353,0.11673661357518145,0.14908167205766695,0.2073529411764706,COMPLETE,0.11673661357518145,0.2073529411764706,0.5318014705882353,0.14908167205766695
47,0.14731787445681702,2026-03-13 15:43:57.359320,2026-03-13 16:42:22.290185,0 days 00:58:24.930865,64,6,0.5,0.00880934528279301,10,meta_err_sector_stance,256,128,5,0.5834843897814964,0.0,0.06346803065087647,0.0001793616923164503,0.8,5,30,BiGRU,6,2,corn,5,2.6923320244471927,0.7364255518236785,15,0.8674007684637609,0.3482302279221772,41,2.267794633452305e-06,0.5378676470588235,0.11591181880416267,0.14731787445681702,0.19981617647058825,COMPLETE,0.11591181880416267,0.19981617647058825,0.5378676470588235,0.14731787445681702
82,0.14414399753907015,2026-03-14 08:50:55.653404,2026-03-14 09:45:36.593998,0 days 00:54:40.940594,64,6,0.30000000000000004,0.009541526706500571,10,meta_sector_stance,256,128,5,0.5060538607812878,0.0,0.04647661369519833,0.0018265237857981718,0.8,10,30,LSTM,6,2,corn,5,3.4610067031067624,0.36744707852442443,15,0.8702358434577746,0.3483391271365598,41,2.3403199334365584e-07,0.524264705882353,0.12137370586075219,0.14414399753907015,0.20238970588235294,COMPLETE,0.12137370586075219,0.20238970588235294,0.524264705882353,0.14414399753907015
95,0.14098129349213032,2026-03-14 16:10:16.991219,2026-03-14 16:49:37.054282,0 days 00:39:20.063063,128,4,0.2,0.005746020444846914,15,meta_sector,256,32,5,1.590954795942226,0.2,0.08951020999585138,0.0029935640584668947,0.4,5,20,BiGRU,6,1,corn,20,2.185963361936712,0.7017945892557864,15,0.6636892141298582,0.22344368206923784,41,3.650431781333378e-05,0.5354779411764706,0.11559514363626694,0.14098129349213032,0.2079044117647059,COMPLETE,0.11559514363626694,0.2079044117647059,0.5354779411764706,0.14098129349213032
30,0.13950485162747114,2026-03-13 08:31:29.946981,2026-03-13 08:49:34.990530,0 days 00:18:05.043549,256,4,0.30000000000000004,0.008125613909913556,10,meta_sector,256,32,5,1.2661716273281445,0.0,0.09995432687014988,0.003965112642208691,0.8,10,30,BiLSTM,6,2,corn,15,2.8623601116377815,1.1174780834156894,9,0.8945321954811388,0.2860387710030202,31,0.0002269529404634935,0.5299632352941176,0.11112894061751265,0.13950485162747114,0.19283088235294119,COMPLETE,0.11112894061751265,0.19283088235294119,0.5299632352941176,0.13950485162747114
