number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,state
81,-0.011267906053476648,2026-03-12 02:31:54.442139,2026-03-12 02:36:07.410823,0 days 00:04:12.968684,32,0.30000000000000004,0.008738853925861025,15,meta_sector,64,128,1,0.15390389611003386,0.4,8.905525272804575e-06,0.4,5,50,LSTM,2,10,5.219580285514626e-07,COMPLETE
37,-0.011287376275308984,2026-03-12 00:08:36.019022,2026-03-12 00:12:00.943317,0 days 00:03:24.924295,64,0.6000000000000001,0.005827403281353876,15,meta_err_sector_sentiment,64,128,1,0.3123175090094522,0.4,2.7872963925821065e-06,0.4,10,50,LSTM,2,15,1.215286896405553e-06,COMPLETE
83,-0.011294811234794618,2026-03-12 02:40:29.181870,2026-03-12 02:42:45.195846,0 days 00:02:16.013976,128,0.1,0.008119254484843784,15,meta_sector_unified_emotion,64,128,1,0.3678060295718877,0.4,7.921617809189498e-06,0.4,5,50,LSTM,2,5,7.13211283277868e-07,COMPLETE
73,-0.011299375328871434,2026-03-12 02:05:31.191596,2026-03-12 02:09:54.836152,0 days 00:04:23.644556,32,0.4,0.007811102898377355,15,meta_err_sector_unified_emotion,64,128,1,0.48408765923596286,0.4,5.267378228497694e-06,0.4,5,20,LSTM,2,10,6.098946414372123e-07,COMPLETE
36,-0.01129975047299066,2026-03-12 00:05:23.811247,2026-03-12 00:08:36.018166,0 days 00:03:12.206919,64,0.7000000000000001,0.009299383189272802,15,meta_err_sector_sentiment,64,128,1,0.10288951059844587,0.4,1.0645870617889092e-06,0.8,10,50,LSTM,2,10,7.017178849583201e-06,COMPLETE
29,-0.01130114145954848,2026-03-11 23:24:17.992410,2026-03-11 23:31:48.494976,0 days 00:07:30.502566,32,0.8,0.0072092404743083725,20,meta_err_sector_sentiment,64,128,1,0.12712751198451622,0.2,1.2600147519076992e-06,0.4,10,50,BiLSTM,2,10,0.0006867440634199461,COMPLETE
78,-0.011303190030467904,2026-03-12 02:23:41.208763,2026-03-12 02:26:15.949345,0 days 00:02:34.740582,128,0.5,0.008124594882470087,20,meta_err_sector_stance,64,128,1,0.19853040972885544,0.2,1.1173749797917965e-06,0.4,7,50,LSTM,2,15,7.077368034394787e-07,COMPLETE
40,-0.011304733610397688,2026-03-12 00:18:37.369360,2026-03-12 00:21:50.694388,0 days 00:03:13.325028,64,0.7000000000000001,0.009567430592312406,15,meta_err_sector_sentiment,64,128,1,0.10059845236204745,0.4,1.1036622500194008e-06,0.4,10,50,LSTM,2,10,1.4391149123438227e-06,COMPLETE
55,-0.011311292889255952,2026-03-12 01:09:57.812100,2026-03-12 01:12:29.982178,0 days 00:02:32.170078,128,0.4,0.005801170675196353,15,meta_err_sector_sentiment,64,128,1,0.3132439593914283,0.2,1.0686145265249364e-06,0.4,7,50,LSTM,2,15,5.37367314712919e-06,COMPLETE
66,-0.01131383100440003,2026-03-12 01:45:52.950345,2026-03-12 01:48:39.120333,0 days 00:02:46.169988,128,0.2,0.0013874927523000648,20,meta_err_sector_sentiment,64,128,1,0.2495560032334749,0.30000000000000004,5.902787624900836e-06,0.4,7,20,LSTM,2,10,2.055831596410894e-06,COMPLETE
88,-0.01131744449881782,2026-03-12 02:57:01.715655,2026-03-12 03:02:40.106556,0 days 00:05:38.390901,32,0.7000000000000001,0.007981041596890129,20,meta_err_sector_sentiment,64,64,1,0.6223685000748823,0.2,3.368179427158473e-06,0.4,10,50,BiLSTM,2,5,0.0006329892756824657,COMPLETE
57,-0.011317493136494758,2026-03-12 01:15:19.488511,2026-03-12 01:17:44.832849,0 days 00:02:25.344338,128,0.6000000000000001,0.003640497330977421,15,meta_err_sector_sentiment,64,64,1,0.16793786187836712,0.2,2.02625686909398e-06,0.4,10,50,LSTM,2,15,6.300649701172955e-06,COMPLETE
46,-0.01131769153298003,2026-03-12 00:42:16.428822,2026-03-12 00:45:20.610672,0 days 00:03:04.181850,64,0.5,0.00811546945177487,15,meta_err_sector_unified_emotion,64,128,1,0.7277478711262674,0.4,2.5775511333752883e-06,0.4,5,20,LSTM,2,15,6.135764711854486e-07,COMPLETE
28,-0.01131819660553311,2026-03-11 23:17:09.250811,2026-03-11 23:24:17.991455,0 days 00:07:08.740644,32,0.6000000000000001,0.0069077917910724315,20,meta_err_sector_sentiment,64,128,1,0.5284843615439963,0.1,2.8511357401817933e-06,0.4,10,20,BiLSTM,2,15,0.0006694234973782105,COMPLETE
20,-0.011319780126347129,2026-03-11 22:26:03.896853,2026-03-11 22:33:26.412461,0 days 00:07:22.515608,32,0.5,0.00851251394419423,20,meta_sector_all_nlp,64,64,1,0.2750816711723503,0.4,4.72753852789148e-06,0.8,10,50,BiLSTM,2,15,0.00020602375439069282,COMPLETE
98,-0.01132013244492494,2026-03-12 03:30:22.661976,2026-03-12 03:32:36.426216,0 days 00:02:13.764240,128,0.2,0.005773713536791424,15,meta_err_sector_sentiment,64,128,1,0.3365275350261931,0.2,4.182441582486821e-06,0.8,7,50,LSTM,2,10,3.145616769434314e-07,COMPLETE
47,-0.011320349689175967,2026-03-12 00:45:20.611530,2026-03-12 00:48:16.571582,0 days 00:02:55.960052,64,0.7000000000000001,0.009798039006423042,15,meta_err_sector,64,128,1,0.20590553229183206,0.4,2.204136295000891e-06,0.8,10,50,BiLSTM,1,10,2.6457974132948056e-06,COMPLETE
65,-0.011322263420961274,2026-03-12 01:42:30.899162,2026-03-12 01:45:52.948953,0 days 00:03:22.049791,64,0.6000000000000001,0.00826432466160848,15,meta_err_sector_sentiment,128,128,1,0.32257328833668275,0.4,1.9548466556224263e-06,0.8,7,50,LSTM,2,5,0.0001691162766895998,COMPLETE
22,-0.011322745012428847,2026-03-11 22:39:12.059542,2026-03-11 22:45:00.049170,0 days 00:05:47.989628,32,0.6000000000000001,0.008898941238681873,15,meta_err_sector_unified_emotion,64,64,1,0.2964702175402217,0.4,1.3644473348928032e-06,0.8,10,50,BiLSTM,2,10,3.859952838414639e-06,COMPLETE
33,-0.011323418906407447,2026-03-11 23:52:48.952221,2026-03-11 23:55:41.785490,0 days 00:02:52.833269,128,0.5,0.008516505839322331,15,meta_sector_unified_emotion,64,64,1,0.1593813789246671,0.4,1.7950617180742545e-06,0.8,7,50,BiLSTM,2,10,3.74812926073949e-07,COMPLETE
24,-0.01132361023137232,2026-03-11 22:49:32.230369,2026-03-11 22:56:17.915378,0 days 00:06:45.685009,32,0.5,0.008093532190777825,20,meta_sector_all_nlp,64,32,1,0.5072126049920265,0.2,3.172504690263293e-06,0.8,10,20,BiLSTM,2,15,0.00013939021845746184,COMPLETE
94,-0.011323811352961,2026-03-12 03:19:55.916504,2026-03-12 03:22:10.979864,0 days 00:02:15.063360,64,0.1,0.004570575869519276,10,meta_err_sector_sentiment,64,128,1,0.6047744242645285,0.2,2.930949106196005e-06,0.4,7,20,LSTM,2,10,8.093061340226362e-06,COMPLETE
79,-0.011324842395646482,2026-03-12 02:26:15.950317,2026-03-12 02:29:05.183219,0 days 00:02:49.232902,128,0.5,0.006980295999754671,20,meta_sector_emotion,64,128,1,0.6697107659678458,0.2,3.1782633887942474e-06,0.4,7,50,LSTM,2,15,2.471887442053453e-06,COMPLETE
44,-0.011324870575719586,2026-03-12 00:32:43.724584,2026-03-12 00:37:29.602857,0 days 00:04:45.878273,64,0.7000000000000001,0.00856265254128078,20,meta_err_sector_sentiment,64,32,1,0.5531337934234875,0.1,1.6954624944181512e-06,0.4,10,30,BiLSTM,2,10,6.597068350560259e-05,COMPLETE
42,-0.011326290175090506,2026-03-12 00:25:18.093904,2026-03-12 00:28:44.783086,0 days 00:03:26.689182,64,0.7000000000000001,0.008916868418326207,15,meta_err_sector_finbert,64,128,1,0.4371783726304691,0.4,1.2430596781192225e-06,0.4,10,50,LSTM,2,10,4.1333513941505536e-05,COMPLETE
21,-0.011328809812195155,2026-03-11 22:33:26.413742,2026-03-11 22:39:12.058330,0 days 00:05:45.644588,32,0.5,0.009009353675304123,15,meta_sector_emotion,128,64,1,0.3413808446596126,0.4,1.5290726881368165e-06,0.8,10,50,BiLSTM,2,15,0.00010773731054563387,COMPLETE
53,-0.01132935204151791,2026-03-12 01:02:58.196708,2026-03-12 01:05:40.224292,0 days 00:02:42.027584,128,0.8,0.007389307458836522,15,meta_err_sector_unified_emotion,64,128,1,0.6918082797283733,0.4,9.52136305091736e-06,0.4,5,20,BiLSTM,2,15,2.7473975152756455e-07,COMPLETE
95,-0.011329958887442999,2026-03-12 03:22:10.980610,2026-03-12 03:24:49.751795,0 days 00:02:38.771185,64,0.7000000000000001,0.008552854834176019,15,meta_sector_all_nlp,64,32,1,0.38420518133259957,0.30000000000000004,1.984031322729709e-05,0.4,10,50,LSTM,2,10,9.845201301186636e-07,COMPLETE
85,-0.011331339836945458,2026-03-12 02:45:04.543873,2026-03-12 02:49:01.134338,0 days 00:03:56.590465,32,0.5,0.008043488499885188,15,meta_sector,64,32,1,0.16066007106980992,0.4,1.3269290612534586e-05,0.8,5,50,LSTM,2,10,9.517022209153162e-07,COMPLETE
18,-0.011331492990169929,2026-03-11 22:18:41.917693,2026-03-11 22:22:42.050962,0 days 00:04:00.133269,128,0.2,0.00573569589005964,20,meta_err_sector_emotion,128,64,1,1.2139485941711068,0.4,7.873421067598426e-06,0.8,10,50,BiLSTM,2,15,0.0002570379867426588,COMPLETE
49,-0.01133219268038186,2026-03-12 00:51:27.149653,2026-03-12 00:54:02.630349,0 days 00:02:35.480696,64,0.6000000000000001,0.008904579960633997,10,meta_err_sector_unified_emotion,64,128,1,0.9883548404174323,0.4,6.102318391305162e-06,0.8,5,20,LSTM,2,10,3.267248371179482e-07,COMPLETE
80,-0.011334274789914892,2026-03-12 02:29:05.184278,2026-03-12 02:31:54.441280,0 days 00:02:49.257002,128,0.30000000000000004,0.008849342354648033,20,meta_sector,64,32,1,0.10388758395174942,0.30000000000000004,8.623327207692719e-06,0.4,7,50,BiGRU,2,15,1.7187240689588595e-07,COMPLETE
41,-0.011334914633007214,2026-03-12 00:21:50.695362,2026-03-12 00:25:18.092888,0 days 00:03:27.397526,64,0.6000000000000001,0.007086311265039425,15,meta_err_sector_sentiment,64,128,1,0.5492266749084502,0.4,1.022249417151431e-05,0.8,10,50,LSTM,2,5,1.0478727058966108e-06,COMPLETE
60,-0.011335127697732908,2026-03-12 01:25:19.157369,2026-03-12 01:28:05.596654,0 days 00:02:46.439285,128,0.6000000000000001,0.0040864468058323415,15,meta_sector_unified_emotion,64,64,1,0.5536604338090805,0.2,5.665360964879826e-06,0.8,10,50,LSTM,2,15,4.670366495142439e-07,COMPLETE
68,-0.011338927443758957,2026-03-12 01:51:19.926702,2026-03-12 01:53:56.828789,0 days 00:02:36.902087,128,0.30000000000000004,0.001489545724667449,20,meta_sector_unified_emotion,64,128,1,0.5027906885674268,0.1,2.3149287635964415e-05,0.4,7,20,LSTM,2,5,2.978181777560048e-07,COMPLETE
35,-0.011340504315465584,2026-03-12 00:02:35.571283,2026-03-12 00:05:23.810373,0 days 00:02:48.239090,128,0.7000000000000001,0.009865637126896143,20,meta_err_sector_sentiment,64,128,1,0.4342027069231948,0.2,7.2017525071525684e-06,0.8,10,50,BiLSTM,1,10,0.0002249112878387248,COMPLETE
84,-0.011342940732829175,2026-03-12 02:42:45.196684,2026-03-12 02:45:04.542795,0 days 00:02:19.346111,128,0.4,0.008215968281956433,15,meta_sector_unified_emotion,64,128,1,0.4746136401136938,0.30000000000000004,3.2502641696176314e-06,0.4,5,50,LSTM,2,5,4.958936049467427e-07,COMPLETE
61,-0.011343296701262662,2026-03-12 01:28:05.598235,2026-03-12 01:31:24.444961,0 days 00:03:18.846726,128,0.4,0.0019563260023924217,15,meta_err_sector_sentiment,64,128,1,0.8081886690348645,0.1,1.3919627901563196e-06,0.4,7,50,BiLSTM,2,10,0.00014985823517924622,COMPLETE
50,-0.011344304553364373,2026-03-12 00:54:02.631274,2026-03-12 00:57:10.319773,0 days 00:03:07.688499,64,0.7000000000000001,0.009001372400146385,15,meta_err_sector_sentiment,64,64,1,0.26918804397138474,0.30000000000000004,2.8559558949499955e-06,0.4,10,20,LSTM,2,15,2.525537902956207e-07,COMPLETE
75,-0.011345621391527057,2026-03-12 02:12:45.518905,2026-03-12 02:15:16.130364,0 days 00:02:30.611459,128,0.1,0.004326599478159733,20,meta_err_sector_stance,64,128,1,0.43829355892447536,0.4,2.0029508210105744e-05,0.4,7,20,GRU,2,15,3.1929122498789905e-06,COMPLETE
26,-0.011346573712194073,2026-03-11 23:03:44.472131,2026-03-11 23:10:49.093877,0 days 00:07:04.621746,32,0.6000000000000001,0.006747874919217448,20,meta_sector_all_nlp,64,64,1,0.1331395766720181,0.30000000000000004,7.326064057586004e-06,0.8,7,50,BiLSTM,2,15,8.65080925555409e-05,COMPLETE
59,-0.011349080823691717,2026-03-12 01:20:21.926557,2026-03-12 01:25:19.156159,0 days 00:04:57.229602,32,0.4,0.004034831928371809,15,meta_sector_emotion,64,64,1,0.12697461222034911,0.30000000000000004,1.9948922556161774e-05,0.4,10,50,LSTM,2,15,8.307895543143569e-06,COMPLETE
34,-0.01135014879555448,2026-03-11 23:55:41.786871,2026-03-12 00:02:35.570090,0 days 00:06:53.783219,32,0.7000000000000001,0.0037475312085674525,20,meta_err_sector_sentiment,64,64,1,0.4179672456454985,0.0,7.645492823178266e-06,0.4,10,20,BiLSTM,2,15,0.00026757079833877883,COMPLETE
71,-0.01135023767535344,2026-03-12 01:58:48.692634,2026-03-12 02:01:55.790742,0 days 00:03:07.098108,64,0.8,0.009545518020204695,15,meta_err_sector_sentiment,64,128,1,0.10316956881853258,0.30000000000000004,2.6098246556839526e-06,0.4,10,50,BiGRU,2,10,3.8208339622664206e-07,COMPLETE
58,-0.011350300507395569,2026-03-12 01:17:44.834011,2026-03-12 01:20:21.925284,0 days 00:02:37.091273,128,0.30000000000000004,0.007784810928709803,15,meta_err_sector_sentiment,64,128,1,0.314060086460224,0.1,2.6251822319486615e-06,0.4,10,50,LSTM,2,20,9.2247939923295e-06,COMPLETE
17,-0.011350706110926418,2026-03-11 22:10:59.174727,2026-03-11 22:18:41.916460,0 days 00:07:42.741733,32,0.4,0.006493362489405377,20,meta_err_sector,128,64,1,0.5529584793228365,0.4,3.8026550698876837e-06,0.8,10,50,BiLSTM,2,20,0.00030188222167214105,COMPLETE
48,-0.011350709682185094,2026-03-12 00:48:16.572729,2026-03-12 00:51:27.148804,0 days 00:03:10.576075,64,0.30000000000000004,0.009536590516137786,15,meta_sector,128,128,1,0.8112503350565416,0.4,3.7265265256405752e-06,0.4,5,20,LSTM,2,20,1.1662523228839788e-06,COMPLETE
