number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
61,0.47967107930624203,2026-02-28 18:17:33.242655,2026-02-28 18:21:55.861142,0 days 00:04:22.618487,32,0.1,0.006542796948871386,20,base,256,64,5,1.1492777477389866,0.4,0.009920377795733326,0.4,5,20,LSTM,1,15,0.000373834619418548,0.7249589490968802,0.6885119571633499,0.47967107930624203,0.7284897735748534,0.7503798043886664,COMPLETE,0.6885119571633499,0.47967107930624203,0.7284897735748534,0.7503798043886664,0.7249589490968802
65,0.46880215474980264,2026-02-28 18:34:14.456278,2026-02-28 18:38:41.158832,0 days 00:04:26.702554,32,0.2,0.0010516057651621504,20,base,256,128,5,0.7972280127472817,0.0,0.004447399802888533,0.4,5,20,LSTM,1,20,2.6525362388805963e-05,0.722495894909688,0.6857879099205891,0.46880215474980264,0.7317962691992602,0.7427318849672535,COMPLETE,0.6857879099205891,0.46880215474980264,0.7317962691992602,0.7427318849672535,0.722495894909688
35,0.46827772557385955,2026-02-28 16:26:19.391306,2026-02-28 16:35:38.289521,0 days 00:09:18.898215,32,0.0,0.003146495025525657,20,base,256,128,5,0.7996677707929518,0.30000000000000004,0.0013153339840272019,0.8,10,50,LSTM,1,20,3.6259068714501204e-05,0.7230432402846196,0.6773902681117738,0.46827772557385955,0.7355972238244115,0.7308554656724341,COMPLETE,0.6773902681117738,0.46827772557385955,0.7355972238244115,0.7308554656724341,0.7230432402846196
58,0.4647915746498635,2026-02-28 18:04:19.751702,2026-02-28 18:08:41.239710,0 days 00:04:21.488008,32,0.0,0.0019060190329653949,20,base,256,128,5,0.7360976216371322,0.30000000000000004,0.0035895521450736764,0.4,5,20,LSTM,1,15,0.00035105214945143736,0.7137383689107828,0.6685188515655421,0.4647915746498635,0.7528379285334326,0.7126831509159577,COMPLETE,0.6685188515655421,0.4647915746498635,0.7528379285334326,0.7126831509159577,0.7137383689107828
59,0.4638096330001874,2026-02-28 18:08:41.240558,2026-02-28 18:13:05.908631,0 days 00:04:24.668073,32,0.0,0.0003913430574888396,20,base,256,128,5,0.6835589888768663,0.2,0.004479562011373704,0.4,5,20,LSTM,1,20,0.00029187614242662436,0.7175697865353037,0.6644321016274847,0.4638096330001874,0.7460478366444124,0.7028072999885584,COMPLETE,0.6644321016274847,0.4638096330001874,0.7460478366444124,0.7028072999885584,0.7175697865353037
89,0.4636724742956883,2026-02-28 20:27:14.787513,2026-02-28 20:31:05.418312,0 days 00:03:50.630799,32,0.2,0.004731618471334468,10,base,256,64,5,1.159482974278568,0.30000000000000004,0.0023158070480382826,0.8,5,50,LSTM,1,20,0.00012265354207863265,0.7115489874110564,0.6722026236210593,0.4636724742956883,0.7339354332464947,0.7297694694386051,COMPLETE,0.6722026236210593,0.4636724742956883,0.7339354332464947,0.7297694694386051,0.7115489874110564
62,0.46177150865245264,2026-02-28 18:21:55.861830,2026-02-28 18:26:24.521496,0 days 00:04:28.659666,32,0.2,0.0003188370467697933,20,base,256,64,5,1.0124109448446055,0.4,0.0019473911596527402,0.4,5,20,LSTM,1,20,0.000534100819715375,0.7197591680350302,0.6743130475995425,0.46177150865245264,0.7360382393997653,0.7259879206796648,COMPLETE,0.6743130475995425,0.46177150865245264,0.7360382393997653,0.7259879206796648,0.7197591680350302
29,0.46162218594523907,2026-02-28 15:58:00.651421,2026-02-28 16:02:16.617837,0 days 00:04:15.966416,32,0.0,0.0043554720516673605,20,base,256,128,5,0.46536238189594664,0.2,0.001259335872092867,0.8,5,20,LSTM,1,15,0.00020057383325741785,0.7142857142857143,0.6535321809651142,0.46162218594523907,0.757661120892086,0.6919561868344484,COMPLETE,0.6535321809651142,0.46162218594523907,0.757661120892086,0.6919561868344484,0.7142857142857143
88,0.46006706258279473,2026-02-28 20:23:38.728160,2026-02-28 20:27:14.786773,0 days 00:03:36.058613,32,0.1,0.004891487854557173,10,base,256,64,5,1.4516060682602998,0.4,0.0020466301305567085,0.4,5,20,LSTM,1,15,3.092583356842221e-05,0.7118226600985221,0.679754266889443,0.46006706258279473,0.726806466373331,0.7420939589962082,COMPLETE,0.679754266889443,0.46006706258279473,0.726806466373331,0.7420939589962082,0.7118226600985221
36,0.45989708356354814,2026-02-28 16:35:38.290344,2026-02-28 16:39:01.399841,0 days 00:03:23.109497,32,0.2,0.006968692144483551,10,base,256,32,5,0.7829709633226662,0.2,0.009970263474594749,0.8,10,20,LSTM,1,20,2.9610886856258352e-05,0.7151067323481116,0.6655253711661091,0.45989708356354814,0.7413100683777571,0.7042783920732284,COMPLETE,0.6655253711661091,0.45989708356354814,0.7413100683777571,0.7042783920732284,0.7151067323481116
