number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
92,0.321054056326685,2026-02-21 02:40:12.351013,2026-02-21 02:46:39.650715,0 days 00:06:27.299702,16,0.8,0.004435968837458361,20,base,256,128,1,0.39899637508025143,0.30000000000000004,0.007838166854147732,0.8,7,50,BiGRU,1,24,8.171373527909506e-07,0.6350124199451224,0.5375591933085148,0.321054056326685,0.7396021353844455,0.5568685900604833,COMPLETE,0.5375591933085148,0.321054056326685,0.7396021353844455,0.5568685900604833,0.6350124199451224
85,0.31105640960025405,2026-02-21 02:00:32.988549,2026-02-21 02:06:23.860193,0 days 00:05:50.871644,16,0.8,0.0023992028039888287,20,base,256,128,1,0.41459911066873995,0.30000000000000004,0.009764289310381178,0.8,7,50,BiGRU,1,24,1.8766979293014874e-06,0.6248363483174609,0.6014975335869931,0.31105640960025405,0.6738635741790979,0.7013749813380752,COMPLETE,0.6014975335869931,0.31105640960025405,0.6738635741790979,0.7013749813380752,0.6248363483174609
125,0.3044030754659431,2026-02-21 05:24:10.950315,2026-02-21 05:29:42.236011,0 days 00:05:31.285696,16,0.8,0.0025883593201375264,20,base,256,128,1,0.32210388992850875,0.30000000000000004,0.005090218515027699,0.8,7,30,BiGRU,1,24,1.223368971150883e-05,0.630493774455802,0.5617050647126004,0.3044030754659431,0.6979764921877957,0.6019200568032751,COMPLETE,0.5617050647126004,0.3044030754659431,0.6979764921877957,0.6019200568032751,0.630493774455802
91,0.29984480480391834,2026-02-21 02:33:59.767564,2026-02-21 02:40:12.350297,0 days 00:06:12.582733,16,0.8,0.0038873189571265398,20,base,256,128,1,0.4120161564097323,0.30000000000000004,0.00788540894717188,0.8,7,50,BiGRU,1,24,5.430516238946166e-07,0.6369235807725798,0.5533664620484559,0.29984480480391834,0.7285778823991884,0.6077916297729676,COMPLETE,0.5533664620484559,0.29984480480391834,0.7285778823991884,0.6077916297729676,0.6369235807725798
80,0.29660453579748397,2026-02-21 01:32:19.126588,2026-02-21 01:38:06.546681,0 days 00:05:47.420093,16,0.7000000000000001,0.0038314174577603628,20,base,256,128,1,0.6571871575422529,0.2,0.008576534425439474,0.8,7,50,BiGRU,1,24,1.1503268051824669e-07,0.6260399011567931,0.5761537883318247,0.29660453579748397,0.6854682699948095,0.6349694348195488,COMPLETE,0.5761537883318247,0.29660453579748397,0.6854682699948095,0.6349694348195488,0.6260399011567931
83,0.2965920373528136,2026-02-21 01:49:05.850684,2026-02-21 01:55:01.399781,0 days 00:05:55.549097,16,0.8,0.0020696031169506997,20,base,256,128,1,0.4062830438210399,0.30000000000000004,0.008371833789309164,0.8,7,50,BiGRU,1,24,6.210506169281044e-07,0.6222296381917155,0.5708305092159173,0.2965920373528136,0.6879925349915288,0.6254577374716866,COMPLETE,0.5708305092159173,0.2965920373528136,0.6879925349915288,0.6254577374716866,0.6222296381917155
131,0.2964604956271743,2026-02-21 05:54:56.838930,2026-02-21 06:01:12.720355,0 days 00:06:15.881425,16,0.8,0.00202490007061602,20,base,256,128,1,0.3243032748435498,0.30000000000000004,0.005904541393314722,0.8,7,50,BiGRU,1,24,0.0007589970381277544,0.6194191164721965,0.5087392275535733,0.2964604956271743,0.7408778083965798,0.5248174377045318,COMPLETE,0.5087392275535733,0.2964604956271743,0.7408778083965798,0.5248174377045318,0.6194191164721965
86,0.2954641661494675,2026-02-21 02:06:23.860879,2026-02-21 02:12:26.983898,0 days 00:06:03.123019,16,0.8,0.002537530736709893,20,base,256,128,1,0.6433772080141678,0.30000000000000004,0.009250741698056038,0.8,7,50,BiGRU,1,24,1.7865492039100817e-06,0.628542862525547,0.49394602457608516,0.2954641661494675,0.7590540285422297,0.485676172921002,COMPLETE,0.49394602457608516,0.2954641661494675,0.7590540285422297,0.485676172921002,0.628542862525547
75,0.29496887008042355,2026-02-21 01:10:06.545360,2026-02-21 01:15:13.635621,0 days 00:05:07.090261,16,0.7000000000000001,0.002209868883112663,20,sector_sentiment,256,128,1,0.2690451152055017,0.30000000000000004,0.008161268286765444,0.4,7,50,BiGRU,1,24,6.430506867874789e-07,0.614950393123896,0.5483549438429822,0.29496887008042355,0.69788527301741,0.5987774905209439,COMPLETE,0.5483549438429822,0.29496887008042355,0.69788527301741,0.5987774905209439,0.614950393123896
133,0.294891124636472,2026-02-21 06:07:21.869779,2026-02-21 06:16:32.993498,0 days 00:09:11.123719,16,0.8,0.0026125606624743504,20,base,256,128,1,0.4125938637063414,0.30000000000000004,0.009891399245104238,0.8,7,50,BiGRU,1,24,5.47461161368569e-07,0.6135764852100637,0.5349870926047636,0.294891124636472,0.7154777715621199,0.5953374533977728,COMPLETE,0.5349870926047636,0.294891124636472,0.7154777715621199,0.5953374533977728,0.6135764852100637
106,0.29462562377413576,2026-02-21 03:53:35.818207,2026-02-21 03:58:58.479867,0 days 00:05:22.661660,16,0.8,0.004356262044637249,20,sector_unified_emotion,256,128,1,0.5711646436319452,0.30000000000000004,0.006543733347769511,0.8,7,50,BiLSTM,1,18,1.2761365612207318e-06,0.6251635913555025,0.5217882851995321,0.29462562377413576,0.7337151552115709,0.5646251267583143,COMPLETE,0.5217882851995321,0.29462562377413576,0.7337151552115709,0.5646251267583143,0.6251635913555025
102,0.2943559081107041,2026-02-21 03:30:48.752671,2026-02-21 03:36:28.712308,0 days 00:05:39.959637,16,0.8,0.0037473755603314824,20,base,256,128,1,0.5101792974772814,0.30000000000000004,0.006116073639070148,0.8,7,50,BiGRU,1,24,9.606534662092908e-07,0.6203214502642257,0.5542410037564983,0.2943559081107041,0.691844885658791,0.6016347095853747,COMPLETE,0.5542410037564983,0.2943559081107041,0.691844885658791,0.6016347095853747,0.6203214502642257
62,0.29372938082452243,2026-02-21 00:16:04.476114,2026-02-21 00:18:56.853387,0 days 00:02:52.377273,16,0.7000000000000001,0.0016178492686829884,10,sector,256,32,1,0.5383789154144878,0.30000000000000004,0.002690081906819133,0.4,5,20,BiGRU,1,24,7.878472661913253e-07,0.6208222896945396,0.5703956890756045,0.29372938082452243,0.6668972985460822,0.650241171114908,COMPLETE,0.5703956890756045,0.29372938082452243,0.6668972985460822,0.650241171114908,0.6208222896945396
47,0.2934211359568357,2026-02-20 23:52:59.585728,2026-02-20 23:54:26.475404,0 days 00:01:26.889676,64,0.8,0.002931850915144129,10,sector_unified_emotion,256,128,1,0.45812170126503804,0.1,0.007116201562194747,0.4,5,20,BiGRU,1,18,0.0006217717251766725,0.616221947221456,0.5474987771194992,0.2934211359568357,0.6977789791625588,0.6056199835690654,COMPLETE,0.5474987771194992,0.2934211359568357,0.6977789791625588,0.6056199835690654,0.616221947221456
116,0.2928215000841741,2026-02-21 04:41:43.859377,2026-02-21 04:47:23.306388,0 days 00:05:39.447011,16,0.8,0.0013502171841988458,20,sector_unified_emotion,256,128,1,0.3384619839805876,0.30000000000000004,0.008644729516202978,0.8,7,50,BiGRU,1,24,1.7401381966557487e-06,0.615979703740026,0.5819613990214973,0.2928215000841741,0.6795915182430149,0.6744582844078928,COMPLETE,0.5819613990214973,0.2928215000841741,0.6795915182430149,0.6744582844078928,0.615979703740026
