company,sector,model_type,problem_type,sequence_length,epoch,train_loss,val_loss,train_samples,val_samples,test_samples
AAPL,Consumer Goods,BiGRU,classification,12,1,0.7019052429076953,0.701326752320314,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,2,0.6661169208013095,0.7238582861729157,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,3,0.6631110188288566,0.7480068176220624,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,4,0.6462076703707377,0.7799731936210241,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,5,0.6490822205176721,0.7845554198974218,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,6,0.6260417791513296,0.8867285114068252,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,7,0.6452315999911382,1.1089066297580035,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,8,0.6233401818153186,1.2694879953677838,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,9,0.619879913635743,1.2287760575612385,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,10,0.6035274358896109,1.2731353808672001,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,11,0.6075232273493057,1.3413492166079009,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,12,0.6030470652457995,1.350289760491787,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,13,0.5972554515569638,1.3940947239215558,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,14,0.6057652036348978,1.4332941678854136,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,15,0.5928575427104266,1.5022928103422508,312,78,78
AAPL,Consumer Goods,BiGRU,classification,12,16,0.5994498500457177,1.5972256293663611,312,78,78
ABBV,Healthcare,BiGRU,classification,12,1,0.6950578427819348,0.6848954571054336,189,47,47
ABBV,Healthcare,BiGRU,classification,12,2,0.6617272575065573,0.6847392295269256,189,47,47
ABBV,Healthcare,BiGRU,classification,12,3,0.6518377280109143,0.683126004452401,189,47,47
ABBV,Healthcare,BiGRU,classification,12,4,0.6580170459217496,0.6814592924523861,189,47,47
ABBV,Healthcare,BiGRU,classification,12,5,0.6434190292207022,0.6823709505669614,189,47,47
ABBV,Healthcare,BiGRU,classification,12,6,0.6433295885091106,0.6843986561957826,189,47,47
ABBV,Healthcare,BiGRU,classification,12,7,0.6297368631161079,0.6885501932590565,189,47,47
ABBV,Healthcare,BiGRU,classification,12,8,0.6258089173407781,0.7004507995666341,189,47,47
ABBV,Healthcare,BiGRU,classification,12,9,0.608626023802177,0.7134151129012413,189,47,47
ABBV,Healthcare,BiGRU,classification,12,10,0.5878842596023802,0.7283858174973346,189,47,47
ABBV,Healthcare,BiGRU,classification,12,11,0.592266977779449,0.7553395540156262,189,47,47
ABBV,Healthcare,BiGRU,classification,12,12,0.5918767039107267,0.7430163900902931,189,47,47
ABBV,Healthcare,BiGRU,classification,12,13,0.5819852809426646,0.7235069503175452,189,47,47
ABBV,Healthcare,BiGRU,classification,12,14,0.5734628580865406,0.7117244867568321,189,47,47
ABBV,Healthcare,BiGRU,classification,12,15,0.568390098198381,0.7219370984016581,189,47,47
ABBV,Healthcare,BiGRU,classification,12,16,0.5792886611645814,0.7365629368640007,189,47,47
