company,sector,model_type,problem_type,sequence_length,epoch,train_loss,val_loss,train_samples,val_samples,test_samples
CMCSA,Services,LSTM,classification,12,9,0.5899328232485023,0.9615218747745861,177,44,44
CMCSA,Services,LSTM,classification,12,10,0.5645241131216793,1.0602525039152666,177,44,44
CMCSA,Services,LSTM,classification,12,11,0.5718250970045725,1.1729554804888638,177,44,44
CMCSA,Services,LSTM,classification,12,12,0.5600065886974335,1.2731857299804688,177,44,44
CMCSA,Services,LSTM,classification,12,13,0.5634204403492017,1.375043056227944,177,44,44
CMCSA,Services,LSTM,classification,12,14,0.5871193797911628,1.4548907496712424,177,44,44
CMCSA,Services,LSTM,classification,12,15,0.5536752053573306,1.5554435686631636,177,44,44
CMCSA,Services,LSTM,classification,12,16,0.5482010103888431,1.635684771971269,177,44,44
CSCO,Technology,LSTM,classification,12,1,0.705419788437505,0.6738403708704056,248,62,62
CSCO,Technology,LSTM,classification,12,2,0.6707463495192989,0.6692452161542831,248,62,62
CSCO,Technology,LSTM,classification,12,3,0.6645794741569027,0.6615629561485783,248,62,62
CSCO,Technology,LSTM,classification,12,4,0.6633495419256149,0.6535824537277222,248,62,62
CSCO,Technology,LSTM,classification,12,5,0.6422114814481428,0.6436241634430424,248,62,62
CSCO,Technology,LSTM,classification,12,6,0.6642147091127211,0.6337108054468709,248,62,62
CSCO,Technology,LSTM,classification,12,7,0.6420561575120495,0.6342277276900506,248,62,62
CSCO,Technology,LSTM,classification,12,8,0.6229061465109548,0.643560936374049,248,62,62
CSCO,Technology,LSTM,classification,12,9,0.6182950600501029,0.6775206115938002,248,62,62
CSCO,Technology,LSTM,classification,12,10,0.6221560528201442,0.7177123927300976,248,62,62
CSCO,Technology,LSTM,classification,12,11,0.6120846559924464,0.7502536523726678,248,62,62
CSCO,Technology,LSTM,classification,12,12,0.6178913866319964,0.7528753953595315,248,62,62
CSCO,Technology,LSTM,classification,12,13,0.6048940381696147,0.7722757593277962,248,62,62
CSCO,Technology,LSTM,classification,12,14,0.606029950803326,0.8137680099856469,248,62,62
CSCO,Technology,LSTM,classification,12,15,0.5906135670600399,0.8121371596090255,248,62,62
CSCO,Technology,LSTM,classification,12,16,0.5890186313659914,0.7913913476851678,248,62,62
CSCO,Technology,LSTM,classification,12,17,0.5959898887142059,0.785386279706032,248,62,62
CSCO,Technology,LSTM,classification,12,18,0.5931426959653054,0.789290432007082,248,62,62
CSCO,Technology,LSTM,classification,12,19,0.5791790716109737,0.8072403534766166,248,62,62
CSCO,Technology,LSTM,classification,12,20,0.5881254230776141,0.793617763826924,248,62,62
CSCO,Technology,LSTM,classification,12,21,0.5798584703476198,0.7906558648232491,248,62,62
CVX,Basic Matierials,LSTM,classification,12,1,0.7054533318237022,0.6981090263084129,216,54,53
CVX,Basic Matierials,LSTM,classification,12,2,0.6724720508963974,0.6993626908019737,216,54,53
CVX,Basic Matierials,LSTM,classification,12,3,0.6534671871750443,0.7035590498535721,216,54,53
CVX,Basic Matierials,LSTM,classification,12,4,0.642653727972949,0.7127984055766353,216,54,53
CVX,Basic Matierials,LSTM,classification,12,5,0.6481651862462362,0.7273776045552006,216,54,53
CVX,Basic Matierials,LSTM,classification,12,6,0.6400250969109712,0.7605399114114267,216,54,53
CVX,Basic Matierials,LSTM,classification,12,7,0.6214218227951614,0.813923473711367,216,54,53
CVX,Basic Matierials,LSTM,classification,12,8,0.6253286158597028,0.9191753842212536,216,54,53
CVX,Basic Matierials,LSTM,classification,12,9,0.6033324378508108,1.0214965696688052,216,54,53
CVX,Basic Matierials,LSTM,classification,12,10,0.6021385082492122,1.0414763931874875,216,54,53
CVX,Basic Matierials,LSTM,classification,12,11,0.6046255275055215,1.0096224612659879,216,54,53
CVX,Basic Matierials,LSTM,classification,12,12,0.5911023109047501,0.9962047029424597,216,54,53
CVX,Basic Matierials,LSTM,classification,12,13,0.567849353507713,0.9751379644429242,216,54,53
CVX,Basic Matierials,LSTM,classification,12,14,0.5754481576107167,0.9633809063169692,216,54,53
CVX,Basic Matierials,LSTM,classification,12,15,0.5806263067104198,0.9384485990912826,216,54,53
CVX,Basic Matierials,LSTM,classification,12,16,0.5717386824113352,0.9218613196302343,216,54,53
D,Utilities,LSTM,classification,12,1,0.7035760998725891,0.702375868676414,285,71,71
D,Utilities,LSTM,classification,12,2,0.6593012096589072,0.6948009141733948,285,71,71
D,Utilities,LSTM,classification,12,3,0.6475399761869196,0.6854097163173515,285,71,71
D,Utilities,LSTM,classification,12,4,0.6338470996471873,0.6778357708957833,285,71,71
D,Utilities,LSTM,classification,12,5,0.6173005191903366,0.6738548925225164,285,71,71
D,Utilities,LSTM,classification,12,6,0.617959851967661,0.6982488900842801,285,71,71
D,Utilities,LSTM,classification,12,7,0.612253999500944,0.7468181588280369,285,71,71
D,Utilities,LSTM,classification,12,8,0.6162691457229749,0.7830878647280411,285,71,71
D,Utilities,LSTM,classification,12,9,0.6061920757879291,0.8687662431891535,285,71,71
D,Utilities,LSTM,classification,12,10,0.602023814853869,0.8667081384591653,285,71,71
D,Utilities,LSTM,classification,12,11,0.5988545685483698,0.885812822362067,285,71,71
D,Utilities,LSTM,classification,12,12,0.5824062435250533,1.0024362634605086,285,71,71
