company,sector,model_type,problem_type,horizon_steps,mse,mae,r2,mcc,f1,precision,recall,directional_accuracy,val_directional_accuracy,val_mcc,val_f1,val_precision,val_recall,n_samples,train_samples,val_samples,test_samples,epochs_trained,best_threshold,best_threshold_metric,isotonic_used
AAPL,Consumer Goods,BiLSTM,classification,1,,,,0.1341246360271594,0.5483870967741935,0.5,0.6071428571428571,0.5625,0.5714285714285714,0.2773500981126146,0.7,0.5384615384615384,1.0,1203,398,42,64,21,0.05,0.2773500981126146,True
ABB,Industrial Goods,BiLSTM,classification,1,,,,-0.031199984310868976,0.6265060240963856,0.5531914893617021,0.7222222222222222,0.515625,0.5952380952380952,0.2777350394472259,0.5853658536585366,0.46153846153846156,0.8,1203,398,42,64,21,0.19,0.2777350394472259,True
ABBV,Healthcare,BiLSTM,classification,1,,,,0.30903173899329384,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.625,0.6190476190476191,0.30515145240827973,0.2727272727272727,1.0,0.15789473684210525,1122,398,42,64,21,0.43499999999999994,0.30515145240827973,True
AEP,Utilities,BiLSTM,classification,1,,,,-0.03292486618231885,0.7272727272727273,0.5901639344262295,0.9473684210526315,0.578125,0.6190476190476191,0.30515145240827973,0.7419354838709677,0.5897435897435898,1.0,1203,398,42,64,21,0.05,0.30515145240827973,True
AGFS,Conglomerates,BiLSTM,classification,1,,,,0.0,0.5617977528089888,0.390625,1.0,0.390625,0.6666666666666666,0.41216786985544673,0.6818181818181818,0.5555555555555556,0.8823529411764706,646,120,42,64,21,0.29,0.41216786985544673,True
AMGN,Healthcare,BiLSTM,classification,1,,,,0.13937096857629283,0.1951219512195122,0.8,0.1111111111111111,0.484375,0.6904761904761905,0.3535533905932738,0.3157894736842105,1.0,0.1875,1203,398,42,64,22,0.42999999999999994,0.3535533905932738,True
AMZN,Services,BiLSTM,classification,1,,,,-0.016912483530155894,0.05405405405405406,0.5,0.02857142857142857,0.453125,0.7142857142857143,0.45226701686664544,0.625,0.8333333333333334,0.5,1203,398,42,64,21,0.33499999999999996,0.45226701686664544,True
BA,Industrial Goods,BiLSTM,classification,1,,,,0.0,0.0,0.0,0.0,0.453125,0.6904761904761905,0.3720805503204561,0.6060606060606061,0.7142857142857143,0.5263157894736842,1203,398,42,64,21,0.5049999999999999,0.3720805503204561,True
BABA,Services,BiLSTM,classification,1,,,,0.17407765595569782,0.11428571428571428,1.0,0.06060606060606061,0.515625,0.6904761904761905,0.35198210567432564,0.6060606060606061,0.5882352941176471,0.625,690,164,42,64,21,0.33499999999999996,0.35198210567432564,True
BAC,Financial,BiLSTM,classification,1,,,,0.05018131547624402,0.3333333333333333,0.4666666666666667,0.25925925925925924,0.5625,0.6190476190476191,0.25819888974716115,0.2,1.0,0.1111111111111111,1203,398,42,64,21,0.5049999999999999,0.25819888974716115,True
BBL,Basic Matierials,BiLSTM,classification,1,,,,-0.1008712554448004,0.0,0.0,0.0,0.59375,0.5,0.14890583938253493,0.08695652173913043,1.0,0.045454545454545456,1203,398,42,64,21,0.6699999999999999,0.14890583938253493,True
BCH,Financial,BiLSTM,classification,1,,,,0.17155007848855516,0.1935483870967742,0.75,0.1111111111111111,0.609375,0.6666666666666666,0.4746540241984124,0.5625,1.0,0.391304347826087,1203,398,42,64,21,0.48499999999999993,0.4746540241984124,True
BHP,Basic Matierials,BiLSTM,classification,1,,,,0.14886529895627457,0.43478260869565216,0.5555555555555556,0.35714285714285715,0.59375,0.6904761904761905,0.40406101782088427,0.6285714285714286,0.7857142857142857,0.5238095238095238,1203,398,42,64,23,0.5049999999999999,0.40406101782088427,True
BP,Basic Matierials,BiLSTM,classification,1,,,,-0.0020131159011798102,0.47619047619047616,0.40540540540540543,0.5769230769230769,0.484375,0.7380952380952381,0.4840712166528413,0.6451612903225806,0.8333333333333334,0.5263157894736842,1203,398,42,64,30,0.30499999999999994,0.4840712166528413,True
BRK-A,Financial,BiLSTM,classification,1,,,,-0.04656656301892605,0.06451612903225806,0.3333333333333333,0.03571428571428571,0.546875,0.6428571428571429,0.3411211461689767,0.4444444444444444,0.8571428571428571,0.3,1203,398,42,64,21,0.5049999999999999,0.3411211461689767,True
BSAC,Financial,BiLSTM,classification,1,,,,0.0,0.0,0.0,0.0,0.5625,0.6428571428571429,0.19908326484529887,0.11764705882352941,1.0,0.0625,1203,398,42,64,21,0.5049999999999999,0.19908326484529887,True
BUD,Consumer Goods,BiLSTM,classification,1,,,,0.13483997249264842,0.2926829268292683,0.6666666666666666,0.1875,0.546875,0.6904761904761905,0.3922322702763681,0.6486486486486487,0.5714285714285714,0.75,1203,398,42,64,21,0.20499999999999996,0.3922322702763681,True
C,Financial,BiLSTM,classification,1,,,,0.16834512458535864,0.5185185185185185,0.5,0.5384615384615384,0.59375,0.5952380952380952,0.2034988076276673,0.6222222222222222,0.56,0.7,1203,398,42,64,21,0.41999999999999993,0.2034988076276673,True
CAT,Industrial Goods,BiLSTM,classification,1,,,,0.12909944487358055,0.6111111111111112,0.55,0.6875,0.5625,0.6190476190476191,0.23596995186213474,0.5294117647058824,0.6428571428571429,0.45,1203,398,42,64,21,0.5049999999999999,0.23596995186213474,True
CELG,Healthcare,BiLSTM,classification,1,,,,0.13471563869719666,0.3829787234042553,0.6428571428571429,0.2727272727272727,0.546875,0.7142857142857143,0.4457893447634325,0.45454545454545453,1.0,0.29411764705882354,1203,398,42,64,21,0.5049999999999999,0.4457893447634325,True
CHL,Technology,BiLSTM,classification,1,,,,-0.08089183412430688,0.6304347826086957,0.47540983606557374,0.9354838709677419,0.46875,0.6904761904761905,0.4118728585153913,0.5185185185185185,0.875,0.3684210526315789,1203,398,42,64,23,0.37999999999999995,0.4118728585153913,True
