number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc,params_horizon_steps
59,0.164831255534525,2026-03-04 21:42:18.734883,2026-03-04 22:01:22.722402,0 days 00:19:03.987519,64,2,0.0,0.0081952555520591,10,sector_finbert,128,128,0.9641893050096582,0.4,0.0891752777810147,0.0093743808030536,0.4,7,30,BiLSTM,6,2,corn,20,2.2623599526979175,0.6393857268115273,15,0.7292717583041727,0.3196344975896452,31,2.353546578550753e-05,0.540948275862069,0.1318139698169324,0.164831255534525,0.2110272988505747,COMPLETE,0.1318139698169324,0.2110272988505747,0.540948275862069,0.164831255534525,5
57,0.1583371236194876,2026-03-04 20:41:56.678843,2026-03-04 21:17:13.037949,0 days 00:35:16.359106,64,4,0.1,0.0036617910731776,10,sector,128,64,1.8713262692016368,0.3,0.0852694509726654,0.0069119024666393,0.4,7,30,BiLSTM,6,2,corn,20,2.6257344422383273,0.9236035011373586,15,0.6152489492370956,0.2223481032382251,31,0.0002946707157879,0.5368175287356322,0.1231263779564644,0.1583371236194876,0.2099497126436781,COMPLETE,0.1231263779564644,0.2099497126436781,0.5368175287356322,0.1583371236194876,5
65,0.156557696248474,2026-03-05 00:10:31.984147,2026-03-05 00:29:30.796783,0 days 00:18:58.812636,64,2,0.0,0.0065343233117143,10,sector_all_nlp,128,128,1.36954409200581,0.4,0.081935178301313,0.0027663481310921,0.4,7,30,BiLSTM,6,1,corn,15,1.5318863499277122,0.7040986254775933,15,0.6037210057810881,0.3136626238608255,31,8.532068737305958e-06,0.5294540229885057,0.1290257600302976,0.156557696248474,0.210308908045977,COMPLETE,0.1290257600302976,0.210308908045977,0.5294540229885057,0.156557696248474,5
18,0.1483860463383013,2026-03-04 02:51:28.290652,2026-03-04 03:05:18.972891,0 days 00:13:50.682239,64,2,0.0,0.0073365490635314,10,sector_sentiment,128,64,1.460568464289704,0.3,0.0632207143195999,0.000349511216369,0.4,10,30,BiLSTM,6,2,corn,10,2.3152402447726064,0.8821215702005721,15,0.7266185638270573,0.3985199367001821,21,1.5690073151937978e-07,0.5414870689655172,0.1142110624369912,0.1483860463383013,0.1982758620689655,COMPLETE,0.1142110624369912,0.1982758620689655,0.5414870689655172,0.1483860463383013,5
45,0.1480422655965461,2026-03-04 14:41:41.365287,2026-03-04 15:00:51.083291,0 days 00:19:09.718004,64,2,0.1,0.0053605762555079,10,sector,128,128,1.4380093904096969,0.3,0.0751098449714555,0.0098780188327067,0.4,7,30,BiLSTM,6,2,corn,20,2.048428390032596,0.7672123747342141,15,0.6757144267215222,0.3261911683323532,31,1.546862122574352e-05,0.5427442528735632,0.136880061276296,0.1480422655965461,0.2183908045977011,COMPLETE,0.136880061276296,0.2183908045977011,0.5427442528735632,0.1480422655965461,5
53,0.1467896096700113,2026-03-04 19:30:36.973053,2026-03-04 19:49:44.637429,0 days 00:19:07.664376,64,2,0.1,0.0052731794107522,10,sector,128,128,1.5900295327741638,0.3,0.0959183577404628,0.0053161804000457,0.4,7,30,BiLSTM,6,2,corn,20,2.645519000375797,0.9726542118533408,15,0.640579663776743,0.206614008905026,31,0.0003693952258941,0.5319683908045977,0.1283580624507342,0.1467896096700113,0.2106681034482758,COMPLETE,0.1283580624507342,0.2106681034482758,0.5319683908045977,0.1467896096700113,5
98,0.1464825762570749,2026-03-05 15:41:54.090523,2026-03-05 16:06:46.161297,0 days 00:24:52.070774,64,2,0.4,0.0029396826283554,10,sector_emotion,256,128,1.80158377155795,0.0,0.0966663404166137,0.0093008634987394,0.8,10,20,BiLSTM,6,1,corn,20,2.0625274923362102,0.6296501554905876,21,0.7096991811522488,0.2002350175456314,31,3.462090741195997e-07,0.5463362068965517,0.1352860436294536,0.1464825762570749,0.2059985632183908,COMPLETE,0.1352860436294536,0.2059985632183908,0.5463362068965517,0.1464825762570749,5
50,0.1457726128966326,2026-03-04 17:44:19.450220,2026-03-04 18:01:51.904939,0 days 00:17:32.454719,64,2,0.3,0.0038640829279896,10,sector,128,128,1.3109464249779392,0.4,0.0665674589000914,0.002368185640959,0.4,7,30,BiGRU,6,1,corn,20,2.6961818009299283,1.0437863717804818,15,0.7051296774893804,0.3419711337313805,31,2.5898782569408105e-05,0.5348419540229885,0.1175712461254107,0.1457726128966326,0.1995330459770115,COMPLETE,0.1175712461254107,0.1995330459770115,0.5348419540229885,0.1457726128966326,5
35,0.1454210633404369,2026-03-04 10:02:33.521686,2026-03-04 10:27:41.099863,0 days 00:25:07.578177,64,2,0.5,0.0045145999459193,10,sector_all_nlp,256,128,1.7150768480332856,0.0,0.084690907317357,0.0090838389447058,0.8,10,20,BiLSTM,6,1,corn,20,1.7890635585162946,0.4561750296557768,21,0.7050426139938086,0.3736109515758247,31,8.542256681493833e-06,0.5280172413793104,0.1283477352056961,0.1454210633404369,0.2033045977011494,COMPLETE,0.1283477352056961,0.2033045977011494,0.5280172413793104,0.1454210633404369,5
44,0.1445215051344525,2026-03-04 13:30:04.763915,2026-03-04 14:41:41.364456,0 days 01:11:36.600541,32,6,0.3,0.0087841389314522,15,sector_all_nlp,64,128,1.5194547264431455,0.2,0.0804971037872353,0.0051452781943111,0.8,10,20,BiLSTM,6,1,corn,20,1.8296219648948056,0.2473354699930909,21,0.7147586993317588,0.3369219281402055,31,0.0001641499646633,0.5574712643678161,0.1412151373408054,0.1445215051344525,0.2153376436781609,COMPLETE,0.1412151373408054,0.2153376436781609,0.5574712643678161,0.1445215051344525,5
