number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
47,0.0700012769590457,2026-03-08 01:47:28.308754,2026-03-08 02:18:51.123664,0 days 00:31:22.814910,64,6,0.5,0.006144013898020829,20,base,64,64,1.2490497406792467,0.30000000000000004,0.054429197107140434,0.0002733939790720287,0.8,5,20,GRU,6,1,coral,10,2.2811797779074765,1.1905535488894612,15,0.8156474366220544,0.17092322777761443,21,2.457325100199302e-07,0.5199353448275862,0.10131153335244787,0.0700012769590457,0.15373563218390804,COMPLETE,0.10131153335244787,0.15373563218390804,0.5199353448275862,0.0700012769590457
5,0.06977008216262541,2026-03-06 21:10:13.669090,2026-03-06 21:42:39.705100,0 days 00:32:26.036010,32,4,0.4,0.008551420819743624,15,base,64,64,1.4594194345326126,0.2,0.0944291688343372,0.006474757301757082,0.8,5,20,BiLSTM,6,1,coral,5,2.5558452438352677,0.9562273030297006,15,0.7686845667787485,0.1250933660534574,31,1.5519810442724558e-07,0.5195761494252874,0.11310193676101749,0.06977008216262541,0.16217672413793102,COMPLETE,0.11310193676101749,0.16217672413793102,0.5195761494252874,0.06977008216262541
0,0.06916432514172807,2026-03-06 17:52:29.363412,2026-03-06 18:38:44.539848,0 days 00:46:15.176436,32,6,0.2,0.009656320330745594,15,base,64,64,1.9028825207813331,0.0,0.0662522284353982,0.0002801635158716264,0.4,10,20,BiLSTM,6,1,coral,5,1.7615344229334267,1.0083973481164612,15,0.748553073033381,0.13661147045343366,31,3.613894271216524e-07,0.5167025862068966,0.10786004791412226,0.06916432514172807,0.16038074712643677,COMPLETE,0.10786004791412226,0.16038074712643677,0.5167025862068966,0.06916432514172807
74,0.06758417923616156,2026-03-08 20:18:16.194340,2026-03-08 21:11:46.985033,0 days 00:53:30.790693,32,6,0.6000000000000001,0.009394566195479372,20,base,256,64,0.12744335380381414,0.4,0.09901029176354378,0.002533106939052405,0.4,7,50,BiLSTM,6,2,coral,5,2.7992328600820073,0.9827055548510919,21,0.6719813531408816,0.3565165909064605,21,6.338700707102326e-07,0.5199353448275862,0.11877325428033236,0.06758417923616156,0.16630747126436782,COMPLETE,0.11877325428033236,0.16630747126436782,0.5199353448275862,0.06758417923616156
40,0.06752808433723627,2026-03-07 20:37:39.409646,2026-03-07 20:47:29.291347,0 days 00:09:49.881701,32,2,0.30000000000000004,0.00791285328554811,15,base,128,64,0.8992699859780345,0.1,0.05788434735832178,0.002037892715374679,0.8,5,20,BiLSTM,6,1,coral,10,2.1891309887420567,1.173757024861665,9,0.7942709438591211,0.16532255746386149,21,8.192040277765793e-06,0.5222701149425287,0.11264438672228087,0.06752808433723627,0.16522988505747127,COMPLETE,0.11264438672228087,0.16522988505747127,0.5222701149425287,0.06752808433723627
93,0.06751505977536253,2026-03-09 07:26:22.181694,2026-03-09 08:07:34.134796,0 days 00:41:11.953102,32,6,0.8,0.006777547900369474,20,base,64,32,0.3909813004549205,0.30000000000000004,0.02826635335802349,0.0052848376635358145,0.8,7,20,GRU,6,1,coral,15,3.4901320194948213,0.9751923907328885,21,0.6770616781909058,0.3149490967852653,21,4.4018841267681024e-05,0.5186781609195402,0.10539960646012929,0.06751505977536253,0.16936063218390804,COMPLETE,0.10539960646012929,0.16936063218390804,0.5186781609195402,0.06751505977536253
41,0.06685226618131881,2026-03-07 20:47:29.292187,2026-03-07 21:25:20.025798,0 days 00:37:50.733611,32,6,0.5,0.008019372087853213,10,base,256,32,1.6000766185617397,0.30000000000000004,0.013819387769763745,0.0006588020075152814,0.8,10,50,BiLSTM,6,1,coral,10,2.827249896765309,0.7898874288635496,9,0.7824371196422848,0.22228536744980087,41,0.00019449370389224978,0.5197557471264368,0.10738005946839123,0.06685226618131881,0.17043821839080459,COMPLETE,0.10738005946839123,0.17043821839080459,0.5197557471264368,0.06685226618131881
66,0.06678305500709658,2026-03-08 14:43:32.364901,2026-03-08 15:01:09.024975,0 days 00:17:36.660074,32,2,0.6000000000000001,0.008402306233402313,20,base,64,64,0.5181565918085381,0.4,0.04545316993779104,0.00019545354996442218,0.8,5,50,LSTM,6,1,coral,10,2.4966323461762308,1.1588594098538043,15,0.8302960789656986,0.3310002189391893,21,4.924858166735146e-07,0.5204741379310345,0.10559794422306579,0.06678305500709658,0.1584051724137931,COMPLETE,0.10559794422306579,0.1584051724137931,0.5204741379310345,0.06678305500709658
86,0.06663846366303146,2026-03-09 03:14:45.144831,2026-03-09 03:51:38.847941,0 days 00:36:53.703110,64,6,0.6000000000000001,0.007962176607958676,20,base,128,64,0.42121983344130587,0.30000000000000004,0.06833639278352174,4.820981769518691e-05,0.8,5,50,BiLSTM,6,1,coral,5,3.109308638330283,1.1683396904780217,15,0.8479471335861699,0.38764484794035486,21,3.826503043972827e-06,0.5131106321839081,0.10686294771785683,0.06663846366303146,0.15660919540229884,COMPLETE,0.10686294771785683,0.15660919540229884,0.5131106321839081,0.06663846366303146
53,0.06647537704038742,2026-03-08 06:26:39.901136,2026-03-08 07:00:23.123754,0 days 00:33:43.222618,32,6,0.30000000000000004,0.009869117797844046,10,base,64,64,0.8477140281141478,0.4,0.08962427096167402,0.0014715695418112311,0.8,5,50,BiLSTM,6,2,coral,5,2.2543188947656145,1.0186789372970537,15,0.682835331218397,0.16618985967644948,21,1.0881983383013675e-06,0.5105962643678161,0.11360041301971224,0.06647537704038742,0.16343390804597702,COMPLETE,0.11360041301971224,0.16343390804597702,0.5105962643678161,0.06647537704038742
81,0.06602695259565755,2026-03-09 00:57:05.201568,2026-03-09 01:44:28.097292,0 days 00:47:22.895724,32,6,0.7000000000000001,0.009358717625601785,10,base,64,128,0.32225030876333705,0.4,0.06382130068057837,0.0011226032660879277,0.4,7,50,BiGRU,6,1,coral,5,2.7424187954530437,1.1166883989081502,21,0.6951722358888377,0.35914981469113605,21,4.629455838519155e-05,0.5161637931034483,0.11090479067300499,0.06602695259565755,0.16936063218390804,COMPLETE,0.11090479067300499,0.16936063218390804,0.5161637931034483,0.06602695259565755
55,0.06578850870521183,2026-03-08 07:36:11.057148,2026-03-08 08:17:41.285862,0 days 00:41:30.228714,64,4,0.7000000000000001,0.009832969327879224,10,base,256,128,0.9292579240063925,0.30000000000000004,0.00036732947137738765,7.093216183498509e-05,0.8,7,30,BiGRU,6,1,coral,15,2.020828432790904,0.8504925417100946,15,0.8254628654181715,0.39862169098185646,41,2.042688221368772e-06,0.5181393678160919,0.10020064523910308,0.06578850870521183,0.15445402298850575,COMPLETE,0.10020064523910308,0.15445402298850575,0.5181393678160919,0.06578850870521183
87,0.06571287297449264,2026-03-09 03:51:38.848739,2026-03-09 04:21:47.176529,0 days 00:30:08.327790,64,6,0.7000000000000001,0.008143724812261012,10,base,128,32,0.11834931683525729,0.1,0.004352139448397605,0.00011226499032661109,0.4,5,20,BiLSTM,6,1,coral,15,2.1826160332563322,0.9575427494768604,15,0.8354297262962931,0.33082043965493013,21,9.346865440372954e-06,0.5179597701149425,0.10907014300860335,0.06571287297449264,0.16774425287356323,COMPLETE,0.10907014300860335,0.16774425287356323,0.5179597701149425,0.06571287297449264
6,0.06549056001586903,2026-03-06 21:42:39.705839,2026-03-06 22:03:39.790988,0 days 00:21:00.085149,32,4,0.4,0.009257163858062552,15,base,64,64,1.781913138499577,0.4,0.09941405706117931,0.0038915844072722095,0.8,10,20,BiLSTM,6,1,corn,15,2.995576922654668,0.9379028962626818,9,0.6315522972077692,0.20610840031162225,31,4.984481156933954e-06,0.5176005747126436,0.1181320744030648,0.06549056001586903,0.18013649425287356,COMPLETE,0.1181320744030648,0.18013649425287356,0.5176005747126436,0.06549056001586903
83,0.06492443716018177,2026-03-09 01:55:29.097747,2026-03-09 02:06:32.564929,0 days 00:11:03.467182,32,2,0.7000000000000001,0.005063474557740465,20,base,128,32,0.4149357243533177,0.30000000000000004,0.007545999504680972,0.0004488483097468094,0.8,7,20,BiLSTM,6,1,coral,5,2.754835675793897,1.1286760157578035,9,0.8893894913924836,0.25009133351334917,21,4.9141030178736486e-05,0.5204741379310345,0.10720005573304014,0.06492443716018177,0.1591235632183908,COMPLETE,0.10720005573304014,0.1591235632183908,0.5204741379310345,0.06492443716018177
14,0.06473565836095689,2026-03-07 01:29:11.118620,2026-03-07 02:16:02.865207,0 days 00:46:51.746587,32,6,0.6000000000000001,0.006188408942339636,15,base,64,32,1.6691407894128893,0.4,0.03685474689624811,0.00014613805082927664,0.8,10,20,BiLSTM,6,1,corn,5,1.7772286176895078,0.5747359376571348,15,0.8510753240311729,0.1969175059903021,31,2.192855410258642e-07,0.5211925287356322,0.12319579912232115,0.06473565836095689,0.19360632183908047,COMPLETE,0.12319579912232115,0.19360632183908047,0.5211925287356322,0.06473565836095689
75,0.06454331083470473,2026-03-08 21:11:46.986425,2026-03-08 22:04:38.109312,0 days 00:52:51.122887,32,6,0.4,0.008534934438628664,20,base,64,32,1.2894274242115453,0.4,0.07977980172543285,0.0005099920545962378,0.8,7,30,BiLSTM,6,2,coral,5,2.532992193456146,0.7075444346233069,21,0.8718680473709712,0.27817134696573526,21,5.725856478477301e-05,0.5179597701149425,0.10662175351908462,0.06454331083470473,0.1584051724137931,COMPLETE,0.10662175351908462,0.1584051724137931,0.5179597701149425,0.06454331083470473
36,0.06397313860365404,2026-03-07 16:39:07.820441,2026-03-07 17:55:23.669438,0 days 01:16:15.848997,32,6,0.4,0.006982341078360037,20,base,256,32,1.8157104010990623,0.30000000000000004,0.017786900683023132,3.2044222082377025e-05,0.8,5,30,BiLSTM,6,1,coral,15,1.9796155133503492,0.8562534460193041,21,0.8388466478648945,0.26176775769004335,41,7.432984367588017e-05,0.5177801724137931,0.10309447519693389,0.06397313860365404,0.15948275862068967,COMPLETE,0.10309447519693389,0.15948275862068967,0.5177801724137931,0.06397313860365404
23,0.06374452016529898,2026-03-07 07:51:00.751818,2026-03-07 08:12:23.362512,0 days 00:21:22.610694,32,6,0.6000000000000001,0.004575766469673061,10,base,64,64,0.4670880530453232,0.30000000000000004,0.04608738434806405,0.0001204265500634158,0.8,5,20,BiGRU,6,1,coral,10,2.0120075949941367,0.9316489755040446,9,0.8534899715866526,0.1336682857462132,21,3.1751357409309896e-07,0.5190373563218391,0.1084121155656615,0.06374452016529898,0.1697198275862069,COMPLETE,0.1084121155656615,0.1697198275862069,0.5190373563218391,0.06374452016529898
33,0.06286814575927116,2026-03-07 13:41:56.774063,2026-03-07 14:10:39.854353,0 days 00:28:43.080290,64,6,0.4,0.004888085860633068,15,base,64,64,0.9381520978261859,0.30000000000000004,0.070809984717011,0.0002205392456212075,0.8,7,20,BiLSTM,6,2,coral,15,1.4073425328803126,1.1190730556270687,15,0.834176390678913,0.227214010824845,21,2.220032812775046e-06,0.5197557471264368,0.10238469134110002,0.06286814575927116,0.15822557471264367,COMPLETE,0.10238469134110002,0.15822557471264367,0.5197557471264368,0.06286814575927116
24,0.06266595541899368,2026-03-07 08:12:23.363176,2026-03-07 08:47:38.491835,0 days 00:35:15.128659,32,6,0.7000000000000001,0.006362351274813705,15,base,64,64,1.8197696824885572,0.30000000000000004,0.03150106027986479,0.0003117496764972404,0.8,5,50,BiLSTM,6,1,coral,10,2.2742454251207587,0.9074507875568061,15,0.838621157473344,0.1265879617259558,21,2.746718838615111e-07,0.5170617816091954,0.10366928204996245,0.06266595541899368,0.16217672413793102,COMPLETE,0.10366928204996245,0.16217672413793102,0.5170617816091954,0.06266595541899368
12,0.06243627559245052,2026-03-07 00:23:16.078482,2026-03-07 00:56:22.400943,0 days 00:33:06.322461,32,6,0.4,0.0056013708887452125,15,base,256,64,0.9814480670200183,0.30000000000000004,0.02086278008713783,0.0017140425970651914,0.4,5,20,BiLSTM,6,1,coral,10,2.049679966126193,0.7679865052692822,15,0.7939725348594989,0.15871347166422423,21,8.180923604886435e-07,0.5122126436781609,0.10671681057302433,0.06243627559245052,0.16361350574712644,COMPLETE,0.10671681057302433,0.16361350574712644,0.5122126436781609,0.06243627559245052
46,0.061988845913281236,2026-03-08 01:16:00.976126,2026-03-08 01:47:28.308003,0 days 00:31:27.331877,32,4,0.5,0.007668129215600882,10,base,256,32,1.9988695057296484,0.4,0.00325743438365806,0.0004909984059802846,0.8,5,50,BiLSTM,6,1,coral,20,2.4342276217901575,0.7846636652327271,21,0.8736304462614689,0.2520009763104279,21,0.0002287689493149083,0.5154454022988506,0.10489044490048342,0.061988845913281236,0.16020114942528735,COMPLETE,0.10489044490048342,0.16020114942528735,0.5154454022988506,0.061988845913281236
70,0.06198310589108285,2026-03-08 17:31:49.194454,2026-03-08 18:39:03.089941,0 days 01:07:13.895487,32,6,0.8,0.005658009606754582,15,base,64,128,0.3193783523309835,0.4,0.09743309234470726,0.0029713557943000972,0.8,7,50,BiLSTM,6,2,coral,5,2.606246533877696,0.9259102879936818,21,0.838948762576034,0.2870328297440784,31,0.0001776674554138676,0.5190373563218391,0.11461164244779579,0.06198310589108285,0.16235632183908047,COMPLETE,0.11461164244779579,0.16235632183908047,0.5190373563218391,0.06198310589108285
2,0.06124681124045974,2026-03-06 19:22:23.541992,2026-03-06 20:10:36.778608,0 days 00:48:13.236616,32,6,0.5,0.001198653673336828,20,base,256,128,0.5220048398943875,0.4,0.03008783098167697,0.0037173717478250516,0.8,7,30,BiGRU,6,2,corn,10,3.357274259781298,0.5376151714036279,21,0.8915346248162882,0.20908888071378823,21,1.436709513866423e-05,0.5176005747126436,0.11162456462798141,0.06124681124045974,0.18229166666666666,COMPLETE,0.11162456462798141,0.18229166666666666,0.5176005747126436,0.06124681124045974
9,0.06124672536663626,2026-03-06 22:55:25.533966,2026-03-06 23:33:44.407744,0 days 00:38:18.873778,32,6,0.5,0.007311006663730251,20,base,128,64,1.794403992409512,0.4,0.06311491082797199,1.764913153495299e-05,0.8,7,50,BiGRU,6,1,coral,10,2.674992302604495,1.0443774564365025,15,0.8434231086926011,0.22945127380531644,21,5.923933250822554e-07,0.5172413793103449,0.10041092694263833,0.06124672536663626,0.15625,COMPLETE,0.10041092694263833,0.15625,0.5172413793103449,0.06124672536663626
54,0.061196606563496216,2026-03-08 07:00:23.124503,2026-03-08 07:36:11.056456,0 days 00:35:47.931953,32,6,0.30000000000000004,0.007559110958277732,15,base,64,64,0.47476094403816954,0.4,0.037883269346560826,0.00022632259595741213,0.8,5,30,BiLSTM,6,2,coral,5,2.6078810123779412,1.1965563962259567,15,0.8882570109631404,0.16022839854634868,21,4.565012849706546e-05,0.5161637931034483,0.11623919023838951,0.061196606563496216,0.17313218390804597,COMPLETE,0.11623919023838951,0.17313218390804597,0.5161637931034483,0.061196606563496216
80,0.060927231254090525,2026-03-09 00:32:09.655771,2026-03-09 00:57:05.200695,0 days 00:24:55.544924,32,6,0.5,0.008473564571661622,20,base,64,32,0.2524050311602041,0.2,0.057444589102364635,0.0029484459787607687,0.4,7,30,BiLSTM,6,1,coral,10,3.4698159880022272,0.7212979456318758,9,0.808539654398653,0.15438948972513122,21,0.0007763216445846452,0.5202945402298851,0.10916452278975744,0.060927231254090525,0.1567887931034483,COMPLETE,0.10916452278975744,0.1567887931034483,0.5202945402298851,0.060927231254090525
84,0.060793308470329946,2026-03-09 02:06:32.565728,2026-03-09 02:31:18.783668,0 days 00:24:46.217940,32,6,0.6000000000000001,0.0070413468168097244,20,base,64,32,0.689374389634773,0.2,0.03189357744207686,0.0061089204063856034,0.8,7,50,BiLSTM,6,1,coral,10,3.275879212505004,1.1246713175279768,9,0.8145044191742654,0.18615430605067013,21,5.236254440999209e-05,0.5159841954022989,0.11367305642820655,0.060793308470329946,0.17223419540229884,COMPLETE,0.11367305642820655,0.17223419540229884,0.5159841954022989,0.060793308470329946
97,0.06077838623516684,2026-03-09 09:10:58.742331,2026-03-09 09:21:25.465469,0 days 00:10:26.723138,32,2,0.7000000000000001,0.0078213214198574,10,base,64,32,0.4876779376734438,0.30000000000000004,0.06855693662134925,0.009344886998174252,0.8,7,20,BiLSTM,6,1,coral,10,2.9368591174290932,0.5809530348787714,9,0.686994158095101,0.2802620124105601,21,4.1691525258973324e-05,0.5136494252873564,0.11240451644426586,0.06077838623516684,0.15930316091954022,COMPLETE,0.11240451644426586,0.15930316091954022,0.5136494252873564,0.06077838623516684
71,0.0599243596054503,2026-03-08 18:39:03.090769,2026-03-08 19:28:03.297353,0 days 00:49:00.206584,32,6,0.7000000000000001,0.00808498161796477,20,base,256,64,0.13783451603905977,0.30000000000000004,0.08247219738822203,0.0018257027829365858,0.8,7,30,BiLSTM,6,2,coral,10,2.9506423135210125,0.9469320824248656,21,0.8351065633018734,0.2636866729767026,21,0.00041423172467004184,0.5158045977011494,0.10867764770302583,0.0599243596054503,0.15068247126436782,COMPLETE,0.10867764770302583,0.15068247126436782,0.5158045977011494,0.0599243596054503
62,0.05948273767516602,2026-03-08 11:51:08.207541,2026-03-08 12:27:49.460933,0 days 00:36:41.253392,64,6,0.7000000000000001,0.008441149922107139,10,base,256,128,1.4529456093193844,0.30000000000000004,0.015281411478023949,7.407677302150603e-05,0.8,5,50,BiLSTM,6,1,coral,15,1.9124389974942617,0.9202197455744561,9,0.8682685201436046,0.31742283929817405,41,4.923203281652443e-05,0.5177801724137931,0.10443873189677835,0.05948273767516602,0.15894396551724138,COMPLETE,0.10443873189677835,0.15894396551724138,0.5177801724137931,0.05948273767516602
