number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
58,0.15407263421814518,2026-03-05 05:45:55.723500,2026-03-05 06:48:40.116550,0 days 01:02:44.393050,32,4,0.1,0.005771285405293818,10,emotion,256,128,0.2179514158967477,0.4,0.04114886589858096,0.00113883683382874,0.4,5,20,GRU,6,1,corn,20,1.9208307515029135,0.3771890304461433,21,0.6610234570801489,0.23541378353919346,41,6.375198464981233e-07,0.53125,0.1327614739250702,0.15407263421814518,0.2122844827586207,COMPLETE,0.1327614739250702,0.2122844827586207,0.53125,0.15407263421814518
55,0.14975622233654798,2026-03-05 02:42:26.531449,2026-03-05 03:42:52.843912,0 days 01:00:26.312463,32,4,0.0,0.006483323051669645,10,emotion,256,128,0.5012099821171223,0.30000000000000004,0.051259758735298824,0.0020775065657950304,0.4,5,20,BiLSTM,6,1,corn,20,1.7922363970690223,0.33750522329550137,21,0.6656543943193787,0.3042013180592915,41,1.8776037877138399e-06,0.5294540229885057,0.13152634729803123,0.14975622233654798,0.2194683908045977,COMPLETE,0.13152634729803123,0.2194683908045977,0.5294540229885057,0.14975622233654798
88,0.14954344902219802,2026-03-06 01:51:11.272522,2026-03-06 02:50:59.780279,0 days 00:59:48.507757,32,4,0.0,0.0035530604812430717,10,sentiment,256,64,0.7009839673580294,0.4,0.03682516580752739,0.0011771364469221582,0.4,10,20,GRU,6,1,corn,20,1.9147446028695747,0.22488137205498404,21,0.7557794186742697,0.23054393192150804,41,6.539125968858175e-07,0.5289152298850575,0.1278365827076236,0.14954344902219802,0.2209051724137931,COMPLETE,0.1278365827076236,0.2209051724137931,0.5289152298850575,0.14954344902219802
92,0.1476174999876749,2026-03-06 04:27:18.469052,2026-03-06 04:59:43.708181,0 days 00:32:25.239129,32,2,0.1,0.00048451182919311616,10,sentiment,256,64,1.056994540414614,0.30000000000000004,0.03554985771444927,0.0011981337372954186,0.8,10,50,LSTM,6,2,corn,15,2.325006552688543,0.48989225216601257,21,0.8139345986650125,0.30886043959295145,41,6.9786288641039285e-06,0.5308908045977011,0.12159738161847955,0.1476174999876749,0.20581896551724138,COMPLETE,0.12159738161847955,0.20581896551724138,0.5308908045977011,0.1476174999876749
25,0.14280426302902094,2026-03-04 10:11:02.114054,2026-03-04 10:45:22.136571,0 days 00:34:20.022517,16,4,0.1,0.005939260506396387,10,unified_emotion,128,128,0.4356410206638736,0.1,0.07995328846603093,0.0022481142767008786,0.8,5,20,GRU,6,1,coral,20,1.6402964050033126,0.44265592379125923,21,0.6605197890610075,0.29661084461839077,21,1.9962706208195515e-07,0.5294540229885057,0.12087723316688213,0.14280426302902094,0.20707614942528735,COMPLETE,0.12087723316688213,0.20707614942528735,0.5294540229885057,0.14280426302902094
91,0.1416932596478077,2026-03-06 03:55:13.288527,2026-03-06 04:27:18.468259,0 days 00:32:05.179732,32,2,0.0,0.0020040010112046215,10,sentiment,256,64,1.0846652487172805,0.30000000000000004,0.03150969595633162,0.00026414430909908336,0.4,10,50,LSTM,6,1,corn,20,1.567329512290273,0.3310487763677209,21,0.8507298781327763,0.1762748284379313,41,4.7231841729991167e-07,0.5404094827586207,0.12295761243078865,0.1416932596478077,0.20923132183908047,COMPLETE,0.12295761243078865,0.20923132183908047,0.5404094827586207,0.1416932596478077
89,0.14114701483896241,2026-03-06 02:50:59.781214,2026-03-06 03:23:13.270156,0 days 00:32:13.488942,32,2,0.1,0.0012517103646618737,10,sentiment,256,64,1.0987578295252949,0.4,0.022156486628547238,0.0036782472047714246,0.4,10,50,LSTM,6,1,corn,20,1.356664421910795,0.2660109467864768,21,0.7830132880028182,0.23014554339485285,41,8.586695409809624e-07,0.5317887931034483,0.13120811589730946,0.14114701483896241,0.22270114942528735,COMPLETE,0.13120811589730946,0.22270114942528735,0.5317887931034483,0.14114701483896241
87,0.14079020675603504,2026-03-06 01:04:43.157652,2026-03-06 01:51:11.271530,0 days 00:46:28.113878,32,4,0.0,0.00115516937598987,10,sentiment,128,128,0.3772918595571342,0.1,0.044372411380344756,0.0023082185689220812,0.8,7,20,BiLSTM,6,1,coral,20,3.1692612399007385,0.2761208168140153,21,0.7217025181174503,0.14514781686672465,31,1.7983963745665422e-06,0.5402298850574713,0.1325930102048198,0.14079020675603504,0.22844827586206898,COMPLETE,0.1325930102048198,0.22844827586206898,0.5402298850574713,0.14079020675603504
95,0.13852054768855743,2026-03-06 06:45:32.563253,2026-03-06 07:31:45.853016,0 days 00:46:13.289763,32,4,0.1,0.002186778202875151,10,sentiment,128,32,0.5361608699002685,0.1,0.028628997736301513,0.0014613128328327168,0.8,7,20,BiLSTM,6,1,corn,15,2.936586538817679,0.3205444077888037,21,0.7351667706594995,0.17300325569598893,31,4.822555897787146e-07,0.5281968390804598,0.12322717347402297,0.13852054768855743,0.2158764367816092,COMPLETE,0.12322717347402297,0.2158764367816092,0.5281968390804598,0.13852054768855743
60,0.13770707167606802,2026-03-05 07:36:36.085880,2026-03-05 08:01:38.648518,0 days 00:25:02.562638,32,2,0.8,0.006265841405985091,10,sentiment,256,128,0.4752570538249752,0.0,0.08727730012817687,0.005766772884996453,0.4,5,50,LSTM,6,1,coral,20,2.0025088928256727,0.6532557424800486,15,0.6128477625375609,0.29124215077115795,41,4.3731753751674204e-07,0.5330459770114943,0.12021237688862971,0.13770707167606802,0.20168821839080459,COMPLETE,0.12021237688862971,0.20168821839080459,0.5330459770114943,0.13770707167606802
