number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
77,0.4602593215988282,2026-03-12 00:47:02.187112,2026-03-12 00:53:44.506897,0 days 00:06:42.319785,32,0.5,0.0080516673537718,15,meta_sector,256,64,5,0.4523032900677302,0.3,0.0031998641373343,0.4,7,30,BiLSTM,1,20,2.787814768537275e-05,0.7103641456582633,0.6531428001865449,0.4602593215988282,0.7659503404729697,0.6794266715370378,COMPLETE,0.6531428001865449,0.4602593215988282,0.7659503404729697,0.6794266715370378,0.7103641456582633
