number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
53,0.3079452008631578,2026-03-01 17:26:37.505123,2026-03-01 17:33:11.229517,0 days 00:06:33.724394,16,0.2,0.0008991621783095,15,sector_sentiment,128,128,1,1.4769180700883575,0.1,0.0010662728493698,0.8,10,20,GRU,1,15,2.051750141886849e-05,0.6250684181718665,0.5429864989182663,0.3079452008631578,0.7031503823837768,0.6071185748543739,COMPLETE,0.5429864989182663,0.3079452008631578,0.7031503823837768,0.6071185748543739,0.6250684181718665
