date,capital_start,capital_end,equity_start,equity_end,daily_pnl_realized,daily_return,early_exits_today,allocation_mode,budget_pre_caps,budget_post_caps,mpt_used,mpt_fallback_used,mpt_weights,exits_today,investments_made,H,initial_capital,initial_training_days,allow_overlap,early_exit_enabled,seed,model_save_path,min_sequence_length,max_sequence_length,kelly_fraction,sector_confidence_threshold,retrain_interval,max_day_gap,mpt_window_days,mpt_lambda,mpt_ridge_eps,mpt_max_weight,mpt_long_only,mpt_use_equal_fallback,mpt_only_budget_fraction,max_total_utilization,max_new_daily_utilization,max_ticker_utilization,max_sector_utilization,max_position_size,max_positions_per_ticker,min_trade_dollars,kelly_trade_cap,drawdown_throttle_levels,model_feature_set,model_feature_group,model_mcc_mean,model_sequence_length,model_hidden1,model_hidden2,model_num_layers,model_dropout,model_inter_rnn_drop,model_learning_rate,model_weight_decay,model_batch_size,model_max_epochs,model_early_patience,model_early_min_delta,model_lr_patience,model_lr_factor
2017-04-11,100000.0,79392.21562532491,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,20607.784374675095,20607.784374675084,True,False,"{'SLB': 6.15104028958979e-17, 'HRG': 0.045177407319366675, 'MO': 2.688592201059024e-16, 'V': 0.2999999999999998, 'MDT': 1.390359179484438e-16, 'GD': 0.3, 'MCD': 0.3, 'T': 5.0288331572276407e-17, 'NEE': 0.05482259268063302}",[],"[{'ticker': 'MCD', 'sector': 'Services', 'expected_rise': 0.004040752514485503, 'prob_up': 0.629080593585968, 'investment_fraction': 0.039549708194720215, 'investment_amount': 6182.335312402528, 'predicted_prob': 0.629080593585968, 'allocated_amount': 6182.335312402528, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'V', 'sector': 'Financial', 'expected_rise': 0.005718684680124856, 'prob_up': 0.6077880859375, 'investment_fraction': 0.04049865602094855, 'investment_amount': 6182.335312402525, 'predicted_prob': 0.6077880859375, 'allocated_amount': 6182.335312402525, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'GD', 'sector': 'Industrial Goods', 'expected_rise': 0.004183467197111345, 'prob_up': 0.5738195180892944, 'investment_fraction': 0.03138574736295835, 'investment_amount': 6182.335312402528, 'predicted_prob': 0.5738195180892944, 'allocated_amount': 6182.335312402528, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'NEE', 'sector': 'Utilities', 'expected_rise': 0.00280027079931323, 'prob_up': 0.573785662651062, 'investment_fraction': 0.02352273793172178, 'investment_amount': 1129.7721688231263, 'predicted_prob': 0.573785662651062, 'allocated_amount': 1129.7721688231263, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'HRG', 'sector': 'Conglomerates', 'expected_rise': 0.0027604967304949244, 'prob_up': 0.5463176965713501, 'investment_fraction': 0.015089187417614582, 'investment_amount': 931.0062686443769, 'predicted_prob': 0.5463176965713501, 'allocated_amount': 931.0062686443769, 'exit_date': Timestamp('2017-04-19 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-12,79392.21562532491,62671.69327533952,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,16726.67293665091,16720.522349985393,True,False,"{'SLB': 1.5149918369405857e-16, 'HRG': 6.984634091560305e-17, 'AAPL': 0.2383669225490027, 'V': 0.2999999999999997, 'MDT': 2.1070136052808524e-16, 'GD': 0.23874652492424112, 'MCD': 0.22251884122584142, 'T': 1.0359051902657165e-16, 'NEE': 0.0003677113009146159}",[],"[{'ticker': 'MCD', 'sector': 'Services', 'expected_rise': 0.004040019488066081, 'prob_up': 0.629080593585968, 'investment_fraction': 0.03954554031861169, 'investment_amount': 3721.9998794272024, 'predicted_prob': 0.629080593585968, 'allocated_amount': 3721.9998794272024, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'V', 'sector': 'Financial', 'expected_rise': 0.005692480967304245, 'prob_up': 0.6077880859375, 'investment_fraction': 0.040395309503038955, 'investment_amount': 5018.001880995268, 'predicted_prob': 0.6077880859375, 'allocated_amount': 5018.001880995268, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'GD', 'sector': 'Industrial Goods', 'expected_rise': 0.004164404015887121, 'prob_up': 0.5738195180892944, 'investment_fraction': 0.03129472823697641, 'investment_amount': 3993.4350371697556, 'predicted_prob': 0.5738195180892944, 'allocated_amount': 3993.4350371697556, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'AAPL', 'sector': 'Consumer Goods', 'expected_rise': 0.004145051534658476, 'prob_up': 0.5558933615684509, 'investment_fraction': 0.023549315393291987, 'investment_amount': 3987.0855523931673, 'predicted_prob': 0.5558933615684509, 'allocated_amount': 3987.0855523931673, 'exit_date': Timestamp('2017-04-20 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-13,62671.69327533952,49773.943507182106,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,12897.749768157424,12897.749768157419,True,False,"{'SLB': 9.859011755134852e-17, 'HRG': 0.03983100876223732, 'MO': 4.902376118109856e-17, 'V': 0.3, 'MDT': 5.769212353652262e-19, 'GD': 0.2999999999999998, 'MCD': 0.299354233651463, 'T': 2.472477524096938e-16, 'NEE': 0.06081475758629939}",[],"[{'ticker': 'MCD', 'sector': 'Services', 'expected_rise': 0.004028356542109313, 'prob_up': 0.629080593585968, 'investment_fraction': 0.039479141217555705, 'investment_amount': 3860.9959976751006, 'predicted_prob': 0.629080593585968, 'allocated_amount': 3860.9959976751006, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'V', 'sector': 'Financial', 'expected_rise': 0.005707448974043784, 'prob_up': 0.6077880859375, 'investment_fraction': 0.04050152632982503, 'investment_amount': 3869.324930447227, 'predicted_prob': 0.6077880859375, 'allocated_amount': 3869.324930447227, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'GD', 'sector': 'Industrial Goods', 'expected_rise': 0.004144402204568405, 'prob_up': 0.5738195180892944, 'investment_fraction': 0.031198901233679383, 'investment_amount': 3869.324930447225, 'predicted_prob': 0.5738195180892944, 'allocated_amount': 3869.324930447225, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'NEE', 'sector': 'Utilities', 'expected_rise': 0.002837718917806531, 'prob_up': 0.573785662651062, 'investment_fraction': 0.023837308321689083, 'investment_amount': 784.3735255592429, 'predicted_prob': 0.573785662651062, 'allocated_amount': 784.3735255592429, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'HRG', 'sector': 'Conglomerates', 'expected_rise': 0.002744101855869657, 'prob_up': 0.5463176965713501, 'investment_fraction': 0.01501599235308375, 'investment_amount': 513.7303840286228, 'predicted_prob': 0.5463176965713501, 'allocated_amount': 513.7303840286228, 'exit_date': Timestamp('2017-04-21 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-17,49773.943507182106,43479.801586523114,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,10490.236534431666,6294.141920658998,True,False,"{'SLB': 0.0, 'HRG': 0.0, 'PM': 1.1386918931972773e-16, 'V': 0.2999999999999998, 'MDT': 0.0, 'GD': 0.1000000000000004, 'CHTR': 0.2999999999999998, 'FB': 0.3, 'SRE': 0.0}",[],"[{'ticker': 'CHTR', 'sector': 'Services', 'expected_rise': 0.008446578450022996, 'prob_up': 0.6038120985031128, 'investment_fraction': 0.04286868286312991, 'investment_amount': 3147.070960329498, 'predicted_prob': 0.6038120985031128, 'allocated_amount': 3147.070960329498, 'exit_date': Timestamp('2017-04-24 00:00:00')}, {'ticker': 'FB', 'sector': 'Technology', 'expected_rise': 0.006258121714501153, 'prob_up': 0.5588415265083313, 'investment_fraction': 0.030514912362734365, 'investment_amount': 3147.0709603294995, 'predicted_prob': 0.5588415265083313, 'allocated_amount': 3147.0709603294995, 'exit_date': Timestamp('2017-04-24 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-18,43479.801586523114,40627.801783546616,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,9506.666009921657,2851.999802976495,True,False,"{'SLB': 1.7014746192137871e-16, 'HRG': 1.55708527943356e-16, 'MO': 1.949821362305082e-16, 'V': 0.29999999999999977, 'MDT': 9.695757280820147e-17, 'GD': 0.20522099554034856, 'MCD': 0.19477900445965127, 'FB': 0.2999999999999998, 'NEE': 0.0}",[],"[{'ticker': 'FB', 'sector': 'Technology', 'expected_rise': 0.006228343510058113, 'prob_up': 0.5588415265083313, 'investment_fraction': 0.03042240867954049, 'investment_amount': 2851.999802976495, 'predicted_prob': 0.5588415265083313, 'allocated_amount': 2851.999802976495, 'exit_date': Timestamp('2017-04-25 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-19,61360.64753035636,48749.12841886982,100125.06137213466,100125.06137213466,125.06137213465075,0.001250613721346605,0,HYBRID_KELLY_MPT,12611.519111486548,12611.519111486548,True,False,"{'SLB': 2.927540253351301e-17, 'HRG': 0.05797261189999356, 'MO': 0.0, 'V': 0.2999999999999999, 'MDT': 0.0, 'HON': 0.042027388100006585, 'MCD': 0.3, 'FB': 0.3, 'SRE': 0.0}","[{'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'MCD', 'sector': 'Services', 'allocated_amount': 6182.335312402528, 'prob_up': 0.629080593585968, 'expected_rise': 0.004040752514485503, 'actual_return': 0.010975625250966958, 'pnl': 67.85499556474988, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'V', 'sector': 'Financial', 'allocated_amount': 6182.335312402525, 'prob_up': 0.6077880859375, 'expected_rise': 0.005718684680124856, 'actual_return': 0.010129454364196988, 'pnl': 62.62368341114491, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'GD', 'sector': 'Industrial Goods', 'allocated_amount': 6182.335312402528, 'prob_up': 0.5738195180892944, 'expected_rise': 0.004183467197111345, 'actual_return': -0.003344330519579386, 'pnl': -20.675772667541132, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'NEE', 'sector': 'Utilities', 'allocated_amount': 1129.7721688231263, 'prob_up': 0.573785662651062, 'expected_rise': 0.00280027079931323, 'actual_return': 0.016857352938435932, 'pnl': 19.044968189873664, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'HRG', 'sector': 'Conglomerates', 'allocated_amount': 931.0062686443769, 'prob_up': 0.5463176965713501, 'expected_rise': 0.0027604967304949244, 'actual_return': -0.004067107269954295, 'pnl': -3.786502363576567, 'exit_reason': 'scheduled'}]","[{'ticker': 'MCD', 'sector': 'Services', 'expected_rise': 0.004011661605715063, 'prob_up': 0.629080593585968, 'investment_fraction': 0.03938381373408595, 'investment_amount': 3783.455733445964, 'predicted_prob': 0.629080593585968, 'allocated_amount': 3783.455733445964, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'V', 'sector': 'Financial', 'expected_rise': 0.005697724344823172, 'prob_up': 0.6077880859375, 'investment_fraction': 0.04051494551464005, 'investment_amount': 3783.455733445963, 'predicted_prob': 0.6077880859375, 'allocated_amount': 3783.455733445963, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'FB', 'sector': 'Technology', 'expected_rise': 0.006258018822936286, 'prob_up': 0.5588415265083313, 'investment_fraction': 0.030567358054059586, 'investment_amount': 3783.455733445964, 'predicted_prob': 0.5588415265083313, 'allocated_amount': 3783.455733445964, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'HON', 'sector': 'Industrial Goods', 'expected_rise': 0.0025889959455889433, 'prob_up': 0.5580400824546814, 'investment_fraction': 0.022374451040922744, 'investment_amount': 530.0292082290954, 'predicted_prob': 0.5580400824546814, 'allocated_amount': 530.0292082290954, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'HRG', 'sector': 'Conglomerates', 'expected_rise': 0.0026875818749374676, 'prob_up': 0.5463176965713501, 'investment_fraction': 0.01476242514202666, 'investment_amount': 731.1227029195612, 'predicted_prob': 0.5463176965713501, 'allocated_amount': 731.1227029195612, 'exit_date': Timestamp('2017-04-26 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-20,65722.76953988743,52911.912707463474,100378.18014316689,100378.18014316689,253.1187710322228,0.002528026126160876,0,HYBRID_KELLY_MPT,12810.856832423957,12810.856832423951,True,False,"{'SLB': 8.688073356385813e-17, 'HRG': 0.08204813102350424, 'PM': 1.5653976375650366e-16, 'V': 0.30000000000000004, 'MDT': 7.57657829522727e-17, 'GD': 0.29999999999999993, 'MCD': 0.30000000000000004, 'T': 3.436206409874203e-17, 'SRE': 0.017951868976495453}","[{'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'MCD', 'sector': 'Services', 'allocated_amount': 3721.9998794272024, 'prob_up': 0.629080593585968, 'expected_rise': 0.004040019488066081, 'actual_return': 0.01531318814997662, 'pnl': 56.99568444785904, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'V', 'sector': 'Financial', 'allocated_amount': 5018.001880995268, 'prob_up': 0.6077880859375, 'expected_rise': 0.005692480967304245, 'actual_return': 0.02785297699594036, 'pnl': 139.76629095694665, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'GD', 'sector': 'Industrial Goods', 'allocated_amount': 3993.4350371697556, 'prob_up': 0.5738195180892944, 'expected_rise': 0.004164404015887121, 'actual_return': 0.009606144887971402, 'pnl': 38.36151556775413, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'AAPL', 'sector': 'Consumer Goods', 'allocated_amount': 3987.0855523931673, 'prob_up': 0.5558933615684509, 'expected_rise': 0.004145051534658476, 'actual_return': 0.004513392006063599, 'pnl': 17.99528005966299, 'exit_reason': 'scheduled'}]","[{'ticker': 'MCD', 'sector': 'Services', 'expected_rise': 0.004006009763025722, 'prob_up': 0.629080593585968, 'investment_fraction': 0.039351466842551724, 'investment_amount': 3843.2570497271877, 'predicted_prob': 0.629080593585968, 'allocated_amount': 3843.2570497271877, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'V', 'sector': 'Financial', 'expected_rise': 0.005683722945394344, 'prob_up': 0.6077880859375, 'investment_fraction': 0.04045956922891696, 'investment_amount': 3843.2570497271877, 'predicted_prob': 0.6077880859375, 'allocated_amount': 3843.2570497271877, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'GD', 'sector': 'Industrial Goods', 'expected_rise': 0.004141788064863683, 'prob_up': 0.5738195180892944, 'investment_fraction': 0.03128312132152595, 'investment_amount': 3843.2570497271863, 'predicted_prob': 0.5738195180892944, 'allocated_amount': 3843.2570497271863, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'SRE', 'sector': 'Utilities', 'expected_rise': 0.00230858234183671, 'prob_up': 0.570650577545166, 'investment_fraction': 0.019300429699523693, 'investment_amount': 229.97882333231644, 'predicted_prob': 0.570650577545166, 'allocated_amount': 229.97882333231644, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'HRG', 'sector': 'Conglomerates', 'expected_rise': 0.0027160374127922545, 'prob_up': 0.5463176965713501, 'investment_fraction': 0.014918726518879474, 'investment_amount': 1051.1068599100752, 'predicted_prob': 0.5463176965713501, 'allocated_amount': 1051.1068599100752, 'exit_date': Timestamp('2017-04-27 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-21,66045.15798927186,52393.90109213252,100613.67565681785,100613.67565681784,235.49551365094868,0.002346082717529674,0,HYBRID_KELLY_MPT,13651.256897139332,13651.25689713933,True,False,"{'SLB': 3.440534894020667e-17, 'HRG': 0.0, 'MO': 0.0, 'V': 0.3, 'CELG': 0.20893217457646696, 'GD': 0.19106782542353298, 'AMZN': 0.29999999999999993, 'T': 0.0, 'NEE': 1.0842021724855044e-16}","[{'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'MCD', 'sector': 'Services', 'allocated_amount': 3860.9959976751006, 'prob_up': 0.629080593585968, 'expected_rise': 0.004028356542109313, 'actual_return': 0.020266206036486878, 'pnl': 78.2477403949348, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'V', 'sector': 'Financial', 'allocated_amount': 3869.324930447227, 'prob_up': 0.6077880859375, 'expected_rise': 0.005707448974043784, 'actual_return': 0.025655439665057678, 'pnl': 99.26923229759232, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'GD', 'sector': 'Industrial Goods', 'allocated_amount': 3869.324930447225, 'prob_up': 0.5738195180892944, 'expected_rise': 0.004144402204568405, 'actual_return': 0.011835302561673089, 'pnl': 45.79463126126759, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'NEE', 'sector': 'Utilities', 'allocated_amount': 784.3735255592429, 'prob_up': 0.573785662651062, 'expected_rise': 0.002837718917806531, 'actual_return': 0.017205780616172506, 'pnl': 13.495758801906112, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'HRG', 'sector': 'Conglomerates', 'allocated_amount': 513.7303840286228, 'prob_up': 0.5463176965713501, 'expected_rise': 0.002744101855869657, 'actual_return': -0.002553575076608805, 'pnl': -1.3118491047521612, 'exit_reason': 'scheduled'}]","[{'ticker': 'V', 'sector': 'Financial', 'expected_rise': 0.005692363367129613, 'prob_up': 0.6077880859375, 'investment_fraction': 0.04049375685529224, 'investment_amount': 4095.3770691417994, 'predicted_prob': 0.6077880859375, 'allocated_amount': 4095.3770691417994, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'AMZN', 'sector': 'Services', 'expected_rise': 0.006979505283570709, 'prob_up': 0.5899611115455627, 'investment_fraction': 0.03288035546303539, 'investment_amount': 4095.3770691417985, 'predicted_prob': 0.5899611115455627, 'allocated_amount': 4095.3770691417985, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'GD', 'sector': 'Industrial Goods', 'expected_rise': 0.004130020875330944, 'prob_up': 0.5738195180892944, 'investment_fraction': 0.031226487375060948, 'investment_amount': 2608.3159696344183, 'predicted_prob': 0.5738195180892944, 'allocated_amount': 2608.3159696344183, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'expected_rise': 0.00424465446005742, 'prob_up': 0.5245271325111389, 'investment_fraction': 0.018807555853571818, 'investment_amount': 2852.1867892213136, 'predicted_prob': 0.5245271325111389, 'allocated_amount': 2852.1867892213136, 'exit_date': Timestamp('2017-04-28 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-24,58873.43108039323,50269.75246011159,100799.06372441955,100799.06372441955,185.38806760171735,0.0018425732525073624,0,HYBRID_KELLY_MPT,12290.9694575452,8603.67862028164,True,False,"{'SLB': 0.0, 'HRG': 0.0, 'MO': 0.0, 'V': 0.29999999999999993, 'CELG': 0.2536181349648952, 'GD': 0.22911367067302987, 'MCD': 0.21726819436207506, 'T': 0.0, 'SRE': 0.0}","[{'date': Timestamp('2017-04-17 00:00:00'), 'exit_date': Timestamp('2017-04-24 00:00:00'), 'ticker': 'CHTR', 'sector': 'Services', 'allocated_amount': 3147.070960329498, 'prob_up': 0.6038120985031128, 'expected_rise': 0.008446578450022996, 'actual_return': 0.030270009850012602, 'pnl': 95.26186896786253, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-17 00:00:00'), 'exit_date': Timestamp('2017-04-24 00:00:00'), 'ticker': 'FB', 'sector': 'Technology', 'allocated_amount': 3147.0709603294995, 'prob_up': 0.5588415265083313, 'expected_rise': 0.006258121714501153, 'actual_return': 0.028638120897159114, 'pnl': 90.12619863385484, 'exit_reason': 'scheduled'}]","[{'ticker': 'MCD', 'sector': 'Services', 'expected_rise': 0.004012600280920795, 'prob_up': 0.629080593585968, 'investment_fraction': 0.039389182320863456, 'investment_amount': 2670.4367410002587, 'predicted_prob': 0.629080593585968, 'allocated_amount': 2670.4367410002587, 'exit_date': Timestamp('2017-05-01 00:00:00')}, {'ticker': 'GD', 'sector': 'Industrial Goods', 'expected_rise': 0.0041208538226467735, 'prob_up': 0.5738195180892944, 'investment_fraction': 0.0311822863496998, 'investment_amount': 2816.0291285482795, 'predicted_prob': 0.5738195180892944, 'allocated_amount': 2816.0291285482795, 'exit_date': Timestamp('2017-05-01 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'expected_rise': 0.004256993185181976, 'prob_up': 0.5245271325111389, 'investment_fraction': 0.018862227267729487, 'investment_amount': 3117.2127507331033, 'predicted_prob': 0.5245271325111389, 'allocated_amount': 3117.2127507331033, 'exit_date': Timestamp('2017-05-01 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
2017-04-25,53233.638985727506,48884.40791208623,100910.95044705897,100910.95044705897,111.88672263942526,0.0011099976379276288,0,HYBRID_KELLY_MPT,10932.310123501044,4349.231073641276,True,False,"{'SLB': 3.0878078051322425e-16, 'HRG': 0.00216724328998065, 'PM': 1.9912893204227915e-16, 'V': 0.2999999999999991, 'MDT': 9.741650160796186e-17, 'DHR': 0.04580963600798204, 'MCD': 0.2999999999999998, 'FB': 0.29999999999999966, 'NEE': 0.0520231207020381}","[{'date': Timestamp('2017-04-18 00:00:00'), 'exit_date': Timestamp('2017-04-25 00:00:00'), 'ticker': 'FB', 'sector': 'Technology', 'allocated_amount': 2851.999802976495, 'prob_up': 0.5588415265083313, 'expected_rise': 0.006228343510058113, 'actual_return': 0.039230971377576696, 'pnl': 111.88672263942526, 'exit_reason': 'scheduled'}]","[{'ticker': 'NEE', 'sector': 'Utilities', 'expected_rise': 0.0029004165471624562, 'prob_up': 0.5766197443008423, 'investment_fraction': 0.024452251326364395, 'investment_amount': 568.7328891070078, 'predicted_prob': 0.5766197443008423, 'allocated_amount': 568.7328891070078, 'exit_date': Timestamp('2017-05-02 00:00:00')}, {'ticker': 'DHR', 'sector': 'Industrial Goods', 'expected_rise': 0.002887604584724943, 'prob_up': 0.5612327456474304, 'investment_fraction': 0.025271763296723097, 'investment_amount': 500.80514748395996, 'predicted_prob': 0.5612327456474304, 'allocated_amount': 500.80514748395996, 'exit_date': Timestamp('2017-05-02 00:00:00')}, {'ticker': 'FB', 'sector': 'Technology', 'expected_rise': 0.006239548511543836, 'prob_up': 0.5588415265083313, 'investment_fraction': 0.03050997615122478, 'investment_amount': 3279.693037050309, 'predicted_prob': 0.5588415265083313, 'allocated_amount': 3279.693037050309, 'exit_date': Timestamp('2017-05-02 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models,12,12,0.15,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.08, 0.6], [0.15, 0.35]]",sector_sentiment,sector,0.13304658577343445,20,256,32,2,0.3,0.3,0.0098641207192472,8.996128175285611e-06,16,20,20,0.0048085845818605,5,0.8
