date,capital_start,capital_end,equity_start,equity_end,daily_pnl_realized,daily_return,early_exits_today,allocation_mode,budget_pre_caps,budget_post_caps,mpt_used,mpt_fallback_used,mpt_weights,exits_today,investments_made,H,initial_capital,initial_training_days,allow_overlap,seed,model_save_path,min_sequence_length,max_sequence_length,kelly_fraction,sector_confidence_threshold,retrain_interval,max_day_gap,mpt_window_days,mpt_lambda,mpt_ridge_eps,mpt_max_weight,mpt_long_only,mpt_use_equal_fallback,mpt_only_budget_fraction,max_total_utilization,max_new_daily_utilization,max_ticker_utilization,max_sector_utilization,max_position_size,max_positions_per_ticker,min_trade_dollars,kelly_trade_cap,drawdown_throttle_levels
2017-04-11,100000.0,70000.0,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,34355.16985054358,30000.0,True,False,"{'BP': 0.07618538806329099, 'AGFS': 0.3, 'UN': 0.2999999999999995, 'HSBC': 8.089338626528792e-16, 'CELG': 0.02381461193670774, 'UTX': 7.083121842035425e-16, 'MCD': 6.277116388732593e-16, 'CSCO': 0.29999999999999966, 'PPL': 0.0}",[],"[{'ticker': 'UN', 'sector': 'Consumer Goods', 'expected_rise': 0.015040770148352544, 'prob_up': 0.8648648858070374, 'investment_fraction': 0.07325029968308952, 'investment_amount': 10306.550955163057, 'predicted_prob': 0.8648648858070374, 'allocated_amount': 10000.0, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'AGFS', 'sector': 'Conglomerates', 'expected_rise': 0.04495617153725769, 'prob_up': 0.7808899283409119, 'investment_fraction': 0.05945864697705461, 'investment_amount': 10306.550955163073, 'predicted_prob': 0.7808899283409119, 'allocated_amount': 10000.0, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'CSCO', 'sector': 'Technology', 'expected_rise': 0.01000934866067947, 'prob_up': 0.7346938848495483, 'investment_fraction': 0.04785223611778503, 'investment_amount': 10306.550955163062, 'predicted_prob': 0.7346938848495483, 'allocated_amount': 10000.0, 'exit_date': Timestamp('2017-04-19 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-12,70000.0,48129.407501366964,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,21870.592498633032,21870.592498633032,True,False,"{'BP': 0.1473664293927207, 'AGFS': 0.29999999999999993, 'MO': 0.07344824806540488, 'HSBC': 0.0, 'CELG': 0.11544749152175068, 'UTX': 0.0, 'MCD': 0.0, 'CSCO': 0.29999999999999993, 'PPL': 0.0637378310201239}",[],"[{'ticker': 'AGFS', 'sector': 'Conglomerates', 'expected_rise': 0.04571167513931778, 'prob_up': 0.7808899283409119, 'investment_fraction': 0.059694027965994434, 'investment_amount': 6561.177749589908, 'predicted_prob': 0.7808899283409119, 'allocated_amount': 6561.177749589908, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'CSCO', 'sector': 'Technology', 'expected_rise': 0.0100137156994471, 'prob_up': 0.7346938848495483, 'investment_fraction': 0.04787311385691956, 'investment_amount': 6561.177749589908, 'predicted_prob': 0.7346938848495483, 'allocated_amount': 6561.177749589908, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'MO', 'sector': 'Consumer Goods', 'expected_rise': 0.007474712727697865, 'prob_up': 0.7067669034004211, 'investment_fraction': 0.0420252901166452, 'investment_amount': 1606.3567031769821, 'predicted_prob': 0.7067669034004211, 'allocated_amount': 1606.3567031769821, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'PPL', 'sector': 'Utilities', 'expected_rise': 0.007395457230928492, 'prob_up': 0.7037037014961243, 'investment_fraction': 0.03907706893708394, 'investment_amount': 1393.9841289878614, 'predicted_prob': 0.7037037014961243, 'allocated_amount': 1393.9841289878614, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'BP', 'sector': 'Basic Matierials', 'expected_rise': 0.008368247626725847, 'prob_up': 0.6582278609275818, 'investment_fraction': 0.03094213599378462, 'investment_amount': 3222.991125226772, 'predicted_prob': 0.6582278609275818, 'allocated_amount': 3222.991125226772, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'expected_rise': 0.008015482889227505, 'prob_up': 0.5824176073074341, 'investment_fraction': 0.02344528651290087, 'investment_amount': 2524.905042061601, 'predicted_prob': 0.5824176073074341, 'allocated_amount': 2524.905042061601, 'exit_date': Timestamp('2017-04-20 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-13,48129.407501366964,35236.54277320822,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,15038.050568346398,12892.86472815875,True,False,"{'BP': 0.14833623295898976, 'AGFS': 0.29999999999999954, 'MO': 0.07366691594461328, 'HSBC': 1.1751098971303506e-16, 'CELG': 0.11359356940212537, 'UTX': 0.0, 'MCD': 3.858107155609039e-17, 'CSCO': 0.2999999999999998, 'PPL': 0.06440328169427205}",[],"[{'ticker': 'AGFS', 'sector': 'Conglomerates', 'expected_rise': 0.046376541054117745, 'prob_up': 0.7808899283409119, 'investment_fraction': 0.05989630421051478, 'investment_amount': 4511.415170503912, 'predicted_prob': 0.7808899283409119, 'allocated_amount': 3438.8222504100922, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'CSCO', 'sector': 'Technology', 'expected_rise': 0.010020537587257718, 'prob_up': 0.7346938848495483, 'investment_fraction': 0.04790572762604171, 'investment_amount': 4511.415170503917, 'predicted_prob': 0.7346938848495483, 'allocated_amount': 3438.8222504100922, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'MO', 'sector': 'Consumer Goods', 'expected_rise': 0.007453453446821466, 'prob_up': 0.7067669034004211, 'investment_fraction': 0.04197675349763644, 'investment_amount': 1107.806807189218, 'predicted_prob': 0.7067669034004211, 'allocated_amount': 1107.806807189218, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'PPL', 'sector': 'Utilities', 'expected_rise': 0.007376529530925185, 'prob_up': 0.7037037014961243, 'investment_fraction': 0.03903253059851119, 'investment_amount': 968.499806885921, 'predicted_prob': 0.7037037014961243, 'allocated_amount': 968.499806885921, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'BP', 'sector': 'Basic Matierials', 'expected_rise': 0.008364396865698169, 'prob_up': 0.6582278609275818, 'investment_fraction': 0.030934589163220685, 'investment_amount': 2230.6877723553, 'predicted_prob': 0.6582278609275818, 'allocated_amount': 2230.6877723553, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'expected_rise': 0.007977172914765886, 'prob_up': 0.5824176073074341, 'investment_fraction': 0.023378209325427335, 'investment_amount': 1708.2258409081273, 'predicted_prob': 0.5824176073074341, 'allocated_amount': 1708.2258409081273, 'exit_date': Timestamp('2017-04-21 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-17,35236.54277320822,30000.0,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,10670.298605534996,5236.54277320822,True,False,"{'BP': 0.2999999999999999, 'AGFS': 0.2999999999999999, 'MO': 0.11618342746660099, 'HSBC': 4.7199744496789e-16, 'CELG': 0.2045790528245045, 'UTX': 9.82006146905071e-16, 'MCD': 0.0, 'T': 7.84247670643715e-16, 'PPL': 0.07923751970889246}",[],"[{'ticker': 'MO', 'sector': 'Consumer Goods', 'expected_rise': 0.007469111039839695, 'prob_up': 0.7067669034004211, 'investment_fraction': 0.04206493475846833, 'investment_amount': 1239.7118640831488, 'predicted_prob': 0.7067669034004211, 'allocated_amount': 1239.7118640831488, 'exit_date': Timestamp('2017-04-24 00:00:00')}, {'ticker': 'PPL', 'sector': 'Utilities', 'expected_rise': 0.007353415003125909, 'prob_up': 0.7037037014961243, 'investment_fraction': 0.03897796808585011, 'investment_amount': 845.487996055847, 'predicted_prob': 0.7037037014961243, 'allocated_amount': 845.487996055847, 'exit_date': Timestamp('2017-04-24 00:00:00')}, {'ticker': 'BP', 'sector': 'Basic Matierials', 'expected_rise': 0.008329984928378786, 'prob_up': 0.6582278609275818, 'investment_fraction': 0.030867002403219275, 'investment_amount': 3201.0895816604975, 'predicted_prob': 0.6582278609275818, 'allocated_amount': 3151.342913069224, 'exit_date': Timestamp('2017-04-24 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-18,30000.0,30000.0,100000.0,100000.0,0.0,0.0,0,HYBRID_KELLY_MPT,8941.375513349187,0.0,True,False,"{'BP': 0.14256398578582893, 'AGFS': 0.3000000000000001, 'MO': 0.07781385769537728, 'HSBC': 0.0, 'CELG': 0.11374175427300819, 'BA': 0.0, 'MCD': 0.0, 'CSCO': 0.3000000000000001, 'PPL': 0.06588040224578554}",[],[],5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-19,61515.66592733389,48481.50988614478,101515.66592733389,101515.66592733389,1515.6659273338857,0.01515665927333898,0,HYBRID_KELLY_MPT,18246.17195010402,13034.156041189111,True,False,"{'BP': 0.14342828847731912, 'AGFS': 0.29999999999999966, 'MO': 0.0763207242574525, 'MA': 1.8859839977002074e-17, 'CELG': 0.11435017037175348, 'ABB': 3.3923159092827787e-16, 'MCD': 3.090907705331808e-16, 'CSCO': 0.30000000000000004, 'PPL': 0.06590081689347446}","[{'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'UN', 'sector': 'Consumer Goods', 'allocated_amount': 10000.0, 'prob_up': 0.8648648858070374, 'expected_rise': 0.015040770148352544, 'actual_return': 0.0017681728185392487, 'pnl': 17.681728185392487, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'AGFS', 'sector': 'Conglomerates', 'allocated_amount': 10000.0, 'prob_up': 0.7808899283409119, 'expected_rise': 0.04495617153725769, 'actual_return': 0.15799999999999992, 'pnl': 1579.999999999999, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'CSCO', 'sector': 'Technology', 'allocated_amount': 10000.0, 'prob_up': 0.7346938848495483, 'expected_rise': 0.01000934866067947, 'actual_return': -0.008201580085150595, 'pnl': -82.01580085150594, 'exit_reason': 'scheduled'}]","[{'ticker': 'AGFS', 'sector': 'Conglomerates', 'expected_rise': 0.04570300174200292, 'prob_up': 0.7808899283409119, 'investment_fraction': 0.05978522123563135, 'investment_amount': 5473.8515850312, 'predicted_prob': 0.7808899283409119, 'allocated_amount': 5473.8515850312, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'CSCO', 'sector': 'Technology', 'expected_rise': 0.010035827013419502, 'prob_up': 0.7346938848495483, 'investment_fraction': 0.04797882261509663, 'investment_amount': 5473.851585031207, 'predicted_prob': 0.7346938848495483, 'allocated_amount': 5473.851585031207, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'expected_rise': 0.0079623247333241, 'prob_up': 0.5824176073074341, 'investment_fraction': 0.023390823090437825, 'investment_amount': 2086.452871126704, 'predicted_prob': 0.5824176073074341, 'allocated_amount': 2086.452871126704, 'exit_date': Timestamp('2017-04-26 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-20,71072.78698438818,48961.2046424472,102236.35052694425,102236.35052694425,720.6845996103724,0.00709924515617355,0,HYBRID_KELLY_MPT,22111.58234194098,22111.582341940975,True,False,"{'BP': 0.12512770352715238, 'AGFS': 0.30000000000000016, 'MO': 0.048611623767270754, 'MA': 1.2787893376275565e-16, 'CELG': 0.0949859015020696, 'BA': 9.914757619188976e-17, 'MCD': 1.2194561958552257e-17, 'CSCO': 0.2999999999999999, 'PPL': 0.13127477120350703}","[{'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'AGFS', 'sector': 'Conglomerates', 'allocated_amount': 6561.177749589908, 'prob_up': 0.7808899283409119, 'expected_rise': 0.04571167513931778, 'actual_return': 0.12962962962962954, 'pnl': 850.5230416135059, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'CSCO', 'sector': 'Technology', 'allocated_amount': 6561.177749589908, 'prob_up': 0.7346938848495483, 'expected_rise': 0.0100137156994471, 'actual_return': 0.006437860405820395, 'pnl': 42.23994644963463, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'MO', 'sector': 'Consumer Goods', 'allocated_amount': 1606.3567031769821, 'prob_up': 0.7067669034004211, 'expected_rise': 0.007474712727697865, 'actual_return': -0.010393569268649205, 'pnl': -16.695779664628933, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'PPL', 'sector': 'Utilities', 'allocated_amount': 1393.9841289878614, 'prob_up': 0.7037037014961243, 'expected_rise': 0.007395457230928492, 'actual_return': 0.0005293806386814648, 'pnl': 0.7379482085154194, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'BP', 'sector': 'Basic Matierials', 'allocated_amount': 3222.991125226772, 'prob_up': 0.6582278609275818, 'expected_rise': 0.008368247626725847, 'actual_return': -0.036671338880921334, 'pnl': -118.19139976339292, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'CELG', 'sector': 'Healthcare', 'allocated_amount': 2524.905042061601, 'prob_up': 0.5824176073074341, 'expected_rise': 0.008015482889227505, 'actual_return': -0.015022013343635399, 'pnl': -37.92915723326166, 'exit_reason': 'scheduled'}]","[{'ticker': 'AGFS', 'sector': 'Conglomerates', 'expected_rise': 0.04626164411709597, 'prob_up': 0.7808899283409119, 'investment_fraction': 0.0599549238113153, 'investment_amount': 6633.474702582297, 'predicted_prob': 0.7808899283409119, 'allocated_amount': 6633.474702582297, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'CSCO', 'sector': 'Technology', 'expected_rise': 0.010045082097528451, 'prob_up': 0.7346938848495483, 'investment_fraction': 0.048023068897755476, 'investment_amount': 6633.474702582291, 'predicted_prob': 0.7346938848495483, 'allocated_amount': 6633.474702582291, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'PPL', 'sector': 'Utilities', 'expected_rise': 0.008291025879052654, 'prob_up': 0.728076159954071, 'investment_fraction': 0.04397784625685421, 'investment_amount': 2902.6929128858083, 'predicted_prob': 0.728076159954071, 'allocated_amount': 2902.6929128858083, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'MO', 'sector': 'Consumer Goods', 'expected_rise': 0.0074163891067865724, 'prob_up': 0.7067669034004211, 'investment_fraction': 0.0419442258553505, 'investment_amount': 1074.8799217054625, 'predicted_prob': 0.7067669034004211, 'allocated_amount': 1074.8799217054625, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'BP', 'sector': 'Basic Matierials', 'expected_rise': 0.008298767320858588, 'prob_up': 0.6582278609275818, 'investment_fraction': 0.03081777669901243, 'investment_amount': 2766.7715197986086, 'predicted_prob': 0.6582278609275818, 'allocated_amount': 2766.7715197986086, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'expected_rise': 0.007974740023622875, 'prob_up': 0.5824176073074341, 'investment_fraction': 0.023427295335507116, 'investment_amount': 2100.288582386507, 'predicted_prob': 0.5824176073074341, 'allocated_amount': 2100.288582386507, 'exit_date': Timestamp('2017-04-27 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-21,62436.37308813487,42222.642081924096,102818.65424447317,102818.65424447317,582.3037175289159,0.005695662203586416,0,HYBRID_KELLY_MPT,20213.731006210823,20213.731006210775,True,False,"{'BP': 0.14618778456764042, 'AGFS': 0.29999999999999827, 'MO': 0.0, 'MA': 0.1625986848423814, 'CELG': 0.09121353058997916, 'BA': 1.3867219646070292e-15, 'AMZN': 1.12731043847799e-15, 'CSCO': 0.2999999999999983, 'PPL': 0.0}","[{'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'AGFS', 'sector': 'Conglomerates', 'allocated_amount': 3438.8222504100922, 'prob_up': 0.7808899283409119, 'expected_rise': 0.046376541054117745, 'actual_return': 0.1806981519507187, 'pnl': 621.3888255361153, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'CSCO', 'sector': 'Technology', 'allocated_amount': 3438.8222504100922, 'prob_up': 0.7346938848495483, 'expected_rise': 0.010020537587257718, 'actual_return': 0.012338125375578324, 'pnl': 42.42862006988812, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'MO', 'sector': 'Consumer Goods', 'allocated_amount': 1107.806807189218, 'prob_up': 0.7067669034004211, 'expected_rise': 0.007453453446821466, 'actual_return': 0.002384263574294554, 'pnl': 2.6413034177368027, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'PPL', 'sector': 'Utilities', 'allocated_amount': 968.499806885921, 'prob_up': 0.7037037014961243, 'expected_rise': 0.007376529530925185, 'actual_return': 0.009313410893378782, 'pnl': 9.020036651686583, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'BP', 'sector': 'Basic Matierials', 'allocated_amount': 2230.6877723553, 'prob_up': 0.6582278609275818, 'expected_rise': 0.008364396865698169, 'actual_return': -0.02829385376999971, 'pnl': -63.11475363754725, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'CELG', 'sector': 'Healthcare', 'allocated_amount': 1708.2258409081273, 'prob_up': 0.5824176073074341, 'expected_rise': 0.007977172914765886, 'actual_return': -0.017597388933645375, 'pnl': -30.060314508963746, 'exit_reason': 'scheduled'}]","[{'ticker': 'AGFS', 'sector': 'Conglomerates', 'expected_rise': 0.04661792630753068, 'prob_up': 0.7808899283409119, 'investment_fraction': 0.06006152030676695, 'investment_amount': 6064.119301863212, 'predicted_prob': 0.7808899283409119, 'allocated_amount': 6064.119301863212, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'CSCO', 'sector': 'Technology', 'expected_rise': 0.010020905089861663, 'prob_up': 0.7346938848495483, 'investment_fraction': 0.04798297287427957, 'investment_amount': 6064.119301863213, 'predicted_prob': 0.7346938848495483, 'allocated_amount': 6064.119301863213, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'MA', 'sector': 'Financial', 'expected_rise': 0.00834526581056715, 'prob_up': 0.7179487347602844, 'investment_fraction': 0.04292348271768533, 'investment_amount': 3286.7260773675466, 'predicted_prob': 0.7179487347602844, 'allocated_amount': 3286.7260773675466, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'BP', 'sector': 'Basic Matierials', 'expected_rise': 0.008291170950835685, 'prob_up': 0.6582278609275818, 'investment_fraction': 0.030789567300430972, 'investment_amount': 2955.0005536441813, 'predicted_prob': 0.6582278609275818, 'allocated_amount': 2955.0005536441813, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'expected_rise': 0.007989380568364566, 'prob_up': 0.5824176073074341, 'investment_fraction': 0.023470304683087136, 'investment_amount': 1843.7657714726213, 'predicted_prob': 0.5824176073074341, 'allocated_amount': 1843.7657714726213, 'exit_date': Timestamp('2017-04-28 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-24,50740.539492204705,45676.1517728553,102813.28280417802,102813.28280417803,-5.371440295155914,-5.224188484698189e-05,1,HYBRID_KELLY_MPT,16559.95919329663,5064.387719349414,True,False,"{'BP': 0.14371638757533434, 'AGFS': 0.29999999999999727, 'MO': 0.0, 'MA': 0.16210488047461638, 'CELG': 0.0941787319500517, 'BA': 1.364537856598891e-15, 'MCD': 2.4399771546977515e-15, 'CSCO': 0.2999999999999966, 'PPL': 0.0}","[{'date': Timestamp('2017-04-17 00:00:00'), 'exit_date': Timestamp('2017-04-24 00:00:00'), 'ticker': 'MO', 'sector': 'Consumer Goods', 'allocated_amount': 1239.7118640831488, 'prob_up': 0.7067669034004211, 'expected_rise': 0.007469111039839695, 'actual_return': 0.003319112247797573, 'pnl': 4.11474283181834, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-17 00:00:00'), 'exit_date': Timestamp('2017-04-24 00:00:00'), 'ticker': 'PPL', 'sector': 'Utilities', 'allocated_amount': 845.487996055847, 'prob_up': 0.7037037014961243, 'expected_rise': 0.007353415003125909, 'actual_return': 0.001845504877405757, 'pnl': 1.5603522205090852, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-17 00:00:00'), 'exit_date': Timestamp('2017-04-24 00:00:00'), 'ticker': 'BP', 'sector': 'Basic Matierials', 'allocated_amount': 3151.342913069224, 'prob_up': 0.6582278609275818, 'expected_rise': 0.008329984928378786, 'actual_return': -0.016557180033033858, 'pnl': -52.177351957512506, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-21 00:00:00'), 'exit_date': Timestamp('2017-04-24 00:00:00'), 'ticker': 'MA', 'sector': 'Financial', 'allocated_amount': 3286.7260773675466, 'prob_up': 0.7179487347602844, 'expected_rise': 0.00834526581056715, 'actual_return': 0.012514221033890438, 'pnl': 41.130816610029164, 'exit_reason': 'early_exit'}]","[{'ticker': 'MA', 'sector': 'Financial', 'expected_rise': 0.008357942525571382, 'prob_up': 0.7179487347602844, 'investment_fraction': 0.04294967911327483, 'investment_amount': 2684.4502056938745, 'predicted_prob': 0.7179487347602844, 'allocated_amount': 2684.4502056938745, 'exit_date': Timestamp('2017-05-01 00:00:00')}, {'ticker': 'BP', 'sector': 'Basic Matierials', 'expected_rise': 0.008290595028974862, 'prob_up': 0.6582278609275818, 'investment_fraction': 0.030787428593486106, 'investment_amount': 2379.937513655539, 'predicted_prob': 0.6582278609275818, 'allocated_amount': 2379.937513655539, 'exit_date': Timestamp('2017-05-01 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
2017-04-25,48370.57876003905,45830.25575345898,102823.2595856679,102823.2595856679,9.976781489876675,9.703786532000436e-05,1,HYBRID_KELLY_MPT,15837.953459363143,2540.3230065800753,True,False,"{'BP': 0.14287313784009745, 'AGFS': 0.2999999999999979, 'MO': 0.0, 'MA': 0.16039465029986416, 'CELG': 0.09673221186003876, 'BA': 1.7090953751535785e-15, 'MCD': 2.566030260357054e-15, 'CSCO': 0.29999999999999755, 'PPL': 0.0}","[{'date': Timestamp('2017-04-24 00:00:00'), 'exit_date': Timestamp('2017-04-25 00:00:00'), 'ticker': 'MA', 'sector': 'Financial', 'allocated_amount': 2684.4502056938745, 'prob_up': 0.7179487347602844, 'expected_rise': 0.008357942525571382, 'actual_return': 0.0037165083072561167, 'pnl': 9.976781489876675, 'exit_reason': 'early_exit'}]","[{'ticker': 'MA', 'sector': 'Financial', 'expected_rise': 0.00836972265138208, 'prob_up': 0.7179487347602844, 'investment_fraction': 0.042973980131749676, 'investment_amount': 2540.3230065800753, 'predicted_prob': 0.7179487347602844, 'allocated_amount': 2540.3230065800753, 'exit_date': Timestamp('2017-05-02 00:00:00')}]",5,100000.0,783,True,42,trained_models/,12,12,0.1,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.25,0.7,0.3,0.2,0.45,0.1,3,100.0,0.3,"[[0.05, 0.5], [0.1, 0.25]]"
