number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
37,0.0704547893295465,2026-03-13 06:46:48.439817,2026-03-13 07:06:29.068742,0 days 00:19:40.628925,64,4,0.3,0.00747338881324,10,meta_stance,128,32,1,1.1073789499983226,0.3,0.0871565551422625,0.0016399848422413,0.4,7,50,GRU,6,1,corn,10,2.931776964059457,0.436216727621955,9,0.639836534983997,0.3646947651387948,31,4.599669914580951e-06,0.5152573529411765,0.109648249113801,0.0704547893295465,0.1705882352941176,COMPLETE,0.109648249113801,0.1705882352941176,0.5152573529411765,0.0704547893295465
