number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
99,0.1425729615551765,2026-03-13 21:43:17.355664,2026-03-13 22:25:57.046170,0 days 00:42:39.690506,32,4,0.3,0.0048352190483685,15,meta,64,128,5,0.1779033980509572,0.2,0.0304647468973302,0.0064326314843035,0.4,7,20,BiGRU,6,1,corn,5,2.9191468819219515,0.9857495640228106,21,0.8660486562562025,0.1146010925357086,31,1.323925602363838e-05,0.5275735294117647,0.1146889129576375,0.1425729615551765,0.2080882352941176,COMPLETE,0.1146889129576375,0.2080882352941176,0.5275735294117647,0.1425729615551765
