number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
60,0.0699571203301711,2026-03-12 16:55:41.910843,2026-03-12 17:06:46.854909,0 days 00:11:04.944066,64,2,0.5,0.0076931428297874,10,meta,64,128,1,0.8275938099068307,0.4,0.0449211003567819,0.0046165593474384,0.4,7,20,LSTM,6,2,coral,15,1.7222953857200567,0.9529966958630036,9,0.7172147643872406,0.2640018418644725,31,1.384138688005604e-07,0.5176470588235295,0.1136026744035286,0.0699571203301711,0.178860294117647,COMPLETE,0.1136026744035286,0.178860294117647,0.5176470588235295,0.0699571203301711
