company,sector,model_type,problem_type,horizon_steps,mse,mae,r2,mcc,f1,precision,recall,directional_accuracy,val_directional_accuracy,val_mcc,val_f1,val_precision,val_recall,n_samples,train_samples,val_samples,test_samples,epochs_trained
AAPL,Consumer Goods,LSTM,regression,1,0.00025791928693561726,0.012852356875263482,-0.07285430118656411,0.0,0.6086956521739131,0.4375,1.0,0.4375,,,,,,1193,398,42,64,11
ABB,Industrial Goods,LSTM,regression,1,0.00013268399907744865,0.009775410562193318,-0.004696375958943566,0.0,0.0,0.0,0.0,0.4375,,,,,,1193,398,42,64,11
ABBV,Healthcare,LSTM,regression,1,0.0007054458210314929,0.01873025014916882,-0.0052518306494142575,0.0,0.0,0.0,0.0,0.46875,,,,,,1112,398,42,64,11
AEP,Utilities,LSTM,regression,1,0.00016708201892569032,0.00960396186717867,0.0015545984697045157,0.0,0.7450980392156863,0.59375,1.0,0.59375,,,,,,1193,398,42,64,11
AGFS,Conglomerates,LSTM,regression,1,0.002621058120509363,0.0277806227182651,-0.032582075865942306,0.0,0.5617977528089888,0.390625,1.0,0.390625,,,,,,636,110,42,64,11
AMGN,Healthcare,LSTM,regression,1,0.0003345066972758384,0.014604303824376719,-0.02764437642690032,0.0,0.0,0.0,0.0,0.4375,,,,,,1193,398,42,64,11
AMZN,Services,LSTM,regression,1,0.00034588664628426406,0.014132888116950154,-0.02895025608904933,-0.026100007954032563,0.6352941176470588,0.54,0.7714285714285715,0.515625,,,,,,1193,398,42,64,11
BA,Industrial Goods,LSTM,regression,1,0.0002049093390273269,0.010737253670233066,-0.015380909789939334,0.0,0.0,0.0,0.0,0.453125,,,,,,1193,398,42,64,11
BABA,Services,LSTM,regression,1,0.0006502591041747248,0.019401708227435588,-0.12486147721414298,0.0,0.0,0.0,0.0,0.484375,,,,,,680,154,42,64,11
BAC,Financial,LSTM,regression,1,0.00028455523767919705,0.013062354184829934,-0.0015494185349749223,-0.025025025025025027,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.5,,,,,,1193,398,42,64,11
BBL,Basic Matierials,LSTM,regression,1,0.0007099875239400895,0.021764595956788813,-0.020088217483397175,0.0,0.0,0.0,0.0,0.609375,,,,,,1193,398,42,64,11
BCH,Financial,LSTM,regression,1,0.00014270791670935247,0.009819844979629788,-0.029283279206647972,0.0,0.5934065934065934,0.421875,1.0,0.421875,,,,,,1193,398,42,64,11
BHP,Basic Matierials,LSTM,regression,1,0.0005976116877197459,0.0201081356909523,-0.04706023319871555,0.0,0.6086956521739131,0.4375,1.0,0.4375,,,,,,1193,398,42,64,11
BP,Basic Matierials,LSTM,regression,1,0.0003706864646207883,0.01478775520264259,0.0019081696038101281,0.0,0.0,0.0,0.0,0.59375,,,,,,1193,398,42,64,11
BRK-A,Financial,LSTM,regression,1,0.0001347057424997415,0.008872149164700499,-0.003222042220230703,0.0,0.0,0.0,0.0,0.5625,,,,,,1193,398,42,64,11
BSAC,Financial,LSTM,regression,1,0.00024103738707914105,0.012021913795385905,-0.01012869222624313,0.0,0.6086956521739131,0.4375,1.0,0.4375,,,,,,1193,398,42,64,11
BUD,Consumer Goods,LSTM,regression,1,0.00014751075691579258,0.009394788938860504,-0.07144612288692498,0.0,0.0,0.0,0.0,0.5,,,,,,1193,398,42,64,11
C,Financial,LSTM,regression,1,0.0002510225056421168,0.011828967282466879,-0.01584625995329314,0.0,0.0,0.0,0.0,0.59375,,,,,,1193,398,42,64,11
CAT,Industrial Goods,LSTM,regression,1,0.0002940509542562891,0.013116089404147241,-0.0025146271585276825,0.0,0.6666666666666666,0.5,1.0,0.5,,,,,,1193,398,42,64,11
CELG,Healthcare,LSTM,regression,1,0.000618180101005757,0.01895583610024834,-0.0030472949157973606,0.0,0.6804123711340206,0.515625,1.0,0.515625,,,,,,1193,398,42,64,11
CHL,Technology,LSTM,regression,1,0.00016429452255062538,0.010340655250977118,-0.03798405762236423,0.0,0.6526315789473685,0.484375,1.0,0.484375,,,,,,1193,398,42,64,11
CHTR,Services,LSTM,regression,1,0.00028618434547483503,0.012330637602968028,-0.026182854105488707,0.0,0.6666666666666666,0.5,1.0,0.5,,,,,,1193,398,42,64,11
CMCSA,Services,LSTM,regression,1,0.0001462461608773683,0.009780994691885474,0.0010991155776969297,0.0,0.0,0.0,0.0,0.53125,,,,,,1193,398,42,64,11
CODI,Conglomerates,LSTM,regression,1,0.00012554356379884963,0.00882225607480805,-0.017978035955894534,0.0,0.0,0.0,0.0,0.546875,,,,,,1193,398,42,64,11
CSCO,Technology,LSTM,regression,1,0.00021259883669078533,0.010499460862691684,-0.01506345385390695,0.0,0.0,0.0,0.0,0.5,,,,,,1193,398,42,64,11
CVX,Basic Matierials,LSTM,regression,1,0.00038357313145406303,0.016428281659039784,-0.00591015876457468,0.3438507522858819,0.5882352941176471,0.7142857142857143,0.5,0.671875,,,,,,1193,398,42,64,11
D,Utilities,LSTM,regression,1,0.00010995592405581726,0.00786226210983601,-0.04826208160306589,0.0,0.6666666666666666,0.5,1.0,0.5,,,,,,1193,398,42,64,11
