date,capital_start,capital_end,equity_start,equity_end,daily_pnl_realized,daily_return,early_exits_today,allocation_mode,budget_pre_caps,budget_post_caps,mpt_used,mpt_fallback_used,mpt_weights,exits_today,investments_made,H,initial_capital,initial_training_days,allow_overlap,early_exit_enabled,seed,model_save_path,min_sequence_length,max_sequence_length,kelly_fraction,sector_confidence_threshold,retrain_interval,max_day_gap,mpt_window_days,mpt_lambda,mpt_ridge_eps,mpt_max_weight,mpt_long_only,mpt_use_equal_fallback,mpt_only_budget_fraction,max_total_utilization,max_new_daily_utilization,max_ticker_utilization,max_sector_utilization,max_position_size,max_positions_per_ticker,min_trade_dollars,kelly_trade_cap,drawdown_throttle_levels,model_feature_set,model_feature_group,model_mcc_mean,model_type,model_n_classes,model_ordinal_head,model_sequence_length,model_hidden1,model_hidden2,model_num_layers,model_dropout,model_inter_rnn_drop,model_learning_rate,model_weight_decay,model_batch_size,model_max_epochs,model_early_stopping_patience,model_early_stopping_min_delta,model_lr_patience,model_lr_factor,model_horizon_steps,model_huber_delta,model_t_min,model_t_max,model_t_steps,model_tau_min,model_tau_max,model_tau_steps,model_lambda_balance,model_coord_rounds
2017-04-11,100000.0,70000.0,100000.0,100000.0,0.0,0.0,0,KELLY_ONLY,76322.2932858007,30000.0,False,False,,[],"[{'ticker': 'BABA', 'sector': 'Services', 'prob_up': 0.9834480285644531, 'predicted_prob': 0.9834480285644531, 'expected_rise': 0.0069318655878305435, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 10000.0, 'allocated_amount': 10000.0, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'HRG', 'sector': 'Conglomerates', 'prob_up': 0.9201850891113281, 'predicted_prob': 0.9201850891113281, 'expected_rise': 0.0063306670635938644, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 10000.0, 'allocated_amount': 10000.0, 'exit_date': Timestamp('2017-04-19 00:00:00')}, {'ticker': 'DHR', 'sector': 'Industrial Goods', 'prob_up': 0.8949576616287231, 'predicted_prob': 0.8949576616287231, 'expected_rise': 0.005433194804936647, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 10000.0, 'allocated_amount': 10000.0, 'exit_date': Timestamp('2017-04-19 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-12,70000.0,40000.0,100000.0,100000.0,0.0,0.0,0,KELLY_ONLY,50913.574932139585,30000.0,False,False,,[],"[{'ticker': 'BABA', 'sector': 'Services', 'prob_up': 0.9793485403060913, 'predicted_prob': 0.9793485403060913, 'expected_rise': 0.007018027827143669, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 7000.0, 'allocated_amount': 7000.0, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'HRG', 'sector': 'Conglomerates', 'prob_up': 0.9201850891113281, 'predicted_prob': 0.9201850891113281, 'expected_rise': 0.0063306670635938644, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 7000.0, 'allocated_amount': 7000.0, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'DHR', 'sector': 'Industrial Goods', 'prob_up': 0.8947373032569885, 'predicted_prob': 0.8947373032569885, 'expected_rise': 0.005431360565125942, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 7000.0, 'allocated_amount': 7000.0, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'NEE', 'sector': 'Utilities', 'prob_up': 0.843889057636261, 'predicted_prob': 0.843889057636261, 'expected_rise': 0.005486438050866127, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 7000.0, 'allocated_amount': 7000.0, 'exit_date': Timestamp('2017-04-20 00:00:00')}, {'ticker': 'CELG', 'sector': 'Healthcare', 'prob_up': 0.8437574505805969, 'predicted_prob': 0.8437574505805969, 'expected_rise': 0.007353019900619984, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 7000.0, 'allocated_amount': 2000.0, 'exit_date': Timestamp('2017-04-20 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-13,40000.0,30000.0,100000.0,100000.0,0.0,0.0,0,KELLY_ONLY,32384.00345153108,10000.0,False,False,,[],"[{'ticker': 'HRG', 'sector': 'Conglomerates', 'prob_up': 0.9213154911994934, 'predicted_prob': 0.9213154911994934, 'expected_rise': 0.006343073211610317, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 4000.0, 'allocated_amount': 4000.0, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'DHR', 'sector': 'Industrial Goods', 'prob_up': 0.8877038359642029, 'predicted_prob': 0.8877038359642029, 'expected_rise': 0.005373259540647268, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 4000.0, 'allocated_amount': 4000.0, 'exit_date': Timestamp('2017-04-21 00:00:00')}, {'ticker': 'ORCL', 'sector': 'Technology', 'prob_up': 0.8482926487922668, 'predicted_prob': 0.8482926487922668, 'expected_rise': 0.0026352612767368555, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 4000.0, 'allocated_amount': 2000.0, 'exit_date': Timestamp('2017-04-21 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-17,30000.0,30000.0,100000.0,100000.0,0.0,0.0,0,KELLY_ONLY,23769.98285529817,0.0,False,False,,[],[],5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-18,30000.0,30000.0,100000.0,100000.0,0.0,0.0,0,KELLY_ONLY,24451.54658611277,0.0,False,False,,[],[],5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-19,60014.98332368194,30010.488326577353,100014.98332368194,100014.98332368194,14.983323681947436,0.00014983323681949656,0,KELLY_ONLY,40595.01000259474,30004.49499710458,False,False,,"[{'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'BABA', 'sector': 'Services', 'allocated_amount': 10000.0, 'prob_up': 0.9834480285644531, 'expected_rise': 0.0069318655878305435, 'actual_return': 0.0028975008529970037, 'pnl': 28.975008529970037, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'HRG', 'sector': 'Conglomerates', 'allocated_amount': 10000.0, 'prob_up': 0.9201850891113281, 'expected_rise': 0.0063306670635938644, 'actual_return': -0.004067107269954295, 'pnl': -40.671072699542954, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-11 00:00:00'), 'exit_date': Timestamp('2017-04-19 00:00:00'), 'ticker': 'DHR', 'sector': 'Industrial Goods', 'allocated_amount': 10000.0, 'prob_up': 0.8949576616287231, 'expected_rise': 0.005433194804936647, 'actual_return': 0.0026679387851520353, 'pnl': 26.679387851520353, 'exit_reason': 'scheduled'}]","[{'ticker': 'HRG', 'sector': 'Conglomerates', 'prob_up': 0.9226526021957397, 'predicted_prob': 0.9226526021957397, 'expected_rise': 0.00635778671130538, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 6001.4983323681945, 'allocated_amount': 6001.4983323681945, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'CAT', 'sector': 'Industrial Goods', 'prob_up': 0.8692485094070435, 'predicted_prob': 0.8692485094070435, 'expected_rise': 0.0025754503440111876, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 6001.4983323681945, 'allocated_amount': 6001.4983323681945, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'PTR', 'sector': 'Basic Matierials', 'prob_up': 0.7557209134101868, 'predicted_prob': 0.7557209134101868, 'expected_rise': 0.003152422606945038, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 6001.4983323681945, 'allocated_amount': 6001.4983323681945, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'PM', 'sector': 'Consumer Goods', 'prob_up': 0.7296755313873291, 'predicted_prob': 0.7296755313873291, 'expected_rise': 0.002606587018817663, 'bucket_idx': 5, 'investment_fraction': 0.08509059715360856, 'investment_amount': 5106.710769175956, 'allocated_amount': 5106.710769175956, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'NEE', 'sector': 'Utilities', 'prob_up': 0.7247007489204407, 'predicted_prob': 0.7247007489204407, 'expected_rise': 0.0042665875516831875, 'bucket_idx': 5, 'investment_fraction': 0.09127752031949464, 'investment_amount': 5478.01885980151, 'allocated_amount': 5478.01885980151, 'exit_date': Timestamp('2017-04-26 00:00:00')}, {'ticker': 'MA', 'sector': 'Financial', 'prob_up': 0.646588921546936, 'predicted_prob': 0.646588921546936, 'expected_rise': 0.0013415514258667827, 'bucket_idx': 5, 'investment_fraction': 0.055375718270694776, 'investment_amount': 3323.3728085526564, 'allocated_amount': 1415.2703710225323, 'exit_date': Timestamp('2017-04-26 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-20,59931.57809279852,29980.821926970937,99936.0730899031,99936.0730899031,-78.91023377884186,-0.0007889841217435523,0,KELLY_ONLY,40036.3117648696,29950.75616582758,False,False,,"[{'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'BABA', 'sector': 'Services', 'allocated_amount': 7000.0, 'prob_up': 0.9793485403060913, 'expected_rise': 0.007018027827143669, 'actual_return': 0.021061213623642994, 'pnl': 147.42849536550096, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'HRG', 'sector': 'Conglomerates', 'allocated_amount': 7000.0, 'prob_up': 0.9201850891113281, 'expected_rise': 0.0063306670635938644, 'actual_return': 0.0025522715671260077, 'pnl': 17.865900969882055, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'DHR', 'sector': 'Industrial Goods', 'allocated_amount': 7000.0, 'prob_up': 0.8947373032569885, 'expected_rise': 0.005431360565125942, 'actual_return': -0.03335278134110786, 'pnl': -233.46946938775503, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'NEE', 'sector': 'Utilities', 'allocated_amount': 7000.0, 'prob_up': 0.843889057636261, 'expected_rise': 0.005486438050866127, 'actual_return': 0.002758409422971564, 'pnl': 19.308865960800947, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-12 00:00:00'), 'exit_date': Timestamp('2017-04-20 00:00:00'), 'ticker': 'CELG', 'sector': 'Healthcare', 'allocated_amount': 2000.0, 'prob_up': 0.8437574505805969, 'expected_rise': 0.007353019900619984, 'actual_return': -0.015022013343635399, 'pnl': -30.044026687270797, 'exit_reason': 'scheduled'}]","[{'ticker': 'BABA', 'sector': 'Services', 'prob_up': 0.9730204939842224, 'predicted_prob': 0.9730204939842224, 'expected_rise': 0.0071445852518081665, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 5993.157809279852, 'allocated_amount': 5993.157809279852, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'HRG', 'sector': 'Conglomerates', 'prob_up': 0.9199572205543518, 'predicted_prob': 0.9199572205543518, 'expected_rise': 0.006328169256448746, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 5993.157809279852, 'allocated_amount': 5993.157809279852, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'CSCO', 'sector': 'Technology', 'prob_up': 0.8461146950721741, 'predicted_prob': 0.8461146950721741, 'expected_rise': 0.006888664327561855, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 5993.157809279852, 'allocated_amount': 5993.157809279852, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'UN', 'sector': 'Consumer Goods', 'prob_up': 0.8429614901542664, 'predicted_prob': 0.8429614901542664, 'expected_rise': 0.003980576526373625, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 5993.157809279852, 'allocated_amount': 5993.157809279852, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'NEE', 'sector': 'Utilities', 'prob_up': 0.7372480034828186, 'predicted_prob': 0.7372480034828186, 'expected_rise': 0.004381001926958561, 'bucket_idx': 5, 'investment_fraction': 0.09622698086862763, 'investment_amount': 5767.034818562386, 'allocated_amount': 5767.034818562386, 'exit_date': Timestamp('2017-04-27 00:00:00')}, {'ticker': 'DHR', 'sector': 'Industrial Goods', 'prob_up': 0.7360857725143433, 'predicted_prob': 0.7360857725143433, 'expected_rise': 0.004258986562490463, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 5993.157809279852, 'allocated_amount': 211.09011014578573, 'exit_date': Timestamp('2017-04-27 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-21,39799.89884723636,29926.545003050564,99755.15001016852,99755.15001016852,-180.92307973456732,-0.001810388122533313,0,KELLY_ONLY,21239.313452037113,9873.353844185805,False,False,,"[{'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'HRG', 'sector': 'Conglomerates', 'allocated_amount': 4000.0, 'prob_up': 0.9213154911994934, 'expected_rise': 0.006343073211610317, 'actual_return': -0.002553575076608805, 'pnl': -10.21430030643522, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'DHR', 'sector': 'Industrial Goods', 'allocated_amount': 4000.0, 'prob_up': 0.8877038359642029, 'expected_rise': 0.005373259540647268, 'actual_return': -0.04756355849339666, 'pnl': -190.25423397358665, 'exit_reason': 'scheduled'}, {'date': Timestamp('2017-04-13 00:00:00'), 'exit_date': Timestamp('2017-04-21 00:00:00'), 'ticker': 'ORCL', 'sector': 'Technology', 'allocated_amount': 2000.0, 'prob_up': 0.8482926487922668, 'expected_rise': 0.0026352612767368555, 'actual_return': 0.009772727272727266, 'pnl': 19.545454545454533, 'exit_reason': 'scheduled'}]","[{'ticker': 'HRG', 'sector': 'Conglomerates', 'prob_up': 0.9159917831420898, 'predicted_prob': 0.9159917831420898, 'expected_rise': 0.00628487765789032, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 3979.9898847236373, 'allocated_amount': 3979.9898847236373, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'PCG', 'sector': 'Utilities', 'prob_up': 0.8162925839424133, 'predicted_prob': 0.8162925839424133, 'expected_rise': 0.005743731278926134, 'bucket_idx': 5, 'investment_fraction': 0.1, 'investment_amount': 3979.9898847236373, 'allocated_amount': 3979.9898847236373, 'exit_date': Timestamp('2017-04-28 00:00:00')}, {'ticker': 'PM', 'sector': 'Consumer Goods', 'prob_up': 0.7313228249549866, 'predicted_prob': 0.7313228249549866, 'expected_rise': 0.0026158688124269247, 'bucket_idx': 5, 'investment_fraction': 0.08556862559264083, 'investment_amount': 3405.6226430841466, 'allocated_amount': 1913.374074738531, 'exit_date': Timestamp('2017-04-28 00:00:00')}]",5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-24,29926.54500305056,29926.545003050564,99755.15001016852,99755.15001016852,0.0,0.0,0,KELLY_ONLY,18358.385622271722,0.0,False,False,,[],[],5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
2017-04-25,29926.54500305056,29926.545003050564,99755.15001016852,99755.15001016852,0.0,0.0,0,KELLY_ONLY,20370.292399728627,0.0,False,False,,[],[],5,100000.0,853,True,False,42,/mnt/primary/simulation/trained_models_multiclass_meta,12,12,0.2,0.3,200,5,60,1.0,0.0001,0.3,True,True,0.3,0.7,0.3,0.5,0.5,0.1,3,100.0,0.5,"[[0.08, 0.6], [0.15, 0.35]]",meta_emotion,nlp,0.1259823649942869,GRU,6,coral,20,128,128,2,0.3,0.3,0.0005466347365856,0.0003650001848317,64,50,10,0.0041366748730481,5,0.8,5,0.1411251559858494,0.7276744145783006,1.793808725179512,21,0.2057532757859396,0.7138661773078487,21,0.0647282490194046,4
