number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
68,0.3118790336074388,2026-03-12 01:28:21.800522,2026-03-12 01:32:08.603540,0 days 00:03:46.803018,32,0.2,0.0003639168471476,10,meta_stance,256,32,1,0.217780423682627,0.3,0.0013494576178857,0.4,10,20,LSTM,1,10,1.9202400781865245e-07,0.6257703081232494,0.5617793026293144,0.3118790336074388,0.6856880377771595,0.6364741049277801,COMPLETE,0.5617793026293144,0.3118790336074388,0.6856880377771595,0.6364741049277801,0.6257703081232494
