number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
59,0.16483125553452502,2026-03-04 21:42:18.734883,2026-03-04 22:01:22.722402,0 days 00:19:03.987519,64,2,0.0,0.008195255552059197,10,sector_finbert,128,128,0.9641893050096582,0.4,0.08917527778101471,0.00937438080305369,0.4,7,30,BiLSTM,6,2,corn,20,2.2623599526979175,0.6393857268115273,15,0.7292717583041727,0.31963449758964524,31,2.353546578550753e-05,0.540948275862069,0.1318139698169324,0.16483125553452502,0.21102729885057472,COMPLETE,0.1318139698169324,0.21102729885057472,0.540948275862069,0.16483125553452502
57,0.15833712361948765,2026-03-04 20:41:56.678843,2026-03-04 21:17:13.037949,0 days 00:35:16.359106,64,4,0.1,0.0036617910731776273,10,sector,128,64,1.8713262692016366,0.30000000000000004,0.08526945097266546,0.006911902466639325,0.4,7,30,BiLSTM,6,2,corn,20,2.6257344422383273,0.9236035011373586,15,0.6152489492370956,0.22234810323822513,31,0.0002946707157879159,0.5368175287356322,0.1231263779564644,0.15833712361948765,0.20994971264367815,COMPLETE,0.1231263779564644,0.20994971264367815,0.5368175287356322,0.15833712361948765
65,0.156557696248474,2026-03-05 00:10:31.984147,2026-03-05 00:29:30.796783,0 days 00:18:58.812636,64,2,0.0,0.006534323311714338,10,sector_all_nlp,128,128,1.36954409200581,0.4,0.081935178301313,0.0027663481310921316,0.4,7,30,BiLSTM,6,1,corn,15,1.5318863499277122,0.7040986254775933,15,0.6037210057810881,0.3136626238608255,31,8.532068737305958e-06,0.5294540229885057,0.1290257600302976,0.156557696248474,0.21030890804597702,COMPLETE,0.1290257600302976,0.21030890804597702,0.5294540229885057,0.156557696248474
18,0.14838604633830133,2026-03-04 02:51:28.290652,2026-03-04 03:05:18.972891,0 days 00:13:50.682239,64,2,0.0,0.007336549063531412,10,sector_sentiment,128,64,1.4605684642897039,0.30000000000000004,0.06322071431959994,0.00034951121636903174,0.4,10,30,BiLSTM,6,2,corn,10,2.3152402447726064,0.8821215702005721,15,0.7266185638270573,0.39851993670018215,21,1.5690073151937976e-07,0.5414870689655172,0.1142110624369912,0.14838604633830133,0.19827586206896552,COMPLETE,0.1142110624369912,0.19827586206896552,0.5414870689655172,0.14838604633830133
45,0.14804226559654615,2026-03-04 14:41:41.365287,2026-03-04 15:00:51.083291,0 days 00:19:09.718004,64,2,0.1,0.005360576255507995,10,sector,128,128,1.4380093904096969,0.30000000000000004,0.07510984497145559,0.009878018832706743,0.4,7,30,BiLSTM,6,2,corn,20,2.048428390032596,0.7672123747342141,15,0.6757144267215222,0.32619116833235323,31,1.546862122574352e-05,0.5427442528735632,0.13688006127629604,0.14804226559654615,0.21839080459770116,COMPLETE,0.13688006127629604,0.21839080459770116,0.5427442528735632,0.14804226559654615
53,0.14678960967001134,2026-03-04 19:30:36.973053,2026-03-04 19:49:44.637429,0 days 00:19:07.664376,64,2,0.1,0.005273179410752254,10,sector,128,128,1.5900295327741638,0.30000000000000004,0.09591835774046287,0.00531618040004577,0.4,7,30,BiLSTM,6,2,corn,20,2.645519000375797,0.9726542118533408,15,0.640579663776743,0.20661400890502601,31,0.00036939522589410253,0.5319683908045977,0.12835806245073425,0.14678960967001134,0.21066810344827586,COMPLETE,0.12835806245073425,0.21066810344827586,0.5319683908045977,0.14678960967001134
98,0.1464825762570749,2026-03-05 15:41:54.090523,2026-03-05 16:06:46.161297,0 days 00:24:52.070774,64,2,0.4,0.0029396826283554682,10,sector_emotion,256,128,1.8015837715579501,0.0,0.09666634041661375,0.009300863498739485,0.8,10,20,BiLSTM,6,1,corn,20,2.0625274923362102,0.6296501554905876,21,0.7096991811522488,0.20023501754563147,31,3.4620907411959963e-07,0.5463362068965517,0.1352860436294536,0.1464825762570749,0.2059985632183908,COMPLETE,0.1352860436294536,0.2059985632183908,0.5463362068965517,0.1464825762570749
50,0.14577261289663268,2026-03-04 17:44:19.450220,2026-03-04 18:01:51.904939,0 days 00:17:32.454719,64,2,0.30000000000000004,0.0038640829279896023,10,sector,128,128,1.3109464249779392,0.4,0.06656745890009147,0.0023681856409590524,0.4,7,30,BiGRU,6,1,corn,20,2.6961818009299283,1.0437863717804818,15,0.7051296774893804,0.3419711337313805,31,2.5898782569408105e-05,0.5348419540229885,0.11757124612541078,0.14577261289663268,0.1995330459770115,COMPLETE,0.11757124612541078,0.1995330459770115,0.5348419540229885,0.14577261289663268
35,0.14542106334043695,2026-03-04 10:02:33.521686,2026-03-04 10:27:41.099863,0 days 00:25:07.578177,64,2,0.5,0.004514599945919382,10,sector_all_nlp,256,128,1.7150768480332856,0.0,0.08469090731735707,0.009083838944705895,0.8,10,20,BiLSTM,6,1,corn,20,1.7890635585162946,0.45617502965577683,21,0.7050426139938086,0.3736109515758247,31,8.542256681493833e-06,0.5280172413793104,0.12834773520569612,0.14542106334043695,0.20330459770114942,COMPLETE,0.12834773520569612,0.20330459770114942,0.5280172413793104,0.14542106334043695
44,0.1445215051344525,2026-03-04 13:30:04.763915,2026-03-04 14:41:41.364456,0 days 01:11:36.600541,32,6,0.30000000000000004,0.008784138931452272,15,sector_all_nlp,64,128,1.5194547264431455,0.2,0.08049710378723535,0.0051452781943111085,0.8,10,20,BiLSTM,6,1,corn,20,1.8296219648948058,0.24733546999309095,21,0.7147586993317588,0.3369219281402055,31,0.00016414996466338272,0.5574712643678161,0.14121513734080549,0.1445215051344525,0.2153376436781609,COMPLETE,0.14121513734080549,0.2153376436781609,0.5574712643678161,0.1445215051344525
