number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
67,0.13333080669564237,2026-03-14 10:25:14.665119,2026-03-14 10:36:21.003609,0 days 00:11:06.338490,64,2,0.5,0.008428786297200744,15,meta_emotion,128,128,5,1.7868620334232848,0.0,0.04450710480709219,0.0006462322556881162,0.4,5,30,BiLSTM,6,1,corn,15,3.2025952823864454,0.5408733078221508,9,0.6375851002948068,0.36507188285853115,31,0.0006060690188195564,0.5283088235294118,0.11638646954264888,0.13333080669564237,0.19025735294117646,COMPLETE,0.11638646954264888,0.19025735294117646,0.5283088235294118,0.13333080669564237
21,0.13081445517824028,2026-03-13 01:20:24.754595,2026-03-13 01:50:05.053543,0 days 00:29:40.298948,64,4,0.30000000000000004,0.005196877529239825,15,meta_emotion,128,128,5,0.32911025868225413,0.2,0.0906619964278119,0.007684578488148076,0.8,5,50,BiLSTM,6,2,coral,20,1.998645139645526,0.4780311693354089,21,0.6744114698115523,0.2701322408529873,21,0.0006785362888767233,0.5224264705882353,0.12844878496056694,0.13081445517824028,0.20753676470588237,COMPLETE,0.12844878496056694,0.20753676470588237,0.5224264705882353,0.13081445517824028
71,0.12742354559890623,2026-03-14 11:16:01.534699,2026-03-14 11:32:11.558002,0 days 00:16:10.023303,64,2,0.4,0.008495025336261248,15,meta_finbert,64,128,5,1.4253151667942952,0.0,0.07079967747235219,0.004024628033525867,0.4,5,30,BiLSTM,6,1,corn,10,2.7482983881823544,0.5959977806629964,15,0.6322066256561386,0.35029595656127266,31,0.00020198355375162846,0.518014705882353,0.11746148008545632,0.12742354559890623,0.20330882352941176,COMPLETE,0.11746148008545632,0.20330882352941176,0.518014705882353,0.12742354559890623
59,0.1253770343486047,2026-03-14 05:50:09.025309,2026-03-14 06:31:21.690703,0 days 00:41:12.665394,64,4,0.5,0.008713132130611038,15,meta_emotion,128,128,5,1.7035155269740527,0.1,0.05714857565950373,0.006555404817259986,0.4,5,30,BiLSTM,6,1,corn,20,2.9898267492805592,0.8619350976006958,21,0.6631641336270736,0.36302203817291234,31,0.0002013735014272281,0.5145220588235294,0.11473321788006989,0.1253770343486047,0.203125,COMPLETE,0.11473321788006989,0.203125,0.5145220588235294,0.1253770343486047
68,0.12524164881853397,2026-03-14 10:36:21.004407,2026-03-14 10:53:05.763002,0 days 00:16:44.758595,64,2,0.5,0.00992830180930749,15,meta_emotion,64,128,5,1.9784849189135754,0.1,0.05779373288718228,0.0009858959927586328,0.4,5,30,BiLSTM,6,1,corn,15,2.8371979361281756,0.48693368272356474,15,0.6208623266028258,0.37316467549527205,31,0.00048315732414622116,0.5181985294117647,0.12065130638841227,0.12524164881853397,0.18125,COMPLETE,0.12065130638841227,0.18125,0.5181985294117647,0.12524164881853397
83,0.12462114402244277,2026-03-14 16:49:36.431213,2026-03-14 17:05:31.264465,0 days 00:15:54.833252,64,2,0.5,0.009671547908081852,15,meta_emotion,64,128,5,1.6957314432313195,0.1,0.015749759939904212,0.0025847224574844247,0.4,10,30,BiLSTM,6,1,corn,20,2.8420193519342165,0.5947452669365367,15,0.6254671315849026,0.3512449205816791,31,0.00019614440339022887,0.5303308823529411,0.11952922236360147,0.12462114402244277,0.19779411764705881,COMPLETE,0.11952922236360147,0.19779411764705881,0.5303308823529411,0.12462114402244277
58,0.12235965104007519,2026-03-14 04:56:09.576777,2026-03-14 05:50:09.024578,0 days 00:53:59.447801,64,4,0.2,0.006389439647044316,15,meta_emotion,128,128,5,1.8731505138184612,0.1,0.06189563278917572,0.0014306982443728644,0.4,5,30,BiLSTM,6,2,corn,15,2.693065857644999,0.5647663543760827,21,0.6686244035853052,0.3106492260086473,41,0.0004068571475988949,0.5117647058823529,0.11738017836692685,0.12235965104007519,0.20772058823529413,COMPLETE,0.11738017836692685,0.20772058823529413,0.5117647058823529,0.12235965104007519
98,0.12231463598953898,2026-03-14 23:26:14.525257,2026-03-14 23:52:49.089935,0 days 00:26:34.564678,64,2,0.30000000000000004,0.0054301145695078885,15,meta_emotion,128,64,5,1.6290441525665709,0.0,0.08130469074663826,0.0008500810121859207,0.4,5,30,BiLSTM,6,2,corn,15,3.018343639132585,0.41682348852294465,21,0.709303666465692,0.2570854095012072,41,0.0005712651225624352,0.5270220588235294,0.12383206694691226,0.12231463598953898,0.20220588235294118,COMPLETE,0.12383206694691226,0.20220588235294118,0.5270220588235294,0.12231463598953898
65,0.1220444362061354,2026-03-14 09:36:19.895871,2026-03-14 10:05:28.638289,0 days 00:29:08.742418,64,2,0.30000000000000004,0.005759662697042333,15,meta_emotion,256,128,5,1.55029573692431,0.1,0.03724338143973604,0.000361250750570774,0.8,5,30,BiLSTM,6,2,corn,15,3.1548170174980297,0.6006603602834399,21,0.7198154511227192,0.3223521160296529,41,0.0008210330537008213,0.5209558823529412,0.11404519311334702,0.1220444362061354,0.18860294117647058,COMPLETE,0.11404519311334702,0.18860294117647058,0.5209558823529412,0.1220444362061354
31,0.12131829164021275,2026-03-13 07:44:47.019241,2026-03-13 09:04:20.974219,0 days 01:19:33.954978,64,6,0.8,0.008650461338414957,15,meta_all_nlp,128,128,5,0.680022879708398,0.4,0.07856479012562158,0.001882516415825855,0.8,10,30,LSTM,6,2,corn,20,3.3795270032249967,0.5873905207984306,21,0.7579466748452554,0.3267918458459822,41,0.0005217925706609263,0.5375,0.11676467908440767,0.12131829164021275,0.21323529411764705,COMPLETE,0.11676467908440767,0.21323529411764705,0.5375,0.12131829164021275
