company,sector,model_type,problem_type,horizon_steps,mse,mae,r2,mcc,f1,precision,recall,directional_accuracy,val_directional_accuracy,val_mcc,val_f1,val_precision,val_recall,n_samples,train_samples,val_samples,test_samples,epochs_trained,best_threshold,best_threshold_metric,isotonic_used
AAPL,Consumer Goods,BiGRU,classification,5,,,,0.26639771383306554,0.22857142857142856,1.0,0.12903225806451613,0.578125,0.7142857142857143,0.4300756154038903,0.6666666666666666,0.75,0.6,1184,398,42,64,16,0.36499999999999994,0.4300756154038903,True
ABB,Industrial Goods,BiGRU,classification,5,,,,0.05088020923938863,0.18181818181818182,0.5,0.1111111111111111,0.578125,0.7857142857142857,0.5198752449100363,0.5263157894736842,1.0,0.35714285714285715,1184,398,42,64,16,0.5049999999999999,0.5198752449100363,True
ABBV,Healthcare,BiGRU,classification,5,,,,0.0,0.6086956521739131,0.4375,1.0,0.4375,0.8333333333333334,0.544656513504933,0.5333333333333333,1.0,0.36363636363636365,1103,398,42,64,20,0.4049999999999999,0.544656513504933,True
AEP,Utilities,BiGRU,classification,5,,,,0.3646984043128985,0.7659574468085106,0.6206896551724138,1.0,0.65625,0.7380952380952381,0.46860921309188386,0.8253968253968254,0.7027027027027027,1.0,1184,398,42,64,17,0.05,0.46860921309188386,True
AGFS,Conglomerates,BiGRU,classification,5,,,,0.0,0.5287356321839081,0.359375,1.0,0.359375,0.7380952380952381,0.5847053462046862,0.7317073170731707,0.5769230769230769,1.0,627,105,42,64,19,0.05,0.5847053462046862,True
AMGN,Healthcare,BiGRU,classification,5,,,,0.10619766763577224,0.2978723404255319,0.7,0.1891891891891892,0.484375,0.8095238095238095,0.5573704017131538,0.6363636363636364,0.875,0.5,1184,398,42,64,20,0.5049999999999999,0.5573704017131538,True
AMZN,Services,BiGRU,classification,5,,,,0.10728412736822167,0.5151515151515151,0.7391304347826086,0.3953488372093023,0.5,0.7619047619047619,0.5516187241049897,0.782608695652174,0.9,0.6923076923076923,1184,398,42,64,17,0.4049999999999999,0.5516187241049897,True
BA,Industrial Goods,BiGRU,classification,5,,,,0.1972421118046462,0.6060606060606061,0.5555555555555556,0.6666666666666666,0.59375,0.7857142857142857,0.5734966396779716,0.8085106382978723,0.8636363636363636,0.76,1184,398,42,64,18,0.30499999999999994,0.5734966396779716,True
BABA,Services,BiGRU,classification,5,,,,0.22549380840084865,0.2222222222222222,1.0,0.125,0.453125,0.6666666666666666,0.4015838239338422,0.6111111111111112,0.4782608695652174,0.8461538461538461,671,149,42,64,17,0.22499999999999998,0.4015838239338422,True
BAC,Financial,BiGRU,classification,5,,,,0.34078304276295374,0.7708333333333334,0.6271186440677966,1.0,0.65625,0.6190476190476191,0.39285714285714285,0.6190476190476191,0.4642857142857143,0.9285714285714286,1184,398,42,64,17,0.20499999999999996,0.39285714285714285,True
BBL,Basic Matierials,BiGRU,classification,5,,,,0.13337402006822544,0.4358974358974359,0.2786885245901639,1.0,0.3125,0.7380952380952381,0.58309518948453,0.7555555555555555,0.6071428571428571,1.0,1184,398,42,64,16,0.05,0.58309518948453,True
BCH,Financial,BiGRU,classification,5,,,,0.29012942659282975,0.5405405405405406,0.37037037037037035,1.0,0.46875,0.6428571428571429,0.3855498004780299,0.7457627118644068,0.5945945945945946,1.0,1184,398,42,64,16,0.05,0.3855498004780299,True
BHP,Basic Matierials,BiGRU,classification,5,,,,0.09740984493350237,0.43243243243243246,0.2807017543859649,0.9411764705882353,0.34375,0.7142857142857143,0.3333333333333333,0.45454545454545453,0.7142857142857143,0.3333333333333333,1184,398,42,64,20,0.33499999999999996,0.3333333333333333,True
BP,Basic Matierials,BiGRU,classification,5,,,,0.20681222710030994,0.5633802816901409,0.4166666666666667,0.8695652173913043,0.515625,0.8333333333333334,0.6581316394931646,0.8,0.7777777777777778,0.8235294117647058,1184,398,42,64,20,0.33499999999999996,0.6581316394931646,True
BRK-A,Financial,BiGRU,classification,5,,,,0.2374905254044498,0.35,0.7777777777777778,0.22580645161290322,0.59375,0.6904761904761905,0.3362055740676945,0.5806451612903226,0.5625,0.6,1184,398,42,64,16,0.31499999999999995,0.3362055740676945,True
BSAC,Financial,BiGRU,classification,5,,,,0.12115833547198933,0.48148148148148145,0.41935483870967744,0.5652173913043478,0.5625,0.7380952380952381,0.48576827737528583,0.5925925925925926,0.8888888888888888,0.4444444444444444,1184,398,42,64,16,0.42999999999999994,0.48576827737528583,True
BUD,Consumer Goods,BiGRU,classification,5,,,,0.1962671679947149,0.20408163265306123,1.0,0.11363636363636363,0.390625,0.7142857142857143,0.4812177395114532,0.7,0.5833333333333334,0.875,1184,398,42,64,16,0.16999999999999998,0.4812177395114532,True
C,Financial,BiGRU,classification,5,,,,0.18508449659368734,0.24390243902439024,0.8333333333333334,0.14285714285714285,0.515625,0.7619047619047619,0.39001443877898934,0.4444444444444444,0.8,0.3076923076923077,1184,398,42,64,17,0.37999999999999995,0.39001443877898934,True
CAT,Industrial Goods,BiGRU,classification,5,,,,0.18385377391488594,0.6956521739130435,0.5423728813559322,0.9696969696969697,0.5625,0.5476190476190477,0.14745196318789316,0.5581395348837209,0.46153846153846156,0.7058823529411765,1184,398,42,64,20,0.31499999999999995,0.14745196318789316,True
CELG,Healthcare,BiGRU,classification,5,,,,0.14640316381507212,0.6301369863013698,0.5897435897435898,0.6764705882352942,0.578125,0.8333333333333334,0.6904602208326344,0.8292682926829268,0.7391304347826086,0.9444444444444444,1184,398,42,64,16,0.075,0.6904602208326344,True
CHL,Technology,BiGRU,classification,5,,,,-0.10444659357341869,0.4057971014492754,0.2857142857142857,0.7,0.359375,0.7380952380952381,0.4811252243246881,0.717948717948718,0.6666666666666666,0.7777777777777778,1184,398,42,64,18,0.37999999999999995,0.4811252243246881,True
CHTR,Services,BiGRU,classification,5,,,,0.19120444499264716,0.125,1.0,0.06666666666666667,0.5625,0.5952380952380952,0.3067859955389482,0.5405405405405406,0.8333333333333334,0.4,1184,398,42,64,16,0.5399999999999999,0.3067859955389482,True
CMCSA,Services,BiGRU,classification,5,,,,0.3069288458707305,0.6461538461538462,0.5675675675675675,0.75,0.640625,0.7619047619047619,0.5325352101035199,0.8214285714285714,0.71875,0.9583333333333334,1184,398,42,64,16,0.20499999999999996,0.5325352101035199,True
CODI,Conglomerates,BiGRU,classification,5,,,,0.11374086301780362,0.5714285714285714,0.4067796610169492,0.96,0.4375,0.5476190476190477,0.35082320772281167,0.6274509803921569,0.45714285714285713,1.0,1184,398,42,64,16,0.05,0.35082320772281167,True
CSCO,Technology,BiGRU,classification,5,,,,0.3672516156254449,0.7341772151898734,0.6304347826086957,0.8787878787878788,0.671875,0.5952380952380952,0.32444284226152503,0.711864406779661,0.5526315789473685,1.0,1184,398,42,64,16,0.05,0.32444284226152503,True
CVX,Basic Matierials,BiGRU,classification,5,,,,0.0,0.0,0.0,0.0,0.5,0.5,0.14890583938253493,0.08695652173913043,1.0,0.045454545454545456,1184,398,42,64,18,0.6699999999999999,0.14890583938253493,True
D,Utilities,BiGRU,classification,5,,,,0.1796053020267749,0.6808510638297872,0.5161290322580645,1.0,0.53125,0.6904761904761905,0.42447635997800887,0.7868852459016393,0.6486486486486487,1.0,1184,398,42,64,16,0.05,0.42447635997800887,True
DHR,Industrial Goods,BiGRU,classification,5,,,,0.12998877418150556,0.0625,1.0,0.03225806451612903,0.53125,0.7142857142857143,0.4121678698554467,0.5,0.8571428571428571,0.35294117647058826,1184,398,42,64,16,0.4049999999999999,0.4121678698554467,True
DIS,Services,BiGRU,classification,5,,,,-0.19120444499264716,0.0,0.0,0.0,0.4375,0.7857142857142857,0.5601120336112039,0.7428571428571429,0.7647058823529411,0.7222222222222222,1184,398,42,64,16,0.4049999999999999,0.5601120336112039,True
DUK,Utilities,BiGRU,classification,5,,,,0.31814238148788887,0.6857142857142857,0.631578947368421,0.75,0.65625,0.7142857142857143,0.513402083504153,0.7,0.9333333333333333,0.56,1184,398,42,64,17,0.5299999999999999,0.513402083504153,True
EXC,Utilities,BiGRU,classification,5,,,,-0.08222643447147887,0.4927536231884058,0.4358974358974359,0.5666666666666667,0.453125,0.7619047619047619,0.5956833971812705,0.6875,1.0,0.5238095238095238,1184,398,42,64,16,0.41999999999999993,0.5956833971812705,True
FB,Technology,BiGRU,classification,5,,,,0.2135744251723958,0.6923076923076923,0.675,0.7105263157894737,0.625,0.6428571428571429,0.32025630761017426,0.7619047619047619,0.6153846153846154,1.0,1184,398,42,64,16,0.05,0.32025630761017426,True
GD,Industrial Goods,BiGRU,classification,5,,,,0.2898721340676896,0.6265060240963856,0.45614035087719296,1.0,0.515625,0.5476190476190477,0.2581988897471611,0.6415094339622641,0.4857142857142857,0.9444444444444444,1184,398,42,64,16,0.25499999999999995,0.2581988897471611,True
GE,Industrial Goods,BiGRU,classification,5,,,,0.17407765595569785,0.16666666666666666,1.0,0.09090909090909091,0.375,0.7619047619047619,0.5205661023060123,0.8,0.7407407407407407,0.8695652173913043,1184,398,42,64,18,0.21499999999999997,0.5205661023060123,True
GOOG,Technology,BiGRU,classification,5,,,,0.0,0.0,0.0,0.0,0.34375,0.7619047619047619,0.5465936063340355,0.8148148148148148,0.7096774193548387,0.9565217391304348,1184,398,42,64,20,0.20499999999999996,0.5465936063340355,True
HD,Services,BiGRU,classification,5,,,,0.0,0.0,0.0,0.0,0.375,0.47619047619047616,0.14194527943608679,0.08333333333333333,1.0,0.043478260869565216,1184,398,42,64,16,0.5399999999999999,0.14194527943608679,True
HON,Industrial Goods,BiGRU,classification,5,,,,0.20831324236136575,0.16216216216216217,1.0,0.08823529411764706,0.515625,0.6904761904761905,0.4979295977319692,0.5806451612903226,1.0,0.4090909090909091,1184,398,42,64,16,0.6699999999999999,0.4979295977319692,True
HRG,Conglomerates,BiGRU,classification,5,,,,0.23947885119245152,0.3,0.8571428571428571,0.18181818181818182,0.5625,0.7380952380952381,0.397705839334203,0.5217391304347826,0.75,0.4,1184,398,42,64,19,0.36999999999999994,0.397705839334203,True
HSBC,Financial,BiGRU,classification,5,,,,0.18530847246896864,0.12121212121212122,1.0,0.06451612903225806,0.546875,0.8333333333333334,0.6026026663356221,0.72,0.75,0.6923076923076923,1184,398,42,64,16,0.33499999999999996,0.6026026663356221,True
IEP,Conglomerates,BiGRU,classification,5,,,,0.1482245279713017,0.5316455696202531,0.3684210526315789,0.9545454545454546,0.421875,0.7857142857142857,0.6111753868860832,0.7567567567567568,0.6363636363636364,0.9333333333333333,1184,398,42,64,17,0.25499999999999995,0.6111753868860832,True
INTC,Technology,BiGRU,classification,5,,,,0.29277002188455997,0.2926829268292683,1.0,0.17142857142857143,0.546875,0.7380952380952381,0.4647058823529412,0.8135593220338984,0.7058823529411765,0.96,1184,398,42,64,16,0.20499999999999996,0.4647058823529412,True
JNJ,Healthcare,BiGRU,classification,5,,,,0.16050272309770905,0.13333333333333333,1.0,0.07142857142857142,0.390625,0.6904761904761905,0.4491707759470915,0.48,1.0,0.3157894736842105,1184,398,42,64,16,0.4649999999999999,0.4491707759470915,True
JPM,Financial,BiGRU,classification,5,,,,0.09309654430591613,0.2916666666666667,0.7,0.18421052631578946,0.46875,0.7619047619047619,0.4823819106188661,0.6153846153846154,0.8,0.5,1184,398,42,64,17,0.33499999999999996,0.4823819106188661,True
KO,Consumer Goods,BiGRU,classification,5,,,,0.0,0.0,0.0,0.0,0.4375,0.8333333333333334,0.6581316394931646,0.8,0.8235294117647058,0.7777777777777778,1184,398,42,64,17,0.30499999999999994,0.6581316394931646,True
LMT,Industrial Goods,BiGRU,classification,5,,,,-0.0773989713028147,0.11428571428571428,0.3333333333333333,0.06896551724137931,0.515625,0.6428571428571429,0.4264014327112209,0.4827586206896552,1.0,0.3181818181818182,1184,398,42,64,16,0.42999999999999994,0.4264014327112209,True
MA,Financial,BiGRU,classification,5,,,,0.06527939662729701,0.4,0.6470588235294118,0.2894736842105263,0.484375,0.5714285714285714,0.2041241452319315,0.6086956521739131,0.5,0.7777777777777778,1184,398,42,64,16,0.29,0.2041241452319315,True
MCD,Services,BiGRU,classification,5,,,,0.1441007540660505,0.125,1.0,0.06666666666666667,0.34375,0.7142857142857143,0.4121678698554467,0.8,0.6857142857142857,0.96,1184,398,42,64,16,0.33499999999999996,0.4121678698554467,True
MDT,Healthcare,BiGRU,classification,5,,,,0.13912166872805048,0.09523809523809523,1.0,0.05,0.40625,0.7142857142857143,0.4457893447634325,0.45454545454545453,1.0,0.29411764705882354,1184,398,42,64,16,0.4049999999999999,0.4457893447634325,True
MMM,Industrial Goods,BiGRU,classification,5,,,,0.23502786055720126,0.20512820512820512,1.0,0.11428571428571428,0.515625,0.7619047619047619,0.5138888888888888,0.7222222222222222,0.7222222222222222,0.7222222222222222,1184,398,42,64,16,0.25499999999999995,0.5138888888888888,True
MO,Consumer Goods,BiGRU,classification,5,,,,-0.1405726992011029,0.6363636363636364,0.5714285714285714,0.717948717948718,0.5,0.5952380952380952,0.21320071635561044,0.7017543859649122,0.5714285714285714,0.9090909090909091,1184,398,42,64,16,0.33499999999999996,0.21320071635561044,True
MRK,Healthcare,BiGRU,classification,5,,,,0.30686720460853334,0.5106382978723404,0.75,0.3870967741935484,0.640625,0.7380952380952381,0.435285750066007,0.42105263157894735,1.0,0.26666666666666666,1184,398,42,64,16,0.36999999999999994,0.435285750066007,True
MSFT,Technology,BiGRU,classification,5,,,,0.1437993271357627,0.0975609756097561,1.0,0.05128205128205128,0.421875,0.6666666666666666,0.337099931231621,0.72,0.6428571428571429,0.8181818181818182,1184,398,42,64,16,0.29,0.337099931231621,True
NEE,Utilities,BiGRU,classification,5,,,,0.0,0.72,0.5625,1.0,0.5625,0.6428571428571429,0.3817460249278431,0.7169811320754716,0.5757575757575758,0.95,1184,398,42,64,16,0.25499999999999995,0.3817460249278431,True
NGG,Utilities,BiGRU,classification,5,,,,0.15231225557722924,0.07407407407407407,1.0,0.038461538461538464,0.609375,0.8571428571428571,0.6054493496206035,0.9090909090909091,0.8571428571428571,0.967741935483871,1184,398,42,64,18,0.25499999999999995,0.6054493496206035,True
NVS,Healthcare,BiGRU,classification,5,,,,0.0,0.5287356321839081,0.359375,1.0,0.359375,0.6190476190476191,0.35807233404441635,0.6923076923076923,0.5454545454545454,0.9473684210526315,1184,398,42,64,16,0.20499999999999996,0.35807233404441635,True
ORCL,Technology,BiGRU,classification,5,,,,0.03313667478318056,0.3181818181818182,0.5,0.23333333333333334,0.53125,0.8333333333333334,0.662841811999329,0.8108108108108109,0.8333333333333334,0.7894736842105263,1184,398,42,64,16,0.33499999999999996,0.662841811999329,True
PCG,Utilities,BiGRU,classification,5,,,,0.3142857142857143,0.6666666666666666,0.52,0.9285714285714286,0.59375,0.7857142857142857,0.5477225575051661,0.8571428571428571,0.75,1.0,1184,398,42,64,16,0.05,0.5477225575051661,True
PCLN,Services,BiGRU,classification,5,,,,0.12103753965825202,0.4230769230769231,0.6470588235294118,0.3142857142857143,0.53125,0.8333333333333334,0.6674238124719146,0.8292682926829268,0.8095238095238095,0.85,1184,398,42,64,20,0.16999999999999998,0.6674238124719146,True
PEP,Consumer Goods,BiGRU,classification,5,,,,0.22817408071403383,0.6835443037974683,0.5869565217391305,0.8181818181818182,0.609375,0.6190476190476191,0.23596995186213474,0.68,0.6071428571428571,0.7727272727272727,1184,398,42,64,16,0.41999999999999993,0.23596995186213474,True
PFE,Healthcare,BiGRU,classification,5,,,,0.13315005718713654,0.49056603773584906,0.4642857142857143,0.52,0.578125,0.7619047619047619,0.5138888888888888,0.7222222222222222,0.7222222222222222,0.7222222222222222,1184,398,42,64,18,0.33499999999999996,0.5138888888888888,True
PG,Consumer Goods,BiGRU,classification,5,,,,0.11065666703449763,0.6419753086419753,0.5306122448979592,0.8125,0.546875,0.6666666666666666,0.4472135954999579,0.75,0.6,1.0,1184,398,42,64,16,0.05,0.4472135954999579,True
PICO,Conglomerates,BiGRU,classification,5,,,,0.13930469121652408,0.25,0.7142857142857143,0.15151515151515152,0.53125,0.8333333333333334,0.6191034846198453,0.7407407407407407,0.7142857142857143,0.7692307692307693,1184,398,42,64,20,0.235,0.6191034846198453,True
PM,Consumer Goods,BiGRU,classification,5,,,,0.0,0.0,0.0,0.0,0.421875,0.6904761904761905,0.3,0.23529411764705882,1.0,0.13333333333333333,1184,398,42,64,16,0.3549999999999999,0.3,True
PPL,Utilities,BiGRU,classification,5,,,,0.18763593702278164,0.3181818181818182,0.7777777777777778,0.2,0.53125,0.7857142857142857,0.570087712549569,0.8524590163934426,0.7428571428571429,1.0,1184,398,42,64,16,0.05,0.570087712549569,True
PTR,Basic Matierials,BiGRU,classification,5,,,,0.056138357221378964,0.5217391304347826,0.4090909090909091,0.72,0.484375,0.2857142857142857,0.0930301170323837,0.4230769230769231,0.2682926829268293,1.0,1164,398,42,64,16,0.05,0.0930301170323837,True
