number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
98,0.4485964033301612,2026-03-12 02:38:14.089208,2026-03-12 02:41:59.625459,0 days 00:03:45.536251,64,0.6000000000000001,0.007983110327912,15,meta_sector_sentiment,64,64,5,1.5533773603951546,0.1,0.0068659394747549,0.4,10,20,BiGRU,1,10,0.0003353508058907,0.704481792717087,0.6985834232059263,0.4485964033301612,0.6850679674995173,0.7908869925085987,COMPLETE,0.6985834232059263,0.4485964033301612,0.6850679674995173,0.7908869925085987,0.704481792717087
