number,value,datetime_start,datetime_complete,duration,params_batch_size,params_coord_rounds,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_lambda_balance,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_n_classes,params_num_layers,params_ordinal_head,params_sequence_length,params_t_max,params_t_min,params_t_steps,params_tau_max,params_tau_min,params_tau_steps,params_weight_decay,user_attrs_directional_accuracy,user_attrs_macro_f1,user_attrs_mcc,user_attrs_micro_accuracy,state,macro_f1,micro_accuracy,directional_accuracy,mcc
94,0.1471502896503637,2026-03-13 18:50:38.874259,2026-03-13 19:19:48.122736,0 days 00:29:09.248477,32,2,0.1,0.0032472066238961,10,meta,256,128,5,0.6362441319824816,0.4,0.0605178083090111,0.0029934648524415,0.4,7,50,LSTM,6,1,corn,5,3.205336288615715,0.5582180992442454,21,0.8671682593194363,0.1256717582260184,41,2.611212636844497e-05,0.5303308823529411,0.1251021923038358,0.1471502896503637,0.210110294117647,COMPLETE,0.1251021923038358,0.210110294117647,0.5303308823529411,0.1471502896503637
