company,sector,model_type,problem_type,horizon_steps,mse,mae,r2,mcc,f1,precision,recall,directional_accuracy,val_directional_accuracy,val_mcc,val_f1,val_precision,val_recall,n_samples,train_samples,val_samples,test_samples,epochs_trained,best_threshold,best_threshold_metric,isotonic_used
AAPL,Consumer Goods,BiLSTM,classification,5,,,,0.06158357771260997,0.5161290322580645,0.5161290322580645,0.5161290322580645,0.53125,0.6428571428571429,0.35110367935273096,0.7058823529411765,0.5806451612903226,0.9,1199,398,42,64,21,0.25499999999999995,0.35110367935273096,True
ABB,Industrial Goods,BiLSTM,classification,5,,,,0.22056438662814234,0.6206896551724138,0.45,1.0,0.484375,0.5238095238095238,0.3429971702850177,0.5833333333333334,0.4117647058823529,1.0,1199,398,42,64,21,0.05,0.3429971702850177,True
ABBV,Healthcare,BiLSTM,classification,5,,,,0.02262814111007102,0.06666666666666667,0.5,0.03571428571428571,0.5625,0.7380952380952381,0.2626808091984103,0.42105263157894735,0.5,0.36363636363636365,1118,398,42,64,21,0.33499999999999996,0.2626808091984103,True
AEP,Utilities,BiLSTM,classification,5,,,,0.36807852714939626,0.7692307692307693,0.6363636363636364,0.9722222222222222,0.671875,0.7857142857142857,0.570087712549569,0.8524590163934426,0.7428571428571429,1.0,1199,398,42,64,21,0.05,0.570087712549569,True
AGFS,Conglomerates,BiLSTM,classification,5,,,,0.0,0.5287356321839081,0.359375,1.0,0.359375,0.6428571428571429,0.4714045207910317,0.6666666666666666,0.5,1.0,642,120,42,64,21,0.05,0.4714045207910317,True
AMGN,Healthcare,BiLSTM,classification,5,,,,0.2545468267653503,0.34782608695652173,0.8888888888888888,0.21621621621621623,0.53125,0.8333333333333334,0.6516946235415336,0.7741935483870968,0.7058823529411765,0.8571428571428571,1199,398,42,64,30,0.29,0.6516946235415336,True
AMZN,Services,BiLSTM,classification,5,,,,-0.24489899998946185,0.72,0.631578947368421,0.8372093023255814,0.5625,0.7380952380952381,0.46860921309188386,0.8253968253968254,0.7027027027027027,1.0,1199,398,42,64,21,0.05,0.46860921309188386,True
BA,Industrial Goods,BiLSTM,classification,5,,,,0.34240528516707336,0.3333333333333333,1.0,0.2,0.625,0.7857142857142857,0.5734966396779716,0.8085106382978723,0.8636363636363636,0.76,1199,398,42,64,22,0.30499999999999994,0.5734966396779716,True
BABA,Services,BiLSTM,classification,5,,,,0.13912166872805048,0.09523809523809523,1.0,0.05,0.40625,0.8571428571428571,0.6544782449931849,0.7272727272727273,0.8888888888888888,0.6153846153846154,686,164,42,64,21,0.295,0.6544782449931849,True
BAC,Financial,BiLSTM,classification,5,,,,0.22721652007844526,0.48148148148148145,0.7647058823529411,0.35135135135135137,0.5625,0.6904761904761905,0.40406101782088427,0.6285714285714286,0.5238095238095238,0.7857142857142857,1199,398,42,64,21,0.29,0.40406101782088427,True
BBL,Basic Matierials,BiLSTM,classification,5,,,,-0.09856972731409286,0.32142857142857145,0.23076923076923078,0.5294117647058824,0.40625,0.7857142857142857,0.564019190328506,0.6666666666666666,0.9,0.5294117647058824,1199,398,42,64,21,0.25499999999999995,0.564019190328506,True
BCH,Financial,BiLSTM,classification,5,,,,0.12879797345315208,0.3783783783783784,0.4117647058823529,0.35,0.640625,0.6428571428571429,0.4264014327112209,0.4827586206896552,1.0,0.3181818181818182,1199,398,42,64,21,0.5199999999999999,0.4264014327112209,True
BHP,Basic Matierials,BiLSTM,classification,5,,,,0.155526547919974,0.4482758620689655,0.3170731707317073,0.7647058823529411,0.5,0.8095238095238095,0.5851851851851851,0.7333333333333333,0.7333333333333333,0.7333333333333333,1199,398,42,64,22,0.195,0.5851851851851851,True
