number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,state
48,-0.011306691483779692,2026-03-09 03:43:22.558989,2026-03-09 03:47:04.090205,0 days 00:03:41.531216,64,0.4,0.005693879519281941,10,meta_sector_all_nlp,256,128,1,0.23948806285029411,0.4,2.6543727992099554e-06,0.4,10,30,LSTM,2,20,0.00026771500952351584,COMPLETE
31,-0.011312031210850976,2026-03-09 02:45:31.672283,2026-03-09 02:48:13.093590,0 days 00:02:41.421307,128,0.6000000000000001,0.007465188329578939,10,meta_err_sector_emotion,256,128,1,0.2986870007120257,0.4,1.4869669264486302e-05,0.4,10,30,LSTM,1,20,3.1980149664185186e-06,COMPLETE
41,-0.011315841324442518,2026-03-09 03:16:27.969785,2026-03-09 03:19:42.764864,0 days 00:03:14.795079,128,0.6000000000000001,0.006708261493011432,10,meta_sector_finbert,256,128,1,1.0769207284185396,0.4,3.5796221971651925e-06,0.4,5,20,LSTM,1,20,0.00037394450763382313,COMPLETE
46,-0.011320765119090373,2026-03-09 03:35:48.420724,2026-03-09 03:39:34.205945,0 days 00:03:45.785221,64,0.6000000000000001,0.0026968756799386887,10,meta_sector_all_nlp,256,32,1,0.5355430540150591,0.2,4.078860835909649e-06,0.4,5,50,LSTM,2,15,0.0004979468887538594,COMPLETE
45,-0.011327199654981754,2026-03-09 03:31:52.823203,2026-03-09 03:35:48.419555,0 days 00:03:55.596352,64,0.7000000000000001,0.004362553455274719,10,meta_sector_all_nlp,256,128,1,0.5143890997208529,0.4,9.554541765619268e-06,0.4,5,30,LSTM,2,20,0.00013554446428658534,COMPLETE
36,-0.011328080253593727,2026-03-09 02:59:30.934643,2026-03-09 03:03:04.543811,0 days 00:03:33.609168,64,0.5,0.005240566962807503,10,meta_err_sector,256,128,1,0.33076630032365395,0.4,4.203644068533555e-06,0.4,5,50,LSTM,1,20,0.00016852985309761132,COMPLETE
49,-0.011330946069834277,2026-03-09 03:47:04.091053,2026-03-09 03:50:52.378345,0 days 00:03:48.287292,64,0.4,0.006119634745185848,10,meta_sector_unified_emotion,256,64,1,0.5142267613280184,0.30000000000000004,9.982053521157397e-06,0.4,10,30,LSTM,2,20,0.0003883748461366062,COMPLETE
32,-0.011338914383801826,2026-03-09 02:48:13.094392,2026-03-09 02:50:58.429790,0 days 00:02:45.335398,128,0.8,0.00576887207214318,10,meta_err_sector_emotion,256,128,1,0.6699701488742155,0.4,4.806744213999878e-06,0.4,5,30,LSTM,1,20,2.2754467898290614e-05,COMPLETE
33,-0.01134940136898505,2026-03-09 02:50:58.430584,2026-03-09 02:53:43.397962,0 days 00:02:44.967378,128,0.6000000000000001,0.00595491300293537,10,meta_err_sector_emotion,256,128,1,0.15373983628509025,0.30000000000000004,4.318965827730817e-06,0.4,5,30,LSTM,1,15,1.6708965910860085e-05,COMPLETE
37,-0.011349538807984005,2026-03-09 03:03:04.544878,2026-03-09 03:06:34.029220,0 days 00:03:29.484342,64,0.5,0.0021871508985324027,10,meta_err_sector,256,128,1,0.41191002167086965,0.4,5.289310183695512e-06,0.4,7,50,LSTM,1,20,2.349641777101723e-05,COMPLETE
