number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
207,-0.01137496405368131,2026-02-23 02:51:37.153180,2026-02-23 02:54:15.549975,0 days 00:02:38.396795,32,0.2,0.005727392184121634,20,base,64,128,1,0.219380129211455,0.2,4.4612771066622406e-06,0.8,10,20,BiLSTM,2,18,3.465120935964356e-05,,,,,,COMPLETE,,,,,
157,-0.011387287234516647,2026-02-23 00:40:56.015953,2026-02-23 00:43:38.981624,0 days 00:02:42.965671,32,0.2,0.006147002612434458,20,base,64,128,1,0.15730088250319868,0.2,7.498771084517247e-06,0.8,10,20,BiLSTM,2,18,1.8245076690059687e-05,,,,,,COMPLETE,,,,,
177,-0.011393302765348567,2026-02-23 01:33:32.644580,2026-02-23 01:36:14.145458,0 days 00:02:41.500878,32,0.2,0.005799456178594611,20,base,64,128,1,0.14613724157585978,0.2,3.196861883993194e-06,0.8,10,20,BiLSTM,2,18,4.276236502374101e-05,,,,,,COMPLETE,,,,,
226,-0.011396437614062978,2026-02-23 03:37:43.230990,2026-02-23 03:39:33.544085,0 days 00:01:50.313095,32,0.2,0.005460096311057946,20,base,64,64,1,0.13406671459791847,0.2,3.2749839229456592e-06,0.8,10,20,BiLSTM,2,18,5.683158756564359e-05,,,,,,COMPLETE,,,,,
143,-0.011397192428235973,2026-02-23 00:05:19.899684,2026-02-23 00:07:30.320491,0 days 00:02:10.420807,32,0.30000000000000004,0.007263284657932136,15,base,64,128,1,0.25826966042862093,0.2,6.306341269633193e-06,0.8,10,20,BiLSTM,2,18,7.1658745115180986e-06,,,,,,COMPLETE,,,,,
237,-0.011398438945815548,2026-02-23 03:58:42.390797,2026-02-23 04:00:29.950792,0 days 00:01:47.559995,32,0.2,0.005878092621697523,20,base,64,64,1,0.10128119447537835,0.2,1.800859774159284e-06,0.8,7,20,BiLSTM,2,18,6.858998789956581e-05,,,,,,COMPLETE,,,,,
246,-0.011402852248563468,2026-02-23 04:13:47.303227,2026-02-23 04:16:26.108430,0 days 00:02:38.805203,32,0.2,0.005045846355261012,20,base,64,128,1,0.19961302306068188,0.2,3.171176576786607e-06,0.8,10,20,BiLSTM,2,18,3.3171995752674886e-05,,,,,,COMPLETE,,,,,
170,-0.0114088590847577,2026-02-23 01:15:15.454055,2026-02-23 01:17:48.327302,0 days 00:02:32.873247,32,0.2,0.005581832768246703,20,base,64,128,1,0.14566384860129378,0.2,3.2833689341866525e-06,0.8,10,20,BiLSTM,2,18,4.06770157202193e-05,,,,,,COMPLETE,,,,,
185,-0.01141102030554968,2026-02-23 01:54:15.863127,2026-02-23 01:56:53.571323,0 days 00:02:37.708196,32,0.2,0.005347275191532856,20,base,64,128,1,0.10378826475701408,0.2,5.350965691881926e-06,0.8,10,20,BiLSTM,2,18,4.108172514311195e-05,,,,,,COMPLETE,,,,,
227,-0.011413073342186178,2026-02-23 03:39:33.544744,2026-02-23 03:41:23.565299,0 days 00:01:50.020555,32,0.2,0.005651300845275379,20,base,64,64,1,0.1776295205480132,0.2,3.3062912270735814e-06,0.8,10,20,BiLSTM,2,18,5.2880770686336237e-05,,,,,,COMPLETE,,,,,
