company,sector,model_type,problem_type,sequence_length,epoch,train_loss,val_loss,train_samples,val_samples,test_samples
CAT,Industrial Goods,BiLSTM,regression,12,9,0.3099971654323431,1.156669633061278,208,51,51
CAT,Industrial Goods,BiLSTM,regression,12,10,0.2974213258578227,1.3293885039348228,208,51,51
CAT,Industrial Goods,BiLSTM,regression,12,11,0.2834629508165213,1.5232860013550402,208,51,51
CAT,Industrial Goods,BiLSTM,regression,12,12,0.31984984416228074,1.528282647039376,208,51,51
CAT,Industrial Goods,BiLSTM,regression,12,13,0.2860936809044618,1.557314811968336,208,51,51
CAT,Industrial Goods,BiLSTM,regression,12,14,0.2844395809448682,1.7135112940096389,208,51,51
CAT,Industrial Goods,BiLSTM,regression,12,15,0.2947298093483998,1.7123428232529585,208,51,51
CAT,Industrial Goods,BiLSTM,regression,12,16,0.2850432854432326,1.6226047067081226,208,51,51
CELG,Healthcare,BiLSTM,regression,12,1,0.4114187359186396,0.4781818066613149,239,59,59
CELG,Healthcare,BiLSTM,regression,12,2,0.4080165880868624,0.4768119636228529,239,59,59
CELG,Healthcare,BiLSTM,regression,12,3,0.39581985653194923,0.47603301779698515,239,59,59
CELG,Healthcare,BiLSTM,regression,12,4,0.3570008378273274,0.47921790510921153,239,59,59
CELG,Healthcare,BiLSTM,regression,12,5,0.3855405155273162,0.48378414521783086,239,59,59
CELG,Healthcare,BiLSTM,regression,12,6,0.36206772586790587,0.49555381677918514,239,59,59
CELG,Healthcare,BiLSTM,regression,12,7,0.37241255894116276,0.5547223505327257,239,59,59
CELG,Healthcare,BiLSTM,regression,12,8,0.3544960132328536,0.6382651834164635,239,59,59
CELG,Healthcare,BiLSTM,regression,12,9,0.34355180093309373,0.6760076728917784,239,59,59
CELG,Healthcare,BiLSTM,regression,12,10,0.34430375271262487,0.7392039642495624,239,59,59
CELG,Healthcare,BiLSTM,regression,12,11,0.3440029566258067,0.7191118476754528,239,59,59
CELG,Healthcare,BiLSTM,regression,12,12,0.34814288872430516,0.6956192184302766,239,59,59
CELG,Healthcare,BiLSTM,regression,12,13,0.3491076992894815,0.6621952804468446,239,59,59
CELG,Healthcare,BiLSTM,regression,12,14,0.34246196797328016,0.7073715753474478,239,59,59
