number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
44,-0.011362814469631832,2026-02-23 23:45:35.239814,2026-02-23 23:47:42.930840,0 days 00:02:07.691026,32,0.8,0.004466701790377047,20,finbert,128,128,1,0.10138018540459826,0.2,6.376504186839398e-06,0.4,5,30,LSTM,2,18,2.503769291151163e-06,,,,,,COMPLETE,,,,,
140,-0.011385404795874809,2026-02-24 03:31:04.704542,2026-02-24 03:33:08.267727,0 days 00:02:03.563185,32,0.8,0.007341823970853409,20,base,128,128,1,0.38564943127530255,0.4,1.1875120532619187e-05,0.4,10,30,LSTM,2,18,3.952152027246496e-06,,,,,,COMPLETE,,,,,
80,-0.01140260787798208,2026-02-24 01:11:15.402969,2026-02-24 01:13:08.193029,0 days 00:01:52.790060,32,0.7000000000000001,0.008791464611027337,20,finbert,128,128,1,0.14631341541773019,0.2,1.3986309690168297e-05,0.4,10,30,LSTM,2,18,6.418079384392416e-07,,,,,,COMPLETE,,,,,
201,-0.011402729693793603,2026-02-24 05:47:53.496185,2026-02-24 05:50:01.873792,0 days 00:02:08.377607,32,0.1,0.006781949889734084,20,finbert,128,128,1,0.13554937054341493,0.2,4.1322455735153325e-05,0.4,10,30,LSTM,2,18,1.2312572521698998e-05,,,,,,COMPLETE,,,,,
207,-0.011406183200018148,2026-02-24 05:58:45.789181,2026-02-24 06:00:52.266154,0 days 00:02:06.476973,32,0.1,0.0071154553905431826,20,all_nlp,128,128,1,0.17093386520868756,0.2,8.8862533189803e-06,0.4,10,30,LSTM,2,18,4.8142468193744734e-05,,,,,,COMPLETE,,,,,
219,-0.011409940943328607,2026-02-24 06:23:10.871961,2026-02-24 06:25:15.558793,0 days 00:02:04.686832,32,0.8,0.007822269574014185,20,all_nlp,128,128,1,0.16080937586742472,0.2,4.2507889180979634e-06,0.4,10,30,LSTM,2,18,9.757010244593566e-06,,,,,,COMPLETE,,,,,
187,-0.011411653803289184,2026-02-24 05:12:29.629976,2026-02-24 05:14:24.859869,0 days 00:01:55.229893,32,0.7000000000000001,0.007213086384462357,20,base,128,128,1,0.17750172336554565,0.2,1.1058743330469475e-05,0.4,10,30,LSTM,2,18,1.905367838403719e-05,,,,,,COMPLETE,,,,,
67,-0.011417446975295486,2026-02-24 00:40:42.957133,2026-02-24 00:42:41.399626,0 days 00:01:58.442493,32,0.1,0.0063897771793565575,20,all_nlp,128,128,1,0.24171614177148837,0.2,3.8721842935290664e-05,0.4,10,30,LSTM,2,18,2.1800015824546427e-06,,,,,,COMPLETE,,,,,
188,-0.011420897660121198,2026-02-24 05:14:24.860565,2026-02-24 05:16:59.625006,0 days 00:02:34.764441,16,0.6000000000000001,0.007221030940730536,20,base,128,128,1,0.272611832259105,0.2,1.1791953135891552e-05,0.4,10,30,LSTM,2,18,1.6488745426607158e-05,,,,,,COMPLETE,,,,,
168,-0.011421038364425668,2026-02-24 04:15:05.979685,2026-02-24 04:17:17.393850,0 days 00:02:11.414165,32,0.7000000000000001,0.00967646740622416,20,finbert,128,128,1,0.17775772657524896,0.2,7.294791806510476e-05,0.4,10,30,LSTM,2,18,1.2070960881897785e-05,,,,,,COMPLETE,,,,,
113,-0.011422464666475568,2026-02-24 02:20:35.134202,2026-02-24 02:22:40.334722,0 days 00:02:05.200520,32,0.8,0.007371120098836026,20,finbert,128,128,1,0.10722828376126452,0.2,7.057760689656543e-06,0.4,5,30,LSTM,2,18,5.762188311881496e-06,,,,,,COMPLETE,,,,,
153,-0.011423452887519727,2026-02-24 03:54:33.061575,2026-02-24 03:55:22.427948,0 days 00:00:49.366373,64,0.8,0.007070735375107214,10,all_nlp,128,128,1,0.6229921549901394,0.2,4.8205773585838776e-05,0.4,10,30,LSTM,2,18,7.1693904253123585e-06,,,,,,COMPLETE,,,,,
123,-0.011425482418633545,2026-02-24 02:41:28.164640,2026-02-24 02:43:35.701590,0 days 00:02:07.536950,32,0.7000000000000001,0.005056486169413237,20,finbert,128,128,1,0.10381255477084265,0.2,9.66473400936819e-06,0.4,5,30,LSTM,2,18,7.630208944306637e-06,,,,,,COMPLETE,,,,,
179,-0.011425897275210189,2026-02-24 04:41:10.438259,2026-02-24 04:45:34.567575,0 days 00:04:24.129316,32,0.6000000000000001,0.00950835478080647,20,base,256,128,1,0.27984022256863716,0.2,4.0461712677515646e-05,0.4,10,30,BiGRU,2,18,9.465531666995738e-06,,,,,,COMPLETE,,,,,
61,-0.011425947415052045,2026-02-24 00:23:10.922479,2026-02-24 00:25:48.367358,0 days 00:02:37.444879,16,0.8,0.007061830711004267,20,all_nlp,128,128,1,0.15150293615229152,0.2,1.5452490037233733e-05,0.4,10,30,LSTM,2,18,2.0621753628965413e-06,,,,,,COMPLETE,,,,,
60,-0.011426239503080209,2026-02-24 00:20:22.632572,2026-02-24 00:23:10.921992,0 days 00:02:48.289420,16,0.7000000000000001,0.007060364727628449,20,all_nlp,128,128,1,0.13376882298892415,0.2,1.7840741449066517e-05,0.4,10,30,LSTM,2,18,6.6515505469954475e-06,,,,,,COMPLETE,,,,,
222,-0.01142810742994536,2026-02-24 06:29:19.954748,2026-02-24 06:31:21.786953,0 days 00:02:01.832205,32,0.8,0.007510301061178353,20,all_nlp,128,128,1,0.16820447264732388,0.2,5.390081946647325e-06,0.4,10,30,LSTM,2,18,7.985853476779958e-06,,,,,,COMPLETE,,,,,
141,-0.011429031208523717,2026-02-24 03:33:08.268164,2026-02-24 03:35:11.183200,0 days 00:02:02.915036,32,0.8,0.006790077281151636,20,emotion,128,128,1,0.10359379820585957,0.4,1.050051041001094e-05,0.4,10,30,LSTM,2,18,3.4539607437974645e-06,,,,,,COMPLETE,,,,,
129,-0.011429609679099036,2026-02-24 02:52:59.000069,2026-02-24 02:57:22.917594,0 days 00:04:23.917525,32,0.7000000000000001,0.004881553842114373,20,all_nlp,256,128,1,0.23207063787710552,0.2,6.608816715256969e-06,0.4,5,30,BiGRU,2,18,9.237254191941367e-06,,,,,,COMPLETE,,,,,
116,-0.011429675629807411,2026-02-24 02:27:06.856069,2026-02-24 02:29:19.128580,0 days 00:02:12.272511,32,0.7000000000000001,0.004749967461411344,20,finbert,128,128,1,0.13538147130428074,0.2,6.17742268647635e-06,0.4,10,30,LSTM,2,18,9.595234908295253e-06,,,,,,COMPLETE,,,,,
150,-0.011430402422302144,2026-02-24 03:52:12.448487,2026-02-24 03:52:59.746904,0 days 00:00:47.298417,64,0.8,0.0064676555660051135,10,all_nlp,128,128,1,0.14559075266400115,0.2,2.0482714101448344e-05,0.4,10,30,LSTM,2,18,1.1269347492791708e-05,,,,,,COMPLETE,,,,,
175,-0.011431002612829788,2026-02-24 04:29:59.553325,2026-02-24 04:32:51.480883,0 days 00:02:51.927558,32,0.7000000000000001,0.009544718808686481,20,finbert,256,128,1,0.13645857855142587,0.2,5.119111928085673e-05,0.4,10,30,LSTM,2,18,1.162444508240809e-05,,,,,,COMPLETE,,,,,
115,-0.01143152192865751,2026-02-24 02:24:54.379788,2026-02-24 02:27:06.855511,0 days 00:02:12.475723,32,0.7000000000000001,0.007430526007939983,20,finbert,128,128,1,0.13908574644262625,0.2,6.069073389820534e-06,0.4,5,30,LSTM,2,18,5.58242410720266e-06,,,,,,COMPLETE,,,,,
202,-0.01143310540952367,2026-02-24 05:50:01.874592,2026-02-24 05:52:09.666050,0 days 00:02:07.791458,32,0.1,0.006760932010621105,20,finbert,128,128,1,0.15296392484560123,0.2,6.015253586688127e-06,0.4,10,30,LSTM,2,18,1.418105088623257e-05,,,,,,COMPLETE,,,,,
169,-0.011433372602772614,2026-02-24 04:17:17.394290,2026-02-24 04:19:26.684708,0 days 00:02:09.290418,32,0.7000000000000001,0.00969134618997567,20,finbert,128,128,1,0.16881535071816559,0.2,5.3259975454561695e-05,0.4,10,30,LSTM,2,18,1.439564500611929e-05,,,,,,COMPLETE,,,,,
165,-0.011433410448836723,2026-02-24 04:10:36.998292,2026-02-24 04:12:45.296056,0 days 00:02:08.297764,32,0.7000000000000001,0.008562700741212244,20,finbert,128,128,1,0.13118108798236075,0.2,4.174851495837065e-05,0.4,10,30,LSTM,2,18,4.070978487336037e-06,,,,,,COMPLETE,,,,,
92,-0.011435728252514035,2026-02-24 01:37:03.801407,2026-02-24 01:38:59.009382,0 days 00:01:55.207975,32,0.8,0.0074076220721743585,20,finbert,128,128,1,0.14773479045743398,0.2,4.622293474700022e-06,0.4,5,30,LSTM,2,18,1.3032997478578747e-06,,,,,,COMPLETE,,,,,
84,-0.011435787394901607,2026-02-24 01:18:46.719772,2026-02-24 01:20:44.761503,0 days 00:01:58.041731,32,0.7000000000000001,0.008841880279099264,20,finbert,128,128,1,0.21997001568648492,0.2,7.320839290493222e-05,0.4,10,30,LSTM,2,18,1.7911298638781378e-06,,,,,,COMPLETE,,,,,
172,-0.011436099591173672,2026-02-24 04:23:53.868320,2026-02-24 04:25:54.928506,0 days 00:02:01.060186,32,0.7000000000000001,0.009217707606745631,20,finbert,128,128,1,0.13534453516263484,0.2,5.266026626610713e-05,0.4,10,30,LSTM,2,18,1.3415365470648754e-05,,,,,,COMPLETE,,,,,
41,-0.011436715176040049,2026-02-23 23:39:09.138000,2026-02-23 23:41:12.162935,0 days 00:02:03.024935,32,0.8,0.00826123032309715,20,finbert,128,128,1,0.17830359610760593,0.2,6.58172476870409e-06,0.4,5,30,LSTM,2,18,2.0838955686531e-06,,,,,,COMPLETE,,,,,
209,-0.011436762677013303,2026-02-24 06:01:56.811298,2026-02-24 06:04:06.100426,0 days 00:02:09.289128,32,0.1,0.0073898035407562734,20,all_nlp,128,128,1,0.17720749989706758,0.2,8.013589049307518e-06,0.4,10,30,LSTM,2,18,6.01823745236962e-06,,,,,,COMPLETE,,,,,
158,-0.011438195727734581,2026-02-24 03:58:41.835221,2026-02-24 03:59:47.193592,0 days 00:01:05.358371,64,0.7000000000000001,0.006127029918160401,10,all_nlp,64,128,1,0.25745826542160777,0.2,0.0001014097106934278,0.4,10,30,BiGRU,2,18,6.272782263892096e-06,,,,,,COMPLETE,,,,,
160,-0.011438373493329126,2026-02-24 04:00:18.909100,2026-02-24 04:01:46.442378,0 days 00:01:27.533278,64,0.8,0.0044871034443958084,10,base,128,128,1,0.3131273487633891,0.2,1.3006346016331095e-05,0.4,10,30,BiLSTM,2,18,4.725760052472074e-06,,,,,,COMPLETE,,,,,
37,-0.011438400778891087,2026-02-23 23:30:21.785202,2026-02-23 23:32:51.407045,0 days 00:02:29.621843,32,0.8,0.005976380238283565,20,finbert,128,128,1,0.20750422620778192,0.2,7.206070364357948e-06,0.4,5,30,LSTM,2,18,1.7345790752717691e-06,,,,,,COMPLETE,,,,,
196,-0.01143960031475058,2026-02-24 05:32:18.836216,2026-02-24 05:34:24.003093,0 days 00:02:05.166877,32,0.8,0.004556672071986626,20,base,128,128,1,0.17106860941086094,0.2,9.514556566059577e-06,0.4,7,30,LSTM,2,18,8.026532126243941e-06,,,,,,COMPLETE,,,,,
46,-0.011439632993467484,2026-02-23 23:50:23.477425,2026-02-23 23:52:27.159659,0 days 00:02:03.682234,32,0.8,0.004444896248281309,20,finbert,128,128,1,0.11100470636444591,0.2,5.022123939936248e-06,0.4,5,30,LSTM,2,18,2.1675156696026534e-07,,,,,,COMPLETE,,,,,
146,-0.011439726160112209,2026-02-24 03:43:22.783072,2026-02-24 03:45:29.049841,0 days 00:02:06.266769,32,0.7000000000000001,0.008384245284949587,20,base,128,128,1,0.8290128919594089,0.4,6.490679507260607e-06,0.4,10,30,LSTM,2,18,6.196562474605496e-06,,,,,,COMPLETE,,,,,
