company,sector,model_type,problem_type,horizon_steps,mse,mae,r2,mcc,f1,precision,recall,directional_accuracy,val_directional_accuracy,val_mcc,val_f1,val_precision,val_recall,n_samples,train_samples,val_samples,test_samples,epochs_trained,best_threshold,best_threshold_metric,isotonic_used
AAPL,Consumer Goods,LSTM,classification,5,,,,0.0,0.0,0.0,0.0,0.515625,0.6904761904761905,0.39284657334702455,0.6060606060606061,0.7692307692307693,0.5,1189,398,42,64,20,0.38499999999999995,0.39284657334702455,True
ABB,Industrial Goods,LSTM,classification,5,,,,0.26796910199411345,0.30303030303030304,0.8333333333333334,0.18518518518518517,0.640625,0.7142857142857143,0.35714285714285715,0.5714285714285714,0.5714285714285714,0.5714285714285714,1189,398,42,64,20,0.33499999999999996,0.35714285714285715,True
ABBV,Healthcare,LSTM,classification,5,,,,0.2451427338711134,0.64,0.5106382978723404,0.8571428571428571,0.578125,0.8333333333333334,0.5822395834631304,0.6956521739130435,0.6666666666666666,0.7272727272727273,1108,398,42,64,20,0.12,0.5822395834631304,True
AEP,Utilities,LSTM,classification,5,,,,0.10677275981195139,0.5538461538461539,0.6206896551724138,0.5,0.546875,0.7857142857142857,0.570087712549569,0.8524590163934426,0.7428571428571429,1.0,1189,398,42,64,20,0.05,0.570087712549569,True
AGFS,Conglomerates,LSTM,classification,5,,,,0.16821229479875446,0.08333333333333333,1.0,0.043478260869565216,0.65625,0.8095238095238095,0.6774490372475503,0.7894736842105263,0.6521739130434783,1.0,632,110,42,64,20,0.05,0.6774490372475503,True
AMGN,Healthcare,LSTM,classification,5,,,,0.2346381364038145,0.5263157894736842,0.75,0.40540540540540543,0.578125,0.8095238095238095,0.5533985905294664,0.6666666666666666,0.8,0.5714285714285714,1189,398,42,64,20,0.4049999999999999,0.5533985905294664,True
AMZN,Services,LSTM,classification,5,,,,-0.2104783392780247,0.4657534246575342,0.5666666666666667,0.3953488372093023,0.390625,0.7142857142857143,0.4534492901541017,0.7391304347826086,0.85,0.6538461538461539,1189,398,42,64,20,0.5349999999999999,0.4534492901541017,True
BA,Industrial Goods,LSTM,classification,5,,,,0.07710592627016746,0.43137254901960786,0.5238095238095238,0.36666666666666664,0.546875,0.8095238095238095,0.6333004963811236,0.8620689655172413,0.7575757575757576,1.0,1189,398,42,64,20,0.05,0.6333004963811236,True
BABA,Services,LSTM,classification,5,,,,0.24913643956121992,0.2608695652173913,1.0,0.15,0.46875,0.7380952380952381,0.4005963724010764,0.5925925925925926,0.5714285714285714,0.6153846153846154,676,154,42,64,20,0.33499999999999996,0.4005963724010764,True
BAC,Financial,LSTM,classification,5,,,,0.10949779698844676,0.717391304347826,0.6,0.8918918918918919,0.59375,0.6190476190476191,0.39285714285714285,0.6190476190476191,0.4642857142857143,0.9285714285714286,1189,398,42,64,20,0.075,0.39285714285714285,True
BBL,Basic Matierials,LSTM,classification,5,,,,0.15849473812738166,0.45161290322580644,0.3111111111111111,0.8235294117647058,0.46875,0.7619047619047619,0.5545781024517099,0.75,0.6521739130434783,0.8823529411764706,1189,398,42,64,20,0.20499999999999996,0.5545781024517099,True
BCH,Financial,LSTM,classification,5,,,,0.02811607785577666,0.3157894736842105,0.3333333333333333,0.3,0.59375,0.6904761904761905,0.4979295977319692,0.5806451612903226,1.0,0.4090909090909091,1189,398,42,64,20,0.5049999999999999,0.4979295977319692,True
BHP,Basic Matierials,LSTM,classification,5,,,,0.34494539819605724,0.5333333333333333,0.37209302325581395,0.9411764705882353,0.5625,0.7142857142857143,0.42073150734321546,0.6470588235294118,0.5789473684210527,0.7333333333333333,1189,398,42,64,20,0.33499999999999996,0.42073150734321546,True
BP,Basic Matierials,LSTM,classification,5,,,,0.054382083830501006,0.5135135135135135,0.37254901960784315,0.8260869565217391,0.4375,0.6904761904761905,0.35198210567432564,0.6060606060606061,0.625,0.5882352941176471,1189,398,42,64,20,0.4049999999999999,0.35198210567432564,True
BRK-A,Financial,LSTM,classification,5,,,,-0.1612177887112582,0.5909090909090909,0.45614035087719296,0.8387096774193549,0.4375,0.5952380952380952,0.31622776601683794,0.6046511627906976,0.4642857142857143,0.8666666666666667,1189,398,42,64,20,0.145,0.31622776601683794,True
BSAC,Financial,LSTM,classification,5,,,,0.22795136315904263,0.5454545454545454,0.46875,0.6521739130434783,0.609375,0.7857142857142857,0.5937957899160655,0.7804878048780488,0.6956521739130435,0.8888888888888888,1189,398,42,64,20,0.20499999999999996,0.5937957899160655,True
BUD,Consumer Goods,LSTM,classification,5,,,,0.17407765595569785,0.16666666666666666,1.0,0.09090909090909091,0.375,0.7380952380952381,0.4518689194467694,0.6666666666666666,0.6470588235294118,0.6875,1189,398,42,64,20,0.33499999999999996,0.4518689194467694,True
C,Financial,LSTM,classification,5,,,,0.26227971911045833,0.5614035087719298,0.7272727272727273,0.45714285714285713,0.609375,0.8095238095238095,0.5297514556606105,0.6,0.8571428571428571,0.46153846153846156,1189,398,42,64,20,0.33499999999999996,0.5297514556606105,True
CAT,Industrial Goods,LSTM,classification,5,,,,0.0,0.6804123711340206,0.515625,1.0,0.515625,0.5714285714285714,0.04222003309207491,0.3076923076923077,0.4444444444444444,0.23529411764705882,1189,398,42,64,20,0.4049999999999999,0.04222003309207491,True
CELG,Healthcare,LSTM,classification,5,,,,0.11318329168362205,0.6216216216216216,0.575,0.6764705882352942,0.5625,0.9047619047619048,0.8119607767806909,0.8947368421052632,0.85,0.9444444444444444,1189,398,42,64,20,0.13,0.8119607767806909,True
CHL,Technology,LSTM,classification,5,,,,-0.01698823971458752,0.39285714285714285,0.3055555555555556,0.55,0.46875,0.7380952380952381,0.49713135899949673,0.7317073170731707,0.6521739130434783,0.8333333333333334,1189,398,42,64,20,0.27499999999999997,0.49713135899949673,True
CHTR,Services,LSTM,classification,5,,,,0.0,0.6382978723404256,0.46875,1.0,0.46875,0.5952380952380952,0.0,0.746268656716418,0.5952380952380952,1.0,1189,398,42,64,20,0.3499999999999999,0.47637220876476666,True
CMCSA,Services,LSTM,classification,5,,,,-0.14547859349066158,0.22727272727272727,0.3125,0.17857142857142858,0.46875,0.8095238095238095,0.6237951349364391,0.8518518518518519,0.7666666666666667,0.9583333333333334,1189,398,42,64,20,0.13,0.6237951349364391,True
CODI,Conglomerates,LSTM,classification,5,,,,0.324624605817861,0.631578947368421,0.47058823529411764,0.96,0.5625,0.7142857142857143,0.3686299079697329,0.5,0.75,0.375,1189,398,42,64,20,0.295,0.3686299079697329,True
CSCO,Technology,LSTM,classification,5,,,,0.4655998462018826,0.5333333333333333,1.0,0.36363636363636365,0.671875,0.6666666666666666,0.40618119722996165,0.5333333333333333,0.8888888888888888,0.38095238095238093,1189,398,42,64,20,0.4649999999999999,0.40618119722996165,True
CVX,Basic Matierials,LSTM,classification,5,,,,0.0,0.0,0.0,0.0,0.5,0.7142857142857143,0.4403855060505442,0.7,0.7777777777777778,0.6363636363636364,1189,398,42,64,20,0.5049999999999999,0.4403855060505442,True
