company,sector,model_type,problem_type,horizon_steps,mse,mae,r2,mcc,f1,precision,recall,directional_accuracy,val_directional_accuracy,val_mcc,val_f1,val_precision,val_recall,n_samples,train_samples,val_samples,test_samples,epochs_trained,best_threshold,best_threshold_metric,isotonic_used
AAPL,Consumer Goods,BiGRU,classification,1,,,,0.1868706368604627,0.32432432432432434,0.6666666666666666,0.21428571428571427,0.609375,0.5714285714285714,0.2773500981126146,0.25,1.0,0.14285714285714285,1188,398,42,64,21,0.5599999999999999,0.2773500981126146,True
ABB,Industrial Goods,BiGRU,classification,1,,,,-0.02757337634153148,0.5074626865671642,0.5483870967741935,0.4722222222222222,0.484375,0.5238095238095238,0.2681496363223023,0.5833333333333334,0.42424242424242425,0.9333333333333333,1188,398,42,64,22,0.145,0.2681496363223023,True
ABBV,Healthcare,BiGRU,classification,1,,,,0.13945994111797608,0.5333333333333333,0.6153846153846154,0.47058823529411764,0.5625,0.5714285714285714,0.1718284961594735,0.1,1.0,0.05263157894736842,1107,398,42,64,29,0.5399999999999999,0.1718284961594735,True
AEP,Utilities,BiGRU,classification,1,,,,-0.0821440096816907,0.7142857142857143,0.5833333333333334,0.9210526315789473,0.5625,0.6190476190476191,0.25674162013381635,0.7333333333333333,0.5945945945945946,0.9565217391304348,1188,398,42,64,21,0.33499999999999996,0.25674162013381635,True
AGFS,Conglomerates,BiGRU,classification,1,,,,0.0,0.5617977528089888,0.390625,1.0,0.390625,0.5952380952380952,0.4,0.6666666666666666,0.5,1.0,631,105,42,64,21,0.05,0.4,True
AMGN,Healthcare,BiGRU,classification,1,,,,-0.14285714285714285,0.6521739130434783,0.5357142857142857,0.8333333333333334,0.5,0.40476190476190477,0.12251277836633775,0.5614035087719298,0.3902439024390244,1.0,1188,398,42,64,22,0.24,0.3942307692307692,True
AMZN,Services,BiGRU,classification,1,,,,0.0,0.0,0.0,0.0,0.453125,0.6428571428571429,0.3855498004780299,0.4,1.0,0.25,1188,398,42,64,22,0.43999999999999995,0.3855498004780299,True
BA,Industrial Goods,BiGRU,classification,1,,,,0.4425941852276055,0.7272727272727273,0.7741935483870968,0.6857142857142857,0.71875,0.5238095238095238,0.2520816345981441,0.6551724137931034,0.48717948717948717,1.0,1188,398,42,64,21,0.05,0.2520816345981441,True
BABA,Services,BiGRU,classification,1,,,,0.0,0.0,0.0,0.0,0.484375,0.6904761904761905,0.30697030675746023,0.43478260869565216,0.7142857142857143,0.3125,675,149,42,64,21,0.42999999999999994,0.30697030675746023,True
BAC,Financial,BiGRU,classification,1,,,,0.0898595649225765,0.5977011494252874,0.43333333333333335,0.9629629629629629,0.453125,0.5,0.2401922307076307,0.631578947368421,0.46153846153846156,1.0,1188,398,42,64,21,0.05,0.2401922307076307,True
BBL,Basic Matierials,BiGRU,classification,1,,,,0.05707352953442433,0.4642857142857143,0.41935483870967744,0.52,0.53125,0.6904761904761905,0.4121880516208468,0.6486486486486487,0.8,0.5454545454545454,1188,398,42,64,27,0.5049999999999999,0.4121880516208468,True
BCH,Financial,BiGRU,classification,1,,,,0.0,0.0,0.0,0.0,0.578125,0.6190476190476191,0.40646942234853023,0.4666666666666667,1.0,0.30434782608695654,1188,398,42,64,32,0.5199999999999999,0.40646942234853023,True
BHP,Basic Matierials,BiGRU,classification,1,,,,0.047619047619047616,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.53125,0.6904761904761905,0.48507125007266594,0.5517241379310345,1.0,0.38095238095238093,1188,398,42,64,22,0.4099999999999999,0.48507125007266594,True
BP,Basic Matierials,BiGRU,classification,1,,,,0.16511700362686718,0.5423728813559322,0.48484848484848486,0.6153846153846154,0.578125,0.47619047619047616,0.14194527943608679,0.6333333333333333,0.4634146341463415,1.0,1188,398,42,64,23,0.05,0.14194527943608679,True
BRK-A,Financial,BiGRU,classification,1,,,,0.0,0.6086956521739131,0.4375,1.0,0.4375,0.5714285714285714,0.309344112444873,0.6896551724137931,0.5263157894736842,1.0,1188,398,42,64,21,0.05,0.309344112444873,True
BSAC,Financial,BiGRU,classification,1,,,,-0.02017425108896008,0.25,0.4166666666666667,0.17857142857142858,0.53125,0.6666666666666666,0.24656034565311388,0.3,0.75,0.1875,1188,398,42,64,22,0.39499999999999996,0.24656034565311388,True
BUD,Consumer Goods,BiGRU,classification,1,,,,0.03537745688386125,0.3673469387755102,0.5294117647058824,0.28125,0.515625,0.7142857142857143,0.381356384904845,0.6,0.6428571428571429,0.5625,1188,398,42,64,31,0.31999999999999995,0.381356384904845,True
C,Financial,BiGRU,classification,1,,,,0.2324766006178762,0.5555555555555556,0.5357142857142857,0.5769230769230769,0.625,0.6190476190476191,0.23636363636363636,0.6,0.6,0.6,1188,398,42,64,22,0.38499999999999995,0.23636363636363636,True
