number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_early_stopping_min_delta,params_early_stopping_patience,params_feature_set,params_hidden1,params_hidden2,params_horizon_steps,params_huber_delta,params_inter_rnn_drop,params_learning_rate,params_lr_factor,params_lr_patience,params_max_epochs,params_model_type,params_num_layers,params_sequence_length,params_weight_decay,user_attrs_val_directional_accuracy,user_attrs_val_f1,user_attrs_val_mcc,user_attrs_val_precision,user_attrs_val_recall,state,val_f1,val_mcc,val_precision,val_recall,val_directional_accuracy
18,0.2986368276436029,2026-03-08 13:43:48.613044,2026-03-08 13:49:17.965705,0 days 00:05:29.352661,32,0.4,0.009527582517281,20,meta,64,128,1,0.7818647778246033,0.2,0.0050021583277023,0.8,10,20,BiGRU,2,20,6.423122057611687e-07,0.6207282913165266,0.5392233892916948,0.2986368276436029,0.692820467835778,0.5846464144082936,COMPLETE,0.5392233892916948,0.2986368276436029,0.692820467835778,0.5846464144082936,0.6207282913165266
